	son	tier	contexte_gauche	contexte_droit	contextes	temps_debut	temps_fin	proba_oral	proba_nasal
1	A	2	dorsal	coronal	dorsal_coronal	1033.9353333333333	1033.9486666666667	0.158608	0.841392
2	A	2	pause	labial	pause_labial	1030.9653333333333	1030.9886666666666	0.001892	0.998108
3	A	3	coronal	labial	coronal_labial	1023.2886666666666	1023.3119999999999	0.143597	0.856403
4	A	3	n	pause	n_pause	1022.7586666666666	1022.8119999999999	0.045145	0.954855
5	A	3	pause	labial	pause_labial	1030.9886666666666	1031.012	0.254373	0.745628
6	A	1	n	pause	n_pause	1022.652	1022.7053333333333	0.999170	0.000830
7	A	1	coronal	labial	coronal_labial	1023.242	1023.2653333333333	0.028914	0.971086
8	A	2	coronal	labial	coronal_labial	1021.5533333333333	1021.5866666666666	0.249577	0.750423
9	A	1	dorsal	coronal	dorsal_coronal	1033.922	1033.9353333333333	0.158608	0.841392
10	A	2	n	pause	n_pause	1022.7053333333333	1022.7586666666666	0.951003	0.048997
11	A	1	coronal	labial	coronal_labial	1021.52	1021.5533333333333	0.755172	0.244828
12	A	3	coronal	labial	coronal_labial	1021.5866666666666	1021.6199999999999	0.096334	0.903666
13	A	3	dorsal	coronal	dorsal_coronal	1033.9486666666667	1033.962	0.158608	0.841392
14	A	1	pause	labial	pause_labial	1030.942	1030.9653333333333	0.494145	0.505855
15	A	2	coronal	labial	coronal_labial	1023.2653333333333	1023.2886666666666	0.024980	0.975020
16	A	2	dorsal	m	dorsal_m	1047.326	1047.336	0.001987	0.998013
17	A	2	coronal	coronal	coronal_coronal	1046.3226666666667	1046.3493333333333	0.038950	0.961050
18	A	2	dorsal	coronal	dorsal_coronal	1040.7043333333334	1040.7176666666667	0.158608	0.841392
19	A	2	m	coronal	m_coronal	1054.2206666666666	1054.2473333333332	0.007710	0.992290
20	A	3	coronal	coronal	coronal_coronal	1046.3493333333333	1046.376	0.111210	0.888790
21	A	1	dorsal	m	dorsal_m	1047.316	1047.326	0.005153	0.994847
22	A	1	m	coronal	m_coronal	1054.194	1054.2206666666666	0.587507	0.412493
23	A	1	coronal	labial	coronal_labial	1049.958	1049.9913333333334	0.214196	0.785804
24	A	3	dorsal	coronal	dorsal_coronal	1040.7176666666667	1040.731	0.158608	0.841392
25	A	3	dorsal	m	dorsal_m	1047.336	1047.346	0.002373	0.997627
26	A	2	coronal	labial	coronal_labial	1049.9913333333334	1050.0246666666667	0.151004	0.848996
27	A	1	dorsal	coronal	dorsal_coronal	1040.691	1040.7043333333334	0.158608	0.841392
28	A	1	coronal	coronal	coronal_coronal	1046.296	1046.3226666666667	0.862899	0.137101
29	A	3	coronal	labial	coronal_labial	1050.0246666666667	1050.058	0.043541	0.956459
30	A	1	coronal	coronal	coronal_coronal	1092.804	1092.8406666666667	0.158608	0.841392
31	A	1	coronal	dorsal	coronal_dorsal	1091.234	1091.2573333333332	0.070208	0.929792
32	A	1	dorsal	m	dorsal_m	1091.334	1091.344	0.053664	0.946336
33	A	3	dorsal	m	dorsal_m	1091.354	1091.364	0.013362	0.986638
34	A	3	pause	labial	pause_labial	1076.9073333333333	1076.964	0.506842	0.493158
35	A	2	pause	labial	pause_labial	1076.8506666666667	1076.9073333333333	0.000059	0.999941
36	A	3	labial	coronal	labial_coronal	1056.994	1057.024	0.033043	0.966957
37	A	3	coronal	dorsal	coronal_dorsal	1091.2806666666665	1091.3039999999999	0.157791	0.842209
38	A	3	coronal	coronal	coronal_coronal	1092.8773333333334	1092.914	0.158608	0.841392
39	A	3	dorsal	m	dorsal_m	1057.364	1057.374	0.011801	0.988199
40	A	1	pause	labial	pause_labial	1076.794	1076.8506666666667	0.000007	0.999993
41	A	2	dorsal	m	dorsal_m	1091.344	1091.354	0.135735	0.864265
42	A	3	m	coronal	m_coronal	1054.2473333333332	1054.274	0.311511	0.688489
43	A	2	dorsal	m	dorsal_m	1057.354	1057.364	0.000801	0.999199
44	A	2	coronal	dorsal	coronal_dorsal	1091.2573333333332	1091.2806666666665	0.116640	0.883360
45	A	2	labial	coronal	labial_coronal	1056.964	1056.994	0.899501	0.100499
46	A	1	labial	coronal	labial_coronal	1056.934	1056.964	0.086137	0.913863
47	A	2	coronal	coronal	coronal_coronal	1092.8406666666667	1092.8773333333334	0.158608	0.841392
48	A	1	dorsal	m	dorsal_m	1057.344	1057.354	0.003331	0.996669
49	A	1	dorsal	coronal	dorsal_coronal	1093.474	1093.4906666666666	0.158608	0.841392
50	A	1	coronal	coronal	coronal_coronal	1102.465	1102.4916666666666	0.155997	0.844003
51	A	1	coronal	coronal	coronal_coronal	1098.036	1098.066	0.980717	0.019283
52	A	2	coronal	coronal	coronal_coronal	1103.715	1103.745	0.060031	0.939969
53	A	2	dorsal	coronal	dorsal_coronal	1102.3583333333333	1102.3816666666667	0.248071	0.751929
