	son	tier	contexte_gauche	contexte_droit	contextes	temps_debut	temps_fin	proba_oral	proba_nasal
1	A	1	pause	labial	pause_labial	1557.712	1557.742	0.785222	0.214778
2	A	1	coronal	coronal	coronal_coronal	1554.201	1554.2376666666667	0.158608	0.841392
3	A	1	labial	coronal	labial_coronal	1557.072	1557.1086666666665	0.158608	0.841392
4	A	1	coronal	labial	coronal_labial	1554.581	1554.591	0.000980	0.999020
5	A	2	coronal	labial	coronal_labial	1554.591	1554.6009999999999	0.002375	0.997625
6	A	2	coronal	coronal	coronal_coronal	1554.411	1554.441	0.011723	0.988277
7	A	3	coronal	labial	coronal_labial	1554.6009999999999	1554.6109999999999	0.000988	0.999012
8	A	1	coronal	coronal	coronal_coronal	1554.381	1554.411	0.079848	0.920152
9	A	3	labial	coronal	labial_coronal	1557.1453333333332	1557.1819999999998	0.158608	0.841392
10	A	1	dorsal	coronal	dorsal_coronal	1559.772	1559.8086666666666	0.158608	0.841392
11	A	2	labial	coronal	labial_coronal	1557.1086666666665	1557.1453333333332	0.158608	0.841392
12	A	2	dorsal	coronal	dorsal_coronal	1559.8086666666666	1559.8453333333332	0.158608	0.841392
13	A	2	coronal	coronal	coronal_coronal	1554.2376666666667	1554.2743333333333	0.158608	0.841392
14	A	2	pause	labial	pause_labial	1557.742	1557.772	0.001428	0.998572
15	A	3	dorsal	coronal	dorsal_coronal	1559.8453333333332	1559.8819999999998	0.158608	0.841392
16	A	3	pause	labial	pause_labial	1557.772	1557.802	0.000135	0.999865
17	A	3	coronal	coronal	coronal_coronal	1554.441	1554.471	0.123580	0.876420
18	A	3	coronal	coronal	coronal_coronal	1554.2743333333333	1554.311	0.158608	0.841392
19	A	1	coronal	pause	coronal_pause	1618.546	1618.5793333333334	0.012799	0.987201
20	A	1	coronal	labial	coronal_labial	1620.716	1620.7426666666665	0.279213	0.720787
21	A	2	coronal	labial	coronal_labial	1571.3553333333334	1571.3786666666667	0.078154	0.921846
22	A	3	coronal	pause	coronal_pause	1618.6126666666667	1618.646	0.016555	0.983445
23	A	3	coronal	labial	coronal_labial	1620.7693333333332	1620.7959999999998	0.294464	0.705536
24	A	2	labial	coronal	labial_coronal	1611.662	1611.672	0.002867	0.997133
25	A	1	coronal	labial	coronal_labial	1571.332	1571.3553333333334	0.160819	0.839181
26	A	1	coronal	coronal	coronal_coronal	1627.531	1627.5643333333333	0.701902	0.298098
27	A	3	dorsal	pause	dorsal_pause	1626.891	1626.911	0.158608	0.841392
28	A	3	labial	coronal	labial_coronal	1611.672	1611.682	0.000681	0.999319
29	A	1	labial	coronal	labial_coronal	1611.652	1611.662	0.002492	0.997508
30	A	1	dorsal	pause	dorsal_pause	1626.851	1626.871	0.158608	0.841392
31	A	3	coronal	labial	coronal_labial	1571.3786666666667	1571.402	0.100298	0.899702
32	A	2	coronal	pause	coronal_pause	1618.5793333333334	1618.6126666666667	0.278295	0.721705
33	A	2	dorsal	pause	dorsal_pause	1626.871	1626.891	0.158608	0.841392
34	A	2	coronal	labial	coronal_labial	1620.7426666666665	1620.7693333333332	0.005140	0.994860
35	A	1	coronal	labial	coronal_labial	1629.701	1629.711	0.001437	0.998563
36	A	1	coronal	coronal	coronal_coronal	1629.291	1629.3076666666666	0.158608	0.841392
37	A	1	dorsal	coronal	dorsal_coronal	1630.601	1630.621	0.158608	0.841392
38	A	2	coronal	coronal	coronal_coronal	1629.3076666666666	1629.3243333333332	0.158608	0.841392
39	A	3	labial	coronal	labial_coronal	1633.1326666666666	1633.156	0.192617	0.807383
40	A	1	dorsal	coronal	dorsal_coronal	1629.531	1629.5576666666666	0.792093	0.207907
41	A	2	coronal	labial	coronal_labial	1630.7743333333333	1630.8076666666666	0.288393	0.711607
42	A	2	dorsal	coronal	dorsal_coronal	1631.431	1631.451	0.158608	0.841392
43	A	3	coronal	labial	coronal_labial	1630.8076666666666	1630.841	0.740207	0.259793
44	A	2	coronal	dorsal	coronal_dorsal	1634.206	1634.2259999999999	0.158608	0.841392
45	A	2	labial	coronal	labial_coronal	1633.1093333333333	1633.1326666666666	0.011605	0.988395
46	A	1	m	coronal	m_coronal	1636.646	1636.666	0.158608	0.841392
47	A	1	coronal	labial	coronal_labial	1631.541	1631.5543333333333	0.158608	0.841392
48	A	3	coronal	labial	coronal_labial	1631.5676666666666	1631.581	0.158608	0.841392
49	A	3	dorsal	coronal	dorsal_coronal	1630.641	1630.661	0.158608	0.841392
50	A	3	coronal	coronal	coronal_coronal	1627.5976666666666	1627.6309999999999	0.002054	0.997946
51	A	3	dorsal	coronal	dorsal_coronal	1631.451	1631.471	0.158608	0.841392
52	A	2	coronal	coronal	coronal_coronal	1627.5643333333333	1627.5976666666666	0.001587	0.998413
53	A	1	dorsal	coronal	dorsal_coronal	1631.411	1631.431	0.158608	0.841392
54	A	2	m	coronal	m_coronal	1636.666	1636.686	0.158608	0.841392
55	A	1	coronal	dorsal	coronal_dorsal	1634.186	1634.206	0.158608	0.841392
56	A	2	dorsal	coronal	dorsal_coronal	1630.621	1630.641	0.158608	0.841392
57	A	1	coronal	labial	coronal_labial	1630.741	1630.7743333333333	0.651572	0.348428
58	A	2	dorsal	coronal	dorsal_coronal	1629.5576666666666	1629.5843333333332	0.103595	0.896405
59	A	3	m	coronal	m_coronal	1636.686	1636.706	0.158608	0.841392
60	A	3	coronal	dorsal	coronal_dorsal	1634.2259999999999	1634.2459999999999	0.158608	0.841392
61	A	3	coronal	labial	coronal_labial	1629.721	1629.731	0.004520	0.995480
62	A	2	coronal	labial	coronal_labial	1631.5543333333333	1631.5676666666666	0.158608	0.841392
63	A	3	coronal	coronal	coronal_coronal	1629.3243333333332	1629.341	0.158608	0.841392
64	A	3	dorsal	coronal	dorsal_coronal	1629.5843333333332	1629.6109999999999	0.232436	0.767564
65	A	1	labial	coronal	labial_coronal	1633.086	1633.1093333333333	0.099565	0.900435
