	son	tier	contexte_gauche	contexte_droit	contextes	temps_debut	temps_fin	proba_oral	proba_nasal
1	A	2	labial	coronal	labial_coronal	2179.574666666667	2179.5913333333338	0.158608	0.841392
2	A	1	dorsal	labial	dorsal_labial	2194.907	2194.937	0.006895	0.993105
3	A	2	dorsal	coronal	dorsal_coronal	2187.7373333333335	2187.750666666667	0.158608	0.841392
4	A	3	dorsal	coronal	dorsal_coronal	2191.034	2191.074	0.321978	0.678023
5	A	3	coronal	pause	coronal_pause	2186.4373333333338	2186.4540000000006	0.158608	0.841392
6	A	3	labial	coronal	labial_coronal	2179.5913333333338	2179.6080000000006	0.158608	0.841392
7	A	1	labial	coronal	labial_coronal	2179.558	2179.574666666667	0.158608	0.841392
8	A	2	dorsal	labial	dorsal_labial	2194.937	2194.9669999999996	0.302667	0.697333
9	A	3	dorsal	labial	dorsal_labial	2194.9669999999996	2194.9969999999994	0.410485	0.589515
10	A	2	dorsal	coronal	dorsal_coronal	2190.994	2191.034	0.080845	0.919155
11	A	3	dorsal	coronal	dorsal_coronal	2182.788	2182.808	0.158608	0.841392
12	A	2	dorsal	coronal	dorsal_coronal	2182.768	2182.788	0.158608	0.841392
13	A	1	dorsal	coronal	dorsal_coronal	2187.724	2187.7373333333335	0.158608	0.841392
14	A	1	coronal	pause	coronal_pause	2186.404	2186.420666666667	0.158608	0.841392
15	A	3	dorsal	coronal	dorsal_coronal	2187.750666666667	2187.764	0.158608	0.841392
16	A	1	dorsal	coronal	dorsal_coronal	2182.748	2182.768	0.158608	0.841392
17	A	1	dorsal	coronal	dorsal_coronal	2190.954	2190.994	0.004874	0.995126
18	A	2	coronal	pause	coronal_pause	2186.420666666667	2186.4373333333338	0.158608	0.841392
19	A	1	pause	labial	pause_labial	2197.355	2197.4083333333333	0.941862	0.058138
20	A	3	dorsal	labial	dorsal_labial	2203.2516666666666	2203.285	0.040226	0.959774
21	A	3	coronal	coronal	coronal_coronal	2244.9303333333332	2244.957	0.011166	0.988834
22	A	1	m	coronal	m_coronal	2226.18	2226.1966666666667	0.158608	0.841392
23	A	1	coronal	labial	coronal_labial	2243.437	2243.4636666666665	0.600101	0.399899
