	son	tier	contexte_gauche	contexte_droit	contextes	temps_debut	temps_fin	proba_oral	proba_nasal
1	A	1	m	pause	m_pause	3512.661	3512.6910000000003	0.588849	0.411151
2	A	1	coronal	pause	coronal_pause	3500.163	3500.2096666666666	0.019653	0.980347
3	A	3	coronal	pause	coronal_pause	3500.2563333333333	3500.303	0.029906	0.970094
4	A	2	m	pause	m_pause	3512.6910000000003	3512.7210000000005	0.073532	0.926468
5	A	2	coronal	pause	coronal_pause	3500.2096666666666	3500.2563333333333	0.057403	0.942597
6	A	3	m	pause	m_pause	3512.7210000000005	3512.7510000000007	0.148186	0.851814
7	A	2	labial	coronal	labial_coronal	3691.9243333333334	3691.9576666666667	0.041598	0.958402
8	A	2	dorsal	dorsal	dorsal_dorsal	3488.116666666667	3488.1433333333334	0.008479	0.991521
9	A	1	labial	coronal	labial_coronal	3691.891	3691.9243333333334	0.011839	0.988161
10	A	3	dorsal	dorsal	dorsal_dorsal	3488.1433333333334	3488.17	0.214539	0.785461
11	A	1	dorsal	dorsal	dorsal_dorsal	3488.09	3488.116666666667	0.004283	0.995717
12	A	3	labial	coronal	labial_coronal	3691.9576666666667	3691.991	0.064290	0.935710
13	A	1	coronal	labial	coronal_labial	3773.982	3773.9953333333333	0.158608	0.841392
14	A	1	coronal	coronal	coronal_coronal	3876.872	3876.8986666666665	0.318204	0.681796
15	A	1	coronal	dorsal	coronal_dorsal	3836.593	3836.623	0.911663	0.088337
16	A	3	coronal	dorsal	coronal_dorsal	3836.6530000000002	3836.6830000000004	0.828487	0.171513
17	A	2	coronal	coronal	coronal_coronal	4031.305	4031.325	0.158608	0.841392
18	A	3	coronal	coronal	coronal_coronal	4031.325	4031.345	0.158608	0.841392
19	A	2	coronal	labial	coronal_labial	3773.9953333333333	3774.0086666666666	0.158608	0.841392
20	A	2	dorsal	m	dorsal_m	3836.779666666667	3836.7963333333337	0.158608	0.841392
21	A	1	dorsal	coronal	dorsal_coronal	3894.798	3894.8246666666664	0.802608	0.197392
22	A	3	dorsal	m	dorsal_m	3836.7963333333337	3836.8130000000006	0.158608	0.841392
23	A	3	coronal	coronal	coronal_coronal	3876.925333333333	3876.9519999999998	0.059667	0.940333
24	A	1	dorsal	m	dorsal_m	3836.763	3836.779666666667	0.158608	0.841392
25	A	3	dorsal	coronal	dorsal_coronal	3894.851333333333	3894.8779999999997	0.000479	0.999521
26	A	2	coronal	dorsal	coronal_dorsal	3836.623	3836.6530000000002	0.961808	0.038192
27	A	3	labial	coronal	labial_coronal	3694.5133333333333	3694.54	0.012891	0.987109
28	A	2	labial	coronal	labial_coronal	3694.4866666666667	3694.5133333333333	0.220341	0.779659
29	A	1	coronal	coronal	coronal_coronal	4031.285	4031.305	0.158608	0.841392
30	A	1	m	coronal	m_coronal	4040.953	4040.973	0.158608	0.841392
31	A	2	m	coronal	m_coronal	4040.973	4040.993	0.158608	0.841392
32	A	3	coronal	labial	coronal_labial	3774.0086666666666	3774.022	0.158608	0.841392
33	A	2	coronal	coronal	coronal_coronal	3876.8986666666665	3876.925333333333	0.065011	0.934989
34	A	2	dorsal	coronal	dorsal_coronal	3894.8246666666664	3894.851333333333	0.054613	0.945386
35	A	1	labial	coronal	labial_coronal	3694.46	3694.4866666666667	0.948485	0.051515
36	A	3	coronal	coronal	coronal_coronal	4086.1949999999997	4086.2249999999995	0.002579	0.997421
37	A	3	m	coronal	m_coronal	4055.969666666667	4055.9930000000004	0.009427	0.990573
38	A	3	dorsal	coronal	dorsal_coronal	4081.54	4081.56	0.158608	0.841392
39	A	1	coronal	coronal	coronal_coronal	4084.685	4084.7116666666666	0.004742	0.995258
