	son	tier	contexte_gauche	contexte_droit	contextes	temps_debut	temps_fin	proba_oral	proba_nasal
1	A	1	m	pause	m_pause	3157.82	3157.866666666667	0.086746	0.913254
2	A	3	coronal	coronal	coronal_coronal	3314.396	3314.416	0.158608	0.841392
3	A	1	labial	coronal	labial_coronal	3314.056	3314.0826666666667	0.028123	0.971877
4	A	3	labial	coronal	labial_coronal	3314.1093333333333	3314.136	0.225759	0.774241
5	A	2	coronal	coronal	coronal_coronal	3314.376	3314.396	0.158608	0.841392
6	A	2	coronal	coronal	coronal_coronal	3166.353666666667	3166.3803333333335	0.292604	0.707396
7	A	3	coronal	coronal	coronal_coronal	3166.3803333333335	3166.407	0.519524	0.480476
8	A	1	coronal	coronal	coronal_coronal	3166.327	3166.353666666667	0.540499	0.459501
9	A	2	labial	coronal	labial_coronal	3314.0826666666667	3314.1093333333333	0.001786	0.998214
10	A	1	coronal	coronal	coronal_coronal	3314.356	3314.376	0.158608	0.841392
11	A	2	m	pause	m_pause	2638.6683333333335	2638.701666666667	0.060473	0.939527
12	A	3	m	pause	m_pause	2638.701666666667	2638.735	0.087518	0.912482
13	A	1	m	pause	m_pause	2638.635	2638.6683333333335	0.074863	0.925137
14	A	1	coronal	n	coronal_n	2679.507	2679.517	0.000940	0.999060
15	A	1	coronal	coronal	coronal_coronal	2681.944	2681.9673333333335	0.010919	0.989081
16	A	3	m	coronal	m_coronal	2703.3523333333333	2703.379	0.004965	0.995035
17	A	2	coronal	coronal	coronal_coronal	2681.9673333333335	2681.990666666667	0.050562	0.949438
18	A	3	coronal	n	coronal_n	2679.5269999999996	2679.5369999999994	0.005734	0.994266
19	A	2	coronal	n	coronal_n	2679.517	2679.5269999999996	0.000771	0.999229
20	A	1	m	coronal	m_coronal	2703.299	2703.3256666666666	0.890715	0.109285
21	A	1	coronal	coronal	coronal_coronal	2707.239	2707.2723333333333	0.182293	0.817707
22	A	2	coronal	coronal	coronal_coronal	2707.2723333333333	2707.3056666666666	0.012462	0.987538
23	A	2	coronal	coronal	coronal_coronal	2672.666333333333	2672.6796666666664	0.158608	0.841392
24	A	3	coronal	coronal	coronal_coronal	2707.3056666666666	2707.339	0.017572	0.982428
25	A	3	coronal	coronal	coronal_coronal	2681.990666666667	2682.0140000000006	0.548983	0.451017
26	A	1	coronal	coronal	coronal_coronal	2672.653	2672.666333333333	0.158608	0.841392
27	A	3	coronal	coronal	coronal_coronal	2672.6796666666664	2672.6929999999998	0.158608	0.841392
28	A	2	m	coronal	m_coronal	2703.3256666666666	2703.3523333333333	0.003603	0.996397
29	A	2	m	pause	m_pause	2728.851666666667	2728.888333333334	0.158608	0.841392
30	A	1	m	pause	m_pause	2817.382	2817.4153333333334	0.003442	0.996558
31	A	2	m	pause	m_pause	2793.624333333333	2793.6776666666665	0.300488	0.699512
32	A	3	m	pause	m_pause	2806.1086666666665	2806.162	0.000133	0.999867
33	A	1	m	dorsal	m_dorsal	2782.096	2782.126	0.005377	0.994624
34	A	3	m	dorsal	m_dorsal	2782.1560000000004	2782.1860000000006	0.008158	0.991842
35	A	3	m	pause	m_pause	2817.4486666666667	2817.482	0.044894	0.955106
36	A	1	m	pause	m_pause	2793.571	2793.624333333333	0.000255	0.999745
37	A	3	m	pause	m_pause	2793.6776666666665	2793.7309999999998	0.266814	0.733186
38	A	2	m	pause	m_pause	2806.0553333333332	2806.1086666666665	0.000141	0.999859
39	A	1	m	pause	m_pause	2728.815	2728.851666666667	0.158608	0.841392
40	A	1	m	pause	m_pause	2806.002	2806.0553333333332	0.000156	0.999844
41	A	2	m	pause	m_pause	2817.4153333333334	2817.4486666666667	0.100376	0.899624
42	A	3	m	pause	m_pause	2728.888333333334	2728.9250000000006	0.158608	0.841392
43	A	1	coronal	coronal	coronal_coronal	2823.889	2823.912333333333	0.094832	0.905168
44	A	2	coronal	coronal	coronal_coronal	2823.912333333333	2823.9356666666663	0.033241	0.966759
