	son	tier	contexte_gauche	contexte_droit	contextes	temps_debut	temps_fin	proba_oral	proba_nasal
1	A	2	coronal	coronal	coronal_coronal	1694.968	1694.998	0.587593	0.412407
2	A	1	dorsal	coronal	dorsal_coronal	1697.308	1697.3346666666666	0.487175	0.512825
3	A	2	dorsal	coronal	dorsal_coronal	1697.3346666666666	1697.3613333333333	0.478116	0.521884
4	A	3	coronal	coronal	coronal_coronal	1694.998	1695.028	0.221833	0.778167
5	A	1	coronal	coronal	coronal_coronal	1694.938	1694.968	0.271847	0.728153
6	A	3	coronal	dorsal	coronal_dorsal	1740.1036666666666	1740.147	0.028858	0.971142
7	A	2	labial	coronal	labial_coronal	1764.6196666666667	1764.6563333333334	0.158608	0.841392
8	A	2	dorsal	coronal	dorsal_coronal	1698.768	1698.808	0.082060	0.917940
9	A	2	dorsal	pause	dorsal_pause	1775.268	1775.298	0.859370	0.140630
10	A	1	coronal	pause	coronal_pause	1737.479	1737.5156666666667	0.158608	0.841392
11	A	2	coronal	coronal	coronal_coronal	1700.1973333333333	1700.2306666666666	0.046521	0.953479
12	A	1	coronal	labial	coronal_labial	1778.23	1778.2566666666667	0.015991	0.984009
13	A	1	dorsal	coronal	dorsal_coronal	1698.728	1698.768	0.001346	0.998654
14	A	2	coronal	dorsal	coronal_dorsal	1740.0603333333333	1740.1036666666666	0.005822	0.994178
15	A	3	dorsal	coronal	dorsal_coronal	1697.3613333333333	1697.388	0.594917	0.405083
16	A	2	coronal	pause	coronal_pause	1737.5156666666667	1737.5523333333333	0.158608	0.841392
17	A	3	coronal	coronal	coronal_coronal	1700.2306666666666	1700.264	0.004658	0.995342
18	A	3	coronal	pause	coronal_pause	1737.5523333333333	1737.589	0.158608	0.841392
19	A	3	labial	coronal	labial_coronal	1764.6563333333334	1764.693	0.158608	0.841392
20	A	2	pause	dorsal	pause_dorsal	1718.5733333333333	1718.5866666666666	0.158608	0.841392
21	A	1	coronal	dorsal	coronal_dorsal	1740.017	1740.0603333333333	0.009770	0.990230
22	A	3	pause	labial	pause_labial	1775.0446666666667	1775.068	0.305500	0.694500
