	son	tier	contexte_gauche	contexte_droit	contextes	temps_debut	temps_fin	proba_oral	proba_nasal
1	A	2	coronal	coronal	coronal_coronal	1934.499	1934.529	0.007732	0.992268
2	A	3	coronal	n	coronal_n	1902.686	1902.696	0.001362	0.998638
3	A	3	coronal	labial	coronal_labial	1946.8936666666666	1946.927	0.066254	0.933746
4	A	2	coronal	pause	coronal_pause	1874.3846666666666	1874.4113333333332	0.197510	0.802490
5	A	1	coronal	pause	coronal_pause	1873.015	1873.0416666666667	0.249818	0.750182
6	A	2	dorsal	dorsal	dorsal_dorsal	1910.2806666666665	1910.2973333333332	0.158608	0.841392
7	A	3	pause	labial	pause_labial	1874.898	1874.908	0.000574	0.999426
8	A	1	dorsal	dorsal	dorsal_dorsal	1907.919	1907.9423333333334	0.055266	0.944734
9	A	1	dorsal	coronal	dorsal_coronal	1872.195	1872.225	0.309396	0.690603
10	A	2	coronal	pause	coronal_pause	1902.2526666666665	1902.2893333333332	0.158608	0.841392
11	A	3	coronal	pause	coronal_pause	1874.4113333333332	1874.4379999999999	0.250604	0.749396
12	A	3	dorsal	dorsal	dorsal_dorsal	1910.2973333333332	1910.3139999999999	0.158608	0.841392
13	A	2	n	pause	n_pause	1916.153	1916.163	0.002505	0.997495
14	A	1	coronal	coronal	coronal_coronal	1934.469	1934.499	0.990486	0.009514
15	A	1	n	pause	n_pause	1916.143	1916.153	0.004753	0.995247
16	A	2	pause	labial	pause_labial	1874.888	1874.898	0.001752	0.998248
17	A	3	dorsal	dorsal	dorsal_dorsal	1907.9656666666667	1907.989	0.040895	0.959105
18	A	2	coronal	labial	coronal_labial	1946.8603333333333	1946.8936666666666	0.547667	0.452333
19	A	2	dorsal	m	dorsal_m	1910.394	1910.404	0.000364	0.999636
20	A	2	coronal	n	coronal_n	1902.676	1902.686	0.001177	0.998823
21	A	3	coronal	pause	coronal_pause	1873.0683333333334	1873.095	0.009318	0.990682
22	A	1	coronal	pause	coronal_pause	1902.216	1902.2526666666665	0.158608	0.841392
23	A	2	coronal	pause	coronal_pause	1873.0416666666667	1873.0683333333334	0.001253	0.998747
24	A	3	dorsal	coronal	dorsal_coronal	1872.2549999999999	1872.2849999999999	0.014494	0.985506
25	A	1	pause	labial	pause_labial	1874.878	1874.888	0.000819	0.999181
26	A	1	coronal	n	coronal_n	1902.666	1902.676	0.002391	0.997609
27	A	2	dorsal	dorsal	dorsal_dorsal	1907.9423333333334	1907.9656666666667	0.066190	0.933810
28	A	2	dorsal	coronal	dorsal_coronal	1872.225	1872.2549999999999	0.003002	0.996998
29	A	1	coronal	labial	coronal_labial	1946.827	1946.8603333333333	0.998608	0.001392
30	A	3	n	pause	n_pause	1916.163	1916.173	0.002229	0.997771
31	A	1	dorsal	m	dorsal_m	1910.384	1910.394	0.000451	0.999549
32	A	1	dorsal	dorsal	dorsal_dorsal	1910.264	1910.2806666666665	0.158608	0.841392
33	A	3	dorsal	m	dorsal_m	1910.404	1910.414	0.000682	0.999318
34	A	3	coronal	coronal	coronal_coronal	1934.529	1934.559	0.016919	0.983081
35	A	1	coronal	pause	coronal_pause	1874.358	1874.3846666666666	0.769172	0.230828
36	A	3	coronal	pause	coronal_pause	1902.2893333333332	1902.3259999999998	0.158608	0.841392
37	A	1	dorsal	coronal	dorsal_coronal	1966.937	1966.9669999999999	0.791561	0.208439
38	A	1	dorsal	coronal	dorsal_coronal	1956.39	1956.4233333333334	0.335637	0.664363
39	A	3	dorsal	pause	dorsal_pause	2014.6966666666665	2014.7499999999998	0.000703	0.999297
40	A	3	coronal	m	coronal_m	2013.8233333333333	2013.86	0.158608	0.841392
41	A	1	coronal	coronal	coronal_coronal	1982.614	1982.6573333333333	0.365243	0.634757
42	A	2	coronal	coronal	coronal_coronal	1982.884	1982.924	0.000248	0.999752
43	A	2	m	pause	m_pause	1979.5906666666667	1979.6273333333334	0.158608	0.841392
44	A	1	coronal	coronal	coronal_coronal	1982.044	1982.0706666666667	0.039148	0.960852
45	A	3	dorsal	coronal	dorsal_coronal	1956.4566666666667	1956.49	0.000598	0.999402
46	A	2	coronal	pause	coronal_pause	2009.9193333333333	2009.9826666666665	0.000001	0.999999
47	A	3	coronal	pause	coronal_pause	2009.9826666666665	2010.0459999999998	0.000007	0.999993
48	A	3	coronal	coronal	coronal_coronal	1982.924	1982.964	0.011706	0.988294
49	A	2	coronal	coronal	coronal_coronal	1982.0706666666667	1982.0973333333334	0.017781	0.982219
50	A	2	dorsal	coronal	dorsal_coronal	1980.7806666666665	1980.8073333333332	0.862393	0.137607
51	A	2	coronal	coronal	coronal_coronal	1982.6573333333333	1982.7006666666666	0.004017	0.995983
52	A	2	coronal	coronal	coronal_coronal	1973.2966666666666	1973.3233333333333	0.315139	0.684861
53	A	3	dorsal	coronal	dorsal_coronal	1966.9969999999998	1967.0269999999998	0.000551	0.999449
54	A	2	dorsal	coronal	dorsal_coronal	1956.4233333333334	1956.4566666666667	0.001880	0.998120
55	A	1	coronal	coronal	coronal_coronal	1982.844	1982.884	0.069098	0.930902
56	A	1	coronal	pause	coronal_pause	2009.856	2009.9193333333333	0.929253	0.070747
57	A	3	m	pause	m_pause	1979.6273333333334	1979.664	0.158608	0.841392
58	A	1	m	pause	m_pause	1979.554	1979.5906666666667	0.158608	0.841392
59	A	2	coronal	coronal	coronal_coronal	2017.9606666666666	2017.9973333333332	0.158608	0.841392
60	A	1	coronal	m	coronal_m	2013.75	2013.7866666666666	0.158608	0.841392
61	A	2	dorsal	pause	dorsal_pause	2014.6433333333332	2014.6966666666665	0.000003	0.999997
62	A	2	coronal	m	coronal_m	2013.7866666666666	2013.8233333333333	0.158608	0.841392
63	A	3	coronal	coronal	coronal_coronal	1982.0973333333334	1982.124	0.009751	0.990249
64	A	3	dorsal	coronal	dorsal_coronal	1980.8073333333332	1980.8339999999998	0.489058	0.510942
65	A	3	coronal	coronal	coronal_coronal	1982.7006666666666	1982.744	0.058580	0.941420
66	A	3	coronal	coronal	coronal_coronal	1973.3233333333333	1973.35	0.021852	0.978148
67	A	1	dorsal	coronal	dorsal_coronal	1980.754	1980.7806666666665	0.566798	0.433202
68	A	1	dorsal	pause	dorsal_pause	2014.59	2014.6433333333332	0.076107	0.923893
69	A	1	coronal	coronal	coronal_coronal	1973.27	1973.2966666666666	0.610846	0.389155
70	A	2	dorsal	coronal	dorsal_coronal	1966.9669999999999	1966.9969999999998	0.003628	0.996372
71	A	1	coronal	coronal	coronal_coronal	2017.924	2017.9606666666666	0.158608	0.841392
72	A	2	coronal	dorsal	coronal_dorsal	2112.6923333333334	2112.715666666667	0.667358	0.332642
73	A	2	dorsal	coronal	dorsal_coronal	2078.7536666666665	2078.780333333333	0.009434	0.990566
74	A	1	coronal	labial	coronal_labial	2097.905	2097.931666666667	0.133147	0.866853
75	A	3	coronal	labial	coronal_labial	2097.9583333333335	2097.985	0.005478	0.994522
76	A	3	dorsal	coronal	dorsal_coronal	2113.862333333333	2113.8989999999994	0.158608	0.841392
77	A	1	dorsal	pause	dorsal_pause	2079.057	2079.107	0.019717	0.980283
78	A	3	dorsal	pause	dorsal_pause	2079.157	2079.2070000000003	0.000348	0.999652
79	A	1	coronal	coronal	coronal_coronal	2138.626	2138.656	0.002598	0.997401
80	A	1	coronal	coronal	coronal_coronal	2086.584	2086.6273333333334	0.175079	0.824921
81	A	1	pause	m	pause_m	2086.234	2086.2806666666665	0.286434	0.713566
82	A	1	dorsal	coronal	dorsal_coronal	2078.727	2078.7536666666665	0.001434	0.998566
83	A	3	coronal	coronal	coronal_coronal	2088.4773333333337	2088.5140000000006	0.158608	0.841392
84	A	2	coronal	dorsal	coronal_dorsal	2139.232666666667	2139.2693333333336	0.158608	0.841392
85	A	1	coronal	dorsal	coronal_dorsal	2139.196	2139.232666666667	0.158608	0.841392
86	A	2	dorsal	pause	dorsal_pause	2079.107	2079.157	0.000065	0.999935
87	A	2	dorsal	coronal	dorsal_coronal	2113.8256666666666	2113.862333333333	0.158608	0.841392
88	A	3	dorsal	coronal	dorsal_coronal	2039.424	2039.464	0.114727	0.885272
89	A	3	pause	m	pause_m	2086.327333333333	2086.374	0.989437	0.010563
90	A	2	coronal	labial	coronal_labial	2097.931666666667	2097.9583333333335	0.524726	0.475274
91	A	3	coronal	coronal	coronal_coronal	2017.9973333333332	2018.0339999999999	0.158608	0.841392
92	A	3	dorsal	coronal	dorsal_coronal	2078.780333333333	2078.807	0.005728	0.994272
93	A	1	dorsal	coronal	dorsal_coronal	2039.344	2039.384	0.002453	0.997547
94	A	3	coronal	coronal	coronal_coronal	2138.6859999999997	2138.7159999999994	0.044507	0.955493
95	A	3	coronal	coronal	coronal_coronal	2086.670666666667	2086.7140000000004	0.824953	0.175047
96	A	3	coronal	coronal	coronal_coronal	2111.5823333333333	2111.609	0.003517	0.996483
97	A	2	coronal	coronal	coronal_coronal	2088.440666666667	2088.4773333333337	0.158608	0.841392
98	A	1	coronal	coronal	coronal_coronal	2088.404	2088.440666666667	0.158608	0.841392
99	A	3	coronal	dorsal	coronal_dorsal	2112.715666666667	2112.7390000000005	0.447097	0.552903
100	A	2	coronal	coronal	coronal_coronal	2086.6273333333334	2086.670666666667	0.000968	0.999032
101	A	2	pause	m	pause_m	2086.2806666666665	2086.327333333333	0.015812	0.984188
102	A	2	coronal	coronal	coronal_coronal	2138.656	2138.6859999999997	0.060329	0.939671
103	A	1	coronal	dorsal	coronal_dorsal	2112.669	2112.6923333333334	0.675480	0.324520
104	A	2	dorsal	coronal	dorsal_coronal	2039.384	2039.424	0.000020	0.999980
105	A	1	coronal	coronal	coronal_coronal	2111.529	2111.5556666666666	0.806037	0.193963
106	A	1	dorsal	coronal	dorsal_coronal	2113.789	2113.8256666666666	0.158608	0.841392
107	A	2	coronal	coronal	coronal_coronal	2111.5556666666666	2111.5823333333333	0.000045	0.999955
108	A	1	m	pause	m_pause	2297.403	2297.416333333333	0.158608	0.841392
109	A	1	coronal	pause	coronal_pause	2304.693	2304.713	0.158608	0.841392
110	A	1	dorsal	coronal	dorsal_coronal	2170.101	2170.1343333333334	0.994145	0.005855
111	A	1	coronal	pause	coronal_pause	2142.169	2142.199	0.335384	0.664616
112	A	2	coronal	pause	coronal_pause	2142.199	2142.2290000000003	0.010843	0.989157
113	A	3	dorsal	coronal	dorsal_coronal	2153.6776666666665	2153.691	0.158608	0.841392
114	A	2	dorsal	pause	dorsal_pause	2298.957	2298.9669999999996	0.032848	0.967152
115	A	3	coronal	pause	coronal_pause	2142.2290000000003	2142.2590000000005	0.795101	0.204900
116	A	1	dorsal	coronal	dorsal_coronal	2285.23	2285.26	0.001572	0.998428
117	A	2	dorsal	coronal	dorsal_coronal	2285.26	2285.2900000000004	0.017688	0.982311
118	A	3	labial	coronal	labial_coronal	2289.27	2289.29	0.158608	0.841392
119	A	2	dorsal	coronal	dorsal_coronal	2170.1343333333334	2170.1676666666667	0.022674	0.977326
120	A	3	pause	labial	pause_labial	2284.8500000000004	2284.8600000000006	0.004611	0.995389
121	A	2	coronal	dorsal	coronal_dorsal	2153.7843333333335	2153.797666666667	0.158608	0.841392
122	A	3	dorsal	dorsal	dorsal_dorsal	2153.527666666667	2153.541	0.158608	0.841392
123	A	2	m	pause	m_pause	2297.416333333333	2297.4296666666664	0.158608	0.841392
124	A	3	m	pause	m_pause	2297.4296666666664	2297.4429999999998	0.158608	0.841392
125	A	2	labial	coronal	labial_coronal	2289.25	2289.27	0.158608	0.841392
126	A	3	coronal	pause	coronal_pause	2304.733	2304.753	0.158608	0.841392
127	A	2	pause	pause	pause_pause	2141.549	2141.569	0.158608	0.841392
128	A	1	pause	labial	pause_labial	2306.503	2306.513	0.000564	0.999436
129	A	1	coronal	dorsal	coronal_dorsal	2153.771	2153.7843333333335	0.158608	0.841392
130	A	3	dorsal	coronal	dorsal_coronal	2170.1676666666667	2170.201	0.008404	0.991596
131	A	1	pause	pause	pause_pause	2141.529	2141.549	0.158608	0.841392
132	A	2	dorsal	dorsal	dorsal_dorsal	2153.5143333333335	2153.527666666667	0.158608	0.841392
133	A	3	coronal	dorsal	coronal_dorsal	2153.797666666667	2153.811	0.158608	0.841392
