	son	tier	contexte_gauche	contexte_droit	contextes	temps_debut	temps_fin	proba_oral	proba_nasal
1	A	1	coronal	coronal	coronal_coronal	2550.523	2550.553	0.882290	0.117710
2	A	3	coronal	labial	coronal_labial	2549.943	2549.9730000000004	0.007457	0.992543
3	A	2	coronal	m	coronal_m	2556.0923333333335	2556.125666666667	0.258274	0.741726
4	A	1	coronal	coronal	coronal_coronal	2584.97	2584.9933333333333	0.004294	0.995706
5	A	2	coronal	coronal	coronal_coronal	2584.9933333333333	2585.016666666667	0.006688	0.993312
6	A	2	coronal	m	coronal_m	2581.4566666666665	2581.483333333333	0.484494	0.515506
7	A	2	coronal	coronal	coronal_coronal	2550.553	2550.5829999999996	0.002178	0.997822
8	A	3	coronal	m	coronal_m	2556.125666666667	2556.159	0.006907	0.993093
9	A	2	coronal	labial	coronal_labial	2549.913	2549.943	0.024144	0.975856
10	A	3	coronal	coronal	coronal_coronal	2550.5829999999996	2550.6129999999994	0.158400	0.841600
11	A	1	coronal	labial	coronal_labial	2549.883	2549.913	0.003362	0.996638
12	A	3	coronal	m	coronal_m	2581.483333333333	2581.5099999999998	0.196079	0.803921
13	A	1	coronal	m	coronal_m	2581.43	2581.4566666666665	0.910761	0.089239
14	A	1	coronal	m	coronal_m	2556.059	2556.0923333333335	0.424216	0.575784
15	A	3	coronal	coronal	coronal_coronal	2585.016666666667	2585.0400000000004	0.073632	0.926368
16	A	1	coronal	coronal	coronal_coronal	2655.612	2655.6386666666667	0.379761	0.620239
17	A	2	dorsal	coronal	dorsal_coronal	2655.1386666666667	2655.1653333333334	0.175125	0.824875
18	A	1	dorsal	coronal	dorsal_coronal	2633.207	2633.2303333333334	0.000335	0.999665
19	A	1	dorsal	n	dorsal_n	2630.417	2630.433666666667	0.158608	0.841392
20	A	2	dorsal	coronal	dorsal_coronal	2633.2303333333334	2633.253666666667	0.018496	0.981504
21	A	3	coronal	labial	coronal_labial	2671.796666666667	2671.8200000000006	0.873522	0.126478
22	A	3	dorsal	coronal	dorsal_coronal	2655.1653333333334	2655.192	0.032914	0.967086
23	A	3	dorsal	n	dorsal_n	2630.4503333333337	2630.4670000000006	0.158608	0.841392
24	A	3	dorsal	coronal	dorsal_coronal	2633.253666666667	2633.2770000000005	0.347231	0.652769
25	A	3	pause	labial	pause_labial	2629.5336666666662	2629.5569999999993	0.886471	0.113529
26	A	1	dorsal	coronal	dorsal_coronal	2655.112	2655.1386666666667	0.469234	0.530766
27	A	2	dorsal	n	dorsal_n	2630.433666666667	2630.4503333333337	0.158608	0.841392
28	A	2	coronal	labial	coronal_labial	2671.7733333333335	2671.796666666667	0.179949	0.820051
29	A	3	coronal	coronal	coronal_coronal	2655.6653333333334	2655.692	0.414887	0.585113
30	A	2	coronal	coronal	coronal_coronal	2655.6386666666667	2655.6653333333334	0.737617	0.262383
31	A	1	pause	labial	pause_labial	2629.487	2629.510333333333	0.473361	0.526639
32	A	1	coronal	labial	coronal_labial	2671.75	2671.7733333333335	0.081690	0.918310
33	A	2	pause	labial	pause_labial	2629.510333333333	2629.5336666666662	0.064410	0.935590
34	A	1	coronal	n	coronal_n	2676.7	2676.71	0.000076	0.999924
35	A	3	coronal	labial	coronal_labial	2708.628666666667	2708.6720000000005	0.011870	0.988130
36	A	2	coronal	n	coronal_n	2676.71	2676.7200000000003	0.000461	0.999539
37	A	3	coronal	n	coronal_n	2676.7200000000003	2676.7300000000005	0.001132	0.998868
38	A	2	m	pause	m_pause	2684.8003333333336	2684.823666666667	0.935451	0.064549
39	A	3	m	pause	m_pause	2684.823666666667	2684.8470000000007	0.992854	0.007146
40	A	1	coronal	pause	coronal_pause	2709.512	2709.5286666666666	0.158608	0.841392
41	A	3	coronal	coronal	coronal_coronal	2706.992	2707.0220000000004	0.023560	0.976440
42	A	1	coronal	coronal	coronal_coronal	2706.932	2706.962	0.561037	0.438963
43	A	1	m	pause	m_pause	2684.777	2684.8003333333336	0.068682	0.931318
44	A	3	coronal	pause	coronal_pause	2709.545333333333	2709.5619999999994	0.158608	0.841392
45	A	2	coronal	pause	coronal_pause	2709.5286666666666	2709.545333333333	0.158608	0.841392
46	A	1	labial	coronal	labial_coronal	2759.944	2759.974	0.113006	0.886994
47	A	2	labial	coronal	labial_coronal	2759.974	2760.0040000000004	0.002073	0.997927
48	A	2	coronal	labial	coronal_labial	2708.5853333333334	2708.628666666667	0.019002	0.980998
49	A	1	coronal	labial	coronal_labial	2708.542	2708.5853333333334	0.013719	0.986281
50	A	2	coronal	coronal	coronal_coronal	2706.962	2706.992	0.005606	0.994394
51	A	3	labial	coronal	labial_coronal	2760.0040000000004	2760.0340000000006	0.002364	0.997636
52	A	1	labial	coronal	labial_coronal	2765.165	2765.205	0.094436	0.905564
53	A	3	labial	coronal	labial_coronal	2765.245	2765.285	0.019660	0.980340
54	A	3	coronal	pause	coronal_pause	2922.165	2922.185	0.158608	0.841392
55	A	2	coronal	pause	coronal_pause	2922.145	2922.165	0.158608	0.841392
56	A	2	labial	coronal	labial_coronal	2765.205	2765.245	0.033458	0.966542
57	A	1	coronal	pause	coronal_pause	2922.125	2922.145	0.158608	0.841392
58	A	1	coronal	labial	coronal_labial	2905.377	2905.4003333333335	0.270200	0.729801
59	A	2	coronal	labial	coronal_labial	2905.4003333333335	2905.423666666667	0.008510	0.991490
60	A	3	coronal	labial	coronal_labial	2905.423666666667	2905.4470000000006	0.241058	0.758942
61	A	2	dorsal	labial	dorsal_labial	2972.662333333333	2972.6856666666663	0.495196	0.504804
62	A	3	dorsal	labial	dorsal_labial	2972.6856666666663	2972.7089999999994	0.783169	0.216831
63	A	1	dorsal	coronal	dorsal_coronal	2953.88	2953.9133333333334	0.305509	0.694491
64	A	1	dorsal	coronal	dorsal_coronal	2950.894	2950.9139999999998	0.158608	0.841392
65	A	1	m	coronal	m_coronal	3066.739	3066.7723333333333	0.963236	0.036764
66	A	3	dorsal	coronal	dorsal_coronal	2950.9339999999997	2950.9539999999997	0.158608	0.841392
67	A	3	coronal	labial	coronal_labial	2949.940666666667	2949.954	0.158608	0.841392
68	A	3	m	coronal	m_coronal	2959.0049999999997	2959.0349999999994	0.317976	0.682024
