	son	tier	contexte_gauche	contexte_droit	contextes	temps_debut	temps_fin	proba_oral	proba_nasal
1	A	3	labial	coronal	labial_coronal	1527.3263333333332	1527.3429999999998	0.158608	0.841392
2	A	2	dorsal	coronal	dorsal_coronal	1531.8436666666666	1531.8603333333333	0.158608	0.841392
3	A	1	dorsal	labial	dorsal_labial	1523.668	1523.6913333333332	0.007820	0.992180
4	A	2	dorsal	m	dorsal_m	1533.2703333333334	1533.2936666666667	0.013718	0.986282
5	A	2	dorsal	labial	dorsal_labial	1523.6913333333332	1523.7146666666665	0.019293	0.980707
6	A	1	dorsal	coronal	dorsal_coronal	1534.037	1534.0503333333334	0.158608	0.841392
7	A	1	dorsal	coronal	dorsal_coronal	1531.827	1531.8436666666666	0.158608	0.841392
8	A	3	dorsal	m	dorsal_m	1533.2936666666667	1533.317	0.035324	0.964676
9	A	1	dorsal	m	dorsal_m	1533.247	1533.2703333333334	0.018145	0.981855
10	A	3	dorsal	coronal	dorsal_coronal	1531.8603333333333	1531.877	0.158608	0.841392
11	A	1	labial	coronal	labial_coronal	1527.293	1527.3096666666665	0.158608	0.841392
12	A	3	dorsal	labial	dorsal_labial	1523.7146666666665	1523.7379999999998	0.028593	0.971407
13	A	2	labial	coronal	labial_coronal	1527.3096666666665	1527.3263333333332	0.158608	0.841392
14	A	2	dorsal	coronal	dorsal_coronal	1539.649	1539.6789999999999	0.103338	0.896662
15	A	1	m	m	m_m	1539.289	1539.3056666666666	0.158608	0.841392
16	A	3	dorsal	coronal	dorsal_coronal	1534.0636666666667	1534.077	0.158608	0.841392
17	A	1	coronal	dorsal	coronal_dorsal	1539.949	1539.9623333333334	0.158608	0.841392
18	A	3	dorsal	coronal	dorsal_coronal	1539.6789999999999	1539.7089999999998	0.027266	0.972734
19	A	3	m	m	m_m	1539.3223333333333	1539.339	0.158608	0.841392
20	A	2	dorsal	coronal	dorsal_coronal	1534.0503333333334	1534.0636666666667	0.158608	0.841392
21	A	1	coronal	dorsal	coronal_dorsal	1534.717	1534.7336666666667	0.158608	0.841392
22	A	3	coronal	dorsal	coronal_dorsal	1539.9756666666667	1539.989	0.158608	0.841392
23	A	3	coronal	dorsal	coronal_dorsal	1534.7503333333334	1534.767	0.158608	0.841392
24	A	2	m	m	m_m	1539.3056666666666	1539.3223333333333	0.158608	0.841392
25	A	2	coronal	dorsal	coronal_dorsal	1539.9623333333334	1539.9756666666667	0.158608	0.841392
26	A	2	coronal	dorsal	coronal_dorsal	1534.7336666666667	1534.7503333333334	0.158608	0.841392
27	A	1	dorsal	coronal	dorsal_coronal	1539.619	1539.649	0.233898	0.766102
28	A	2	labial	coronal	labial_coronal	1570.8283333333334	1570.8516666666667	0.006730	0.993270
29	A	1	dorsal	pause	dorsal_pause	1568.393	1568.4296666666667	0.158608	0.841392
30	A	1	labial	coronal	labial_coronal	1570.805	1570.8283333333334	0.223276	0.776724
31	A	2	dorsal	pause	dorsal_pause	1568.4296666666667	1568.4663333333333	0.158608	0.841392
32	A	3	labial	coronal	labial_coronal	1570.8516666666667	1570.875	0.019188	0.980812
33	A	3	dorsal	pause	dorsal_pause	1568.4663333333333	1568.503	0.158608	0.841392
34	A	2	labial	coronal	labial_coronal	1571.3883333333333	1571.4216666666666	0.008619	0.991381
35	A	1	labial	coronal	labial_coronal	1571.355	1571.3883333333333	0.513492	0.486508
36	A	3	labial	coronal	labial_coronal	1571.4216666666666	1571.455	0.067889	0.932111
37	A	3	dorsal	dorsal	dorsal_dorsal	1582.5706666666665	1582.5939999999998	0.029199	0.970801
38	A	1	labial	coronal	labial_coronal	1574.359	1574.379	0.158608	0.841392
39	A	2	dorsal	dorsal	dorsal_dorsal	1582.5473333333332	1582.5706666666665	0.058307	0.941693
40	A	3	labial	coronal	labial_coronal	1574.399	1574.4189999999999	0.158608	0.841392
41	A	2	labial	coronal	labial_coronal	1574.379	1574.399	0.158608	0.841392
42	A	3	dorsal	dorsal	dorsal_dorsal	1588.1256666666666	1588.139	0.158608	0.841392
43	A	2	dorsal	dorsal	dorsal_dorsal	1588.1123333333333	1588.1256666666666	0.158608	0.841392
44	A	1	dorsal	dorsal	dorsal_dorsal	1582.524	1582.5473333333332	0.099832	0.900168
45	A	1	dorsal	dorsal	dorsal_dorsal	1588.099	1588.1123333333333	0.158608	0.841392
46	A	3	dorsal	m	dorsal_m	1574.959	1574.979	0.158608	0.841392
47	A	1	dorsal	m	dorsal_m	1574.919	1574.939	0.158608	0.841392
48	A	2	dorsal	m	dorsal_m	1574.939	1574.959	0.158608	0.841392
49	A	2	coronal	labial	coronal_labial	1592.1556666666665	1592.1923333333332	0.158608	0.841392
50	A	1	coronal	labial	coronal_labial	1592.119	1592.1556666666665	0.158608	0.841392
51	A	3	pause	n	pause_n	1594.8713333333333	1594.908	0.158608	0.841392
52	A	2	pause	n	pause_n	1594.8346666666666	1594.8713333333333	0.158608	0.841392
53	A	3	coronal	labial	coronal_labial	1592.1923333333332	1592.2289999999998	0.158608	0.841392
54	A	3	pause	n	pause_n	1596.0146666666667	1596.038	0.580802	0.419198
55	A	2	pause	n	pause_n	1595.9913333333334	1596.0146666666667	0.046171	0.953829
56	A	1	pause	n	pause_n	1594.798	1594.8346666666666	0.158608	0.841392
57	A	1	pause	n	pause_n	1595.968	1595.9913333333334	0.278100	0.721900
58	A	1	coronal	coronal	coronal_coronal	1651.299	1651.329	0.002656	0.997344
59	A	2	dorsal	coronal	dorsal_coronal	1627.341	1627.3709999999999	0.049466	0.950534
60	A	3	coronal	coronal	coronal_coronal	1637.2769999999998	1637.3269999999998	0.000147	0.999853
61	A	1	coronal	pause	coronal_pause	1649.215	1649.2316666666666	0.158608	0.841392
62	A	2	m	coronal	m_coronal	1651.1956666666667	1651.2123333333334	0.158608	0.841392
63	A	1	m	coronal	m_coronal	1648.665	1648.675	0.000977	0.999023
64	A	1	m	coronal	m_coronal	1651.179	1651.1956666666667	0.158608	0.841392
65	A	3	dorsal	coronal	dorsal_coronal	1651.009	1651.019	0.000734	0.999266
66	A	1	dorsal	coronal	dorsal_coronal	1627.311	1627.341	0.993882	0.006118
67	A	2	coronal	coronal	coronal_coronal	1637.2269999999999	1637.2769999999998	0.000361	0.999639
68	A	2	dorsal	coronal	dorsal_coronal	1650.999	1651.009	0.000740	0.999260
69	A	2	m	coronal	m_coronal	1648.675	1648.685	0.002039	0.997961
70	A	3	m	coronal	m_coronal	1651.2123333333334	1651.229	0.158608	0.841392
71	A	1	dorsal	coronal	dorsal_coronal	1650.989	1650.999	0.001298	0.998702
72	A	3	m	coronal	m_coronal	1648.685	1648.695	0.007881	0.992119
73	A	2	coronal	pause	coronal_pause	1649.2316666666666	1649.2483333333332	0.158608	0.841392
74	A	3	dorsal	coronal	dorsal_coronal	1627.3709999999999	1627.4009999999998	0.005418	0.994582
75	A	1	coronal	coronal	coronal_coronal	1637.177	1637.2269999999999	0.967829	0.032171
76	A	3	coronal	pause	coronal_pause	1649.2483333333332	1649.2649999999999	0.158608	0.841392
77	A	3	m	pause	m_pause	1655.8756666666666	1655.9089999999999	0.029475	0.970525
78	A	3	dorsal	labial	dorsal_labial	1653.1823333333332	1653.2289999999998	0.235012	0.764988
79	A	1	dorsal	coronal	dorsal_coronal	1652.859	1652.8956666666666	0.158608	0.841392
80	A	2	dorsal	coronal	dorsal_coronal	1657.163	1657.173	0.003629	0.996372
81	A	2	dorsal	pause	dorsal_pause	1661.133	1661.143	0.004498	0.995502
82	A	3	dorsal	coronal	dorsal_coronal	1652.9323333333332	1652.9689999999998	0.158608	0.841392
83	A	2	dorsal	labial	dorsal_labial	1653.1356666666666	1653.1823333333332	0.054315	0.945685
84	A	1	m	m	m_m	1657.373	1657.3963333333334	0.194389	0.805611
85	A	3	coronal	coronal	coronal_coronal	1651.359	1651.389	0.004157	0.995843
86	A	3	coronal	dorsal	coronal_dorsal	1654.8823333333332	1654.9089999999999	0.165356	0.834644
87	A	1	coronal	dorsal	coronal_dorsal	1654.829	1654.8556666666666	0.783758	0.216242
88	A	3	dorsal	coronal	dorsal_coronal	1655.519	1655.529	0.011642	0.988358
89	A	1	dorsal	labial	dorsal_labial	1653.089	1653.1356666666666	0.379362	0.620638
90	A	2	m	m	m_m	1657.3963333333334	1657.4196666666667	0.000159	0.999841
91	A	3	m	m	m_m	1657.4196666666667	1657.443	0.056135	0.943865
92	A	2	coronal	coronal	coronal_coronal	1651.329	1651.359	0.057991	0.942009
93	A	1	dorsal	coronal	dorsal_coronal	1655.499	1655.509	0.004014	0.995986
94	A	1	m	pause	m_pause	1655.809	1655.8423333333333	0.118663	0.881337
95	A	1	dorsal	pause	dorsal_pause	1661.123	1661.133	0.015419	0.984581
96	A	3	dorsal	coronal	dorsal_coronal	1657.173	1657.183	0.003463	0.996537
97	A	2	m	pause	m_pause	1655.8423333333333	1655.8756666666666	0.014272	0.985727
98	A	2	dorsal	coronal	dorsal_coronal	1652.8956666666666	1652.9323333333332	0.158608	0.841392
99	A	1	dorsal	coronal	dorsal_coronal	1657.153	1657.163	0.001073	0.998927
100	A	2	dorsal	coronal	dorsal_coronal	1655.509	1655.519	0.004750	0.995250
101	A	2	coronal	dorsal	coronal_dorsal	1654.8556666666666	1654.8823333333332	0.116501	0.883499
102	A	3	dorsal	labial	dorsal_labial	1698.2633333333333	1698.29	0.000692	0.999308
103	A	3	dorsal	pause	dorsal_pause	1661.143	1661.153	0.000691	0.999309
104	A	1	dorsal	coronal	dorsal_coronal	1663.137	1663.147	0.006072	0.993928
105	A	3	coronal	labial	coronal_labial	1670.0066666666667	1670.04	0.062105	0.937895
106	A	2	dorsal	coronal	dorsal_coronal	1663.147	1663.157	0.006381	0.993619
107	A	1	labial	pause	labial_pause	1685.577	1685.6036666666666	0.001473	0.998527
108	A	3	labial	pause	labial_pause	1685.6303333333333	1685.657	0.020817	0.979183
109	A	2	coronal	n	coronal_n	1719.736	1719.746	0.004865	0.995135
110	A	2	coronal	labial	coronal_labial	1669.9733333333334	1670.0066666666667	0.839322	0.160678
111	A	2	labial	coronal	labial_coronal	1701.31	1701.35	0.013719	0.986281
112	A	1	dorsal	labial	dorsal_labial	1698.21	1698.2366666666667	0.005588	0.994412
113	A	3	dorsal	coronal	dorsal_coronal	1663.157	1663.167	0.000375	0.999625
114	A	1	m	labial	m_labial	1663.317	1663.357	0.000462	0.999538
115	A	3	coronal	m	coronal_m	1689.0693333333334	1689.096	0.002264	0.997736
116	A	3	m	dorsal	m_dorsal	1683.5703333333333	1683.587	0.158608	0.841392
117	A	3	labial	coronal	labial_coronal	1701.35	1701.3899999999999	0.007039	0.992961
118	A	1	m	dorsal	m_dorsal	1683.537	1683.5536666666667	0.158608	0.841392
119	A	2	m	dorsal	m_dorsal	1683.5536666666667	1683.5703333333333	0.158608	0.841392
120	A	3	m	labial	m_labial	1663.397	1663.437	0.004946	0.995054
121	A	2	labial	pause	labial_pause	1685.6036666666666	1685.6303333333333	0.005825	0.994175
122	A	2	dorsal	labial	dorsal_labial	1698.2366666666667	1698.2633333333333	0.001519	0.998481
123	A	1	labial	coronal	labial_coronal	1701.27	1701.31	0.021551	0.978449
124	A	1	coronal	dorsal	coronal_dorsal	1723.755	1723.7683333333334	0.158608	0.841392
125	A	3	coronal	n	coronal_n	1719.746	1719.756	0.003529	0.996471
126	A	1	coronal	n	coronal_n	1719.726	1719.736	0.002549	0.997451
127	A	1	coronal	m	coronal_m	1689.016	1689.0426666666667	0.000174	0.999826
128	A	2	coronal	m	coronal_m	1689.0426666666667	1689.0693333333334	0.006991	0.993009
129	A	2	m	labial	m_labial	1663.357	1663.397	0.001911	0.998089
130	A	1	coronal	labial	coronal_labial	1669.94	1669.9733333333334	0.697178	0.302822
131	A	3	coronal	coronal	coronal_coronal	1764.547	1764.567	0.158608	0.841392
132	A	2	coronal	coronal	coronal_coronal	1806.8256666666666	1806.8523333333333	0.045457	0.954543
133	A	2	coronal	coronal	coronal_coronal	1815.53	1815.57	0.005588	0.994412
134	A	2	coronal	coronal	coronal_coronal	1772.8376666666666	1772.8543333333332	0.158608	0.841392
135	A	2	dorsal	coronal	dorsal_coronal	1789.2649999999999	1789.3049999999998	0.000030	0.999970
136	A	3	coronal	coronal	coronal_coronal	1806.8523333333333	1806.879	0.002598	0.997402
137	A	1	coronal	dorsal	coronal_dorsal	1776.793	1776.8129999999999	0.158608	0.841392
138	A	3	dorsal	coronal	dorsal_coronal	1789.3049999999998	1789.3449999999998	0.002215	0.997785
139	A	2	dorsal	coronal	dorsal_coronal	1746.3923333333332	1746.4156666666665	0.324420	0.675580
140	A	3	coronal	coronal	coronal_coronal	1772.8543333333332	1772.8709999999999	0.158608	0.841392
141	A	2	coronal	coronal	coronal_coronal	1764.527	1764.547	0.158608	0.841392
142	A	1	coronal	coronal	coronal_coronal	1817.1	1817.1633333333332	0.401660	0.598340
143	A	1	dorsal	coronal	dorsal_coronal	1746.369	1746.3923333333332	0.939669	0.060331
144	A	3	coronal	dorsal	coronal_dorsal	1723.7816666666668	1723.795	0.158608	0.841392
145	A	2	coronal	dorsal	coronal_dorsal	1723.7683333333334	1723.7816666666668	0.158608	0.841392
146	A	3	dorsal	coronal	dorsal_coronal	1746.4156666666665	1746.4389999999999	0.621632	0.378368
147	A	1	coronal	coronal	coronal_coronal	1764.507	1764.527	0.158608	0.841392
148	A	1	coronal	coronal	coronal_coronal	1806.799	1806.8256666666666	0.064306	0.935694
149	A	1	coronal	pause	coronal_pause	1817.58	1817.6366666666665	0.091803	0.908197
150	A	3	coronal	coronal	coronal_coronal	1817.2266666666665	1817.2899999999997	0.002490	0.997510
151	A	3	coronal	dorsal	coronal_dorsal	1776.8329999999999	1776.8529999999998	0.158608	0.841392
152	A	2	coronal	dorsal	coronal_dorsal	1776.8129999999999	1776.8329999999999	0.158608	0.841392
