	son	tier	contexte_gauche	contexte_droit	contextes	temps_debut	temps_fin	proba_oral	proba_nasal
1	A	2	coronal	coronal	coronal_coronal	2583.305	2583.325	0.158608	0.841392
2	A	1	coronal	coronal	coronal_coronal	2586.355	2586.3883333333333	0.382058	0.617942
3	A	1	coronal	dorsal	coronal_dorsal	2577.182	2577.195333333333	0.158608	0.841392
4	A	2	coronal	coronal	coronal_coronal	2586.3883333333333	2586.4216666666666	0.204088	0.795912
5	A	3	coronal	coronal	coronal_coronal	2586.4216666666666	2586.455	0.035712	0.964288
6	A	2	labial	dorsal	labial_dorsal	2579.502	2579.572	0.000547	0.999453
7	A	2	coronal	dorsal	coronal_dorsal	2586.585	2586.5950000000003	0.002720	0.997280
8	A	1	labial	dorsal	labial_dorsal	2579.432	2579.502	0.000003	0.999997
9	A	3	coronal	dorsal	coronal_dorsal	2577.2086666666664	2577.2219999999998	0.158608	0.841392
10	A	3	labial	dorsal	labial_dorsal	2579.572	2579.6420000000003	0.000011	0.999989
11	A	3	coronal	dorsal	coronal_dorsal	2585.041666666667	2585.0850000000005	0.000453	0.999547
12	A	3	coronal	coronal	coronal_coronal	2583.325	2583.345	0.158608	0.841392
13	A	1	dorsal	coronal	dorsal_coronal	2584.745	2584.7816666666668	0.158608	0.841392
14	A	2	coronal	dorsal	coronal_dorsal	2578.852	2578.872	0.158608	0.841392
15	A	3	dorsal	coronal	dorsal_coronal	2584.8183333333336	2584.8550000000005	0.158608	0.841392
16	A	1	coronal	coronal	coronal_coronal	2583.285	2583.305	0.158608	0.841392
17	A	3	coronal	dorsal	coronal_dorsal	2578.872	2578.892	0.158608	0.841392
18	A	2	coronal	dorsal	coronal_dorsal	2577.195333333333	2577.2086666666664	0.158608	0.841392
19	A	2	coronal	dorsal	coronal_dorsal	2584.9983333333334	2585.041666666667	0.000422	0.999578
20	A	1	coronal	dorsal	coronal_dorsal	2586.575	2586.585	0.000473	0.999527
21	A	1	coronal	dorsal	coronal_dorsal	2584.955	2584.9983333333334	0.000292	0.999708
22	A	2	dorsal	coronal	dorsal_coronal	2584.7816666666668	2584.8183333333336	0.158608	0.841392
23	A	1	coronal	dorsal	coronal_dorsal	2578.832	2578.852	0.158608	0.841392
24	A	3	coronal	coronal	coronal_coronal	2604.789666666667	2604.8330000000005	0.005748	0.994253
25	A	2	coronal	coronal	coronal_coronal	2591.439	2591.4489999999996	0.001237	0.998763
26	A	3	coronal	coronal	coronal_coronal	2604.6463333333336	2604.6630000000005	0.158608	0.841392
27	A	1	pause	labial	pause_labial	2600.314	2600.354	0.091632	0.908368
28	A	1	dorsal	n	dorsal_n	2606.103	2606.1296666666667	0.011687	0.988313
29	A	1	coronal	coronal	coronal_coronal	2591.429	2591.439	0.002517	0.997483
30	A	2	dorsal	n	dorsal_n	2606.1296666666667	2606.1563333333334	0.205416	0.794584
31	A	2	dorsal	n	dorsal_n	2597.8106666666667	2597.8273333333336	0.158608	0.841392
32	A	1	pause	pause	pause_pause	2597.234	2597.267333333333	0.855622	0.144378
33	A	1	coronal	coronal	coronal_coronal	2604.703	2604.7463333333335	0.015553	0.984447
34	A	1	coronal	coronal	coronal_coronal	2604.613	2604.6296666666667	0.158608	0.841392
35	A	2	pause	pause	pause_pause	2597.267333333333	2597.3006666666665	0.001365	0.998635
36	A	1	dorsal	n	dorsal_n	2597.794	2597.8106666666667	0.158608	0.841392
37	A	3	coronal	coronal	coronal_coronal	2591.4489999999996	2591.4589999999994	0.004337	0.995663
38	A	3	coronal	dorsal	coronal_dorsal	2586.5950000000003	2586.6050000000005	0.002423	0.997577
39	A	3	pause	pause	pause_pause	2597.3006666666665	2597.334	0.002669	0.997331
40	A	2	coronal	coronal	coronal_coronal	2604.7463333333335	2604.789666666667	0.003005	0.996995
41	A	3	pause	labial	pause_labial	2600.394	2600.4339999999997	0.022548	0.977452
42	A	2	pause	labial	pause_labial	2600.354	2600.394	0.094813	0.905187
43	A	3	dorsal	n	dorsal_n	2597.8273333333336	2597.8440000000005	0.158608	0.841392
44	A	2	coronal	coronal	coronal_coronal	2604.6296666666667	2604.6463333333336	0.158608	0.841392
45	A	2	m	dorsal	m_dorsal	2609.014	2609.0240000000003	0.003428	0.996572
46	A	2	coronal	coronal	coronal_coronal	2614.823	2614.843	0.158608	0.841392
47	A	2	dorsal	coronal	dorsal_coronal	2607.259666666667	2607.2763333333337	0.158608	0.841392
48	A	3	coronal	coronal	coronal_coronal	2614.2929999999997	2614.3029999999994	0.000555	0.999445
49	A	3	coronal	pause	coronal_pause	2611.5176666666666	2611.551	0.006300	0.993700
50	A	3	pause	labial	pause_labial	2616.2066666666665	2616.22	0.158608	0.841392
51	A	2	coronal	coronal	coronal_coronal	2616.9900000000002	2617.0200000000004	0.089958	0.910042
52	A	1	coronal	pause	coronal_pause	2616.33	2616.34	0.000302	0.999698
53	A	3	dorsal	coronal	dorsal_coronal	2607.2763333333337	2607.2930000000006	0.158608	0.841392
54	A	1	dorsal	coronal	dorsal_coronal	2611.111	2611.1276666666668	0.158608	0.841392
55	A	1	coronal	coronal	coronal_coronal	2614.803	2614.823	0.158608	0.841392
56	A	3	coronal	pause	coronal_pause	2617.576666666667	2617.59	0.158608	0.841392
57	A	3	coronal	coronal	coronal_coronal	2614.843	2614.863	0.158608	0.841392
58	A	2	coronal	pause	coronal_pause	2617.5633333333335	2617.576666666667	0.158608	0.841392
59	A	1	pause	labial	pause_labial	2616.18	2616.193333333333	0.158608	0.841392
60	A	2	coronal	pause	coronal_pause	2616.34	2616.3500000000004	0.000825	0.999175
61	A	3	coronal	coronal	coronal_coronal	2617.0200000000004	2617.0500000000006	0.010685	0.989315
62	A	3	coronal	pause	coronal_pause	2616.3500000000004	2616.3600000000006	0.000353	0.999647
63	A	2	pause	labial	pause_labial	2616.193333333333	2616.2066666666665	0.158608	0.841392
64	A	2	dorsal	coronal	dorsal_coronal	2611.1276666666668	2611.1443333333336	0.158608	0.841392
65	A	1	coronal	pause	coronal_pause	2617.55	2617.5633333333335	0.158608	0.841392
66	A	1	coronal	coronal	coronal_coronal	2616.96	2616.9900000000002	0.651813	0.348187
67	A	2	coronal	coronal	coronal_coronal	2614.283	2614.2929999999997	0.000586	0.999414
68	A	1	m	dorsal	m_dorsal	2609.004	2609.014	0.004883	0.995117
