	son	tier	contexte_gauche	contexte_droit	contextes	temps_debut	temps_fin	proba_oral	proba_nasal
1	A	2	pause	labial	pause_labial	2568.8456666666666	2568.8723333333332	0.816174	0.183826
2	A	1	pause	labial	pause_labial	2568.819	2568.8456666666666	0.978477	0.021523
3	A	2	m	coronal	m_coronal	2570.6923333333334	2570.7256666666667	0.234140	0.765860
4	A	3	pause	pause	pause_pause	2560.775333333333	2560.7919999999995	0.158608	0.841392
5	A	3	m	coronal	m_coronal	2570.7256666666667	2570.759	0.037776	0.962224
6	A	3	labial	coronal	labial_coronal	2656.2346666666667	2656.268	0.299085	0.700915
7	A	3	dorsal	coronal	dorsal_coronal	2668.6920000000005	2668.7220000000007	0.142468	0.857531
8	A	1	m	coronal	m_coronal	2651.735	2651.7616666666668	0.976168	0.023832
9	A	3	dorsal	coronal	dorsal_coronal	2667.838666666667	2667.8620000000005	0.812957	0.187043
10	A	3	m	coronal	m_coronal	2653.0383333333334	2653.065	0.916881	0.083119
11	A	1	dorsal	coronal	dorsal_coronal	2667.792	2667.8153333333335	0.535401	0.464599
12	A	1	m	coronal	m_coronal	2654.184	2654.214	0.767995	0.232005
13	A	2	dorsal	coronal	dorsal_coronal	2667.8153333333335	2667.838666666667	0.213797	0.786203
14	A	1	dorsal	coronal	dorsal_coronal	2668.632	2668.6620000000003	0.121673	0.878326
15	A	3	m	coronal	m_coronal	2654.2439999999997	2654.2739999999994	0.081994	0.918006
16	A	2	dorsal	coronal	dorsal_coronal	2668.6620000000003	2668.6920000000005	0.062553	0.937447
17	A	2	m	coronal	m_coronal	2653.0116666666668	2653.0383333333334	0.156771	0.843229
18	A	2	dorsal	coronal	dorsal_coronal	2606.8456666666666	2606.862333333333	0.158608	0.841392
19	A	1	labial	dorsal	labial_dorsal	2651.255	2651.285	0.199277	0.800723
20	A	1	m	coronal	m_coronal	2652.985	2653.0116666666668	0.187558	0.812442
21	A	2	labial	coronal	labial_coronal	2656.2013333333334	2656.2346666666667	0.146737	0.853263
22	A	1	dorsal	m	dorsal_m	2655.808	2655.818	0.002051	0.997949
23	A	2	labial	dorsal	labial_dorsal	2651.285	2651.3149999999996	0.095081	0.904919
