	son	tier	contexte_gauche	contexte_droit	contextes	temps_debut	temps_fin	proba_oral	proba_nasal
1	A	2	coronal	coronal	coronal_coronal	3918.8546666666666	3918.8813333333333	0.013101	0.986899
2	A	1	dorsal	coronal	dorsal_coronal	3915.318	3915.3346666666666	0.158608	0.841392
3	A	1	m	coronal	m_coronal	3915.498	3915.518	0.158608	0.841392
4	A	3	m	dorsal	m_dorsal	3880.157333333333	3880.2039999999997	0.158281	0.841719
5	A	3	coronal	coronal	coronal_coronal	3918.8813333333333	3918.908	0.000675	0.999325
6	A	1	coronal	labial	coronal_labial	3924.242	3924.318666666667	0.000002	0.999998
7	A	2	coronal	coronal	coronal_coronal	3921.008	3921.0679999999998	0.000003	0.999997
8	A	1	coronal	coronal	coronal_coronal	3920.948	3921.008	0.000001	0.999999
9	A	1	coronal	coronal	coronal_coronal	3918.828	3918.8546666666666	0.231304	0.768696
10	A	3	coronal	coronal	coronal_coronal	3921.0679999999998	3921.1279999999997	0.000055	0.999945
11	A	2	m	coronal	m_coronal	3915.518	3915.538	0.158608	0.841392
12	A	2	coronal	labial	coronal_labial	3924.318666666667	3924.395333333334	0.000001	1.000000
13	A	3	m	coronal	m_coronal	3915.538	3915.558	0.158608	0.841392
14	A	3	dorsal	coronal	dorsal_coronal	3915.351333333333	3915.3679999999995	0.158608	0.841392
15	A	2	pause	labial	pause_labial	3922.062	3922.0719999999997	0.004339	0.995661
16	A	1	coronal	coronal	coronal_coronal	3913.621	3913.651	0.328974	0.671026
17	A	3	pause	labial	pause_labial	3922.0719999999997	3922.0819999999994	0.009355	0.990645
18	A	3	dorsal	coronal	dorsal_coronal	3951.2453333333337	3951.3020000000006	0.012253	0.987747
19	A	3	coronal	labial	coronal_labial	3924.395333333334	3924.4720000000007	0.000000	1.000000
20	A	1	m	pause	m_pause	3949.912	3949.962	0.004257	0.995743
21	A	1	m	coronal	m_coronal	3980.071	3980.0976666666666	0.005619	0.994381
22	A	1	coronal	coronal	coronal_coronal	3927.432	3927.4519999999998	0.158608	0.841392
23	A	3	m	pause	m_pause	3950.012	3950.0620000000004	0.054153	0.945847
24	A	1	dorsal	coronal	dorsal_coronal	3951.132	3951.188666666667	0.624190	0.375810
25	A	2	dorsal	coronal	dorsal_coronal	3951.188666666667	3951.2453333333337	0.001377	0.998623
26	A	3	m	coronal	m_coronal	3980.124333333333	3980.151	0.222890	0.777110
27	A	2	coronal	coronal	coronal_coronal	3927.4519999999998	3927.4719999999998	0.158608	0.841392
28	A	2	m	pause	m_pause	3949.962	3950.012	0.215893	0.784107
29	A	3	coronal	coronal	coronal_coronal	3927.4719999999998	3927.4919999999997	0.158608	0.841392
30	A	2	m	coronal	m_coronal	3980.0976666666666	3980.124333333333	0.007189	0.992811
31	A	1	coronal	labial	coronal_labial	2838.427	2838.4603333333334	0.134854	0.865146
32	A	2	coronal	labial	coronal_labial	2838.4603333333334	2838.4936666666667	0.000885	0.999115
33	A	3	coronal	labial	coronal_labial	2838.4936666666667	2838.527	0.002920	0.997080
34	A	3	coronal	dorsal	coronal_dorsal	2947.8613333333337	2947.8780000000006	0.158608	0.841392
