	son	tier	contexte_gauche	contexte_droit	contextes	temps_debut	temps_fin	proba_oral	proba_nasal
1	A	2	m	coronal	m_coronal	1323.2816666666668	1323.3083333333334	0.022188	0.977812
2	A	3	m	coronal	m_coronal	1323.3083333333334	1323.335	0.008266	0.991734
3	A	1	m	coronal	m_coronal	1323.255	1323.2816666666668	0.141433	0.858567
4	A	1	m	coronal	m_coronal	1356.61	1356.6366666666665	0.049783	0.950217
5	A	3	dorsal	n	dorsal_n	1331.305	1331.315	0.033994	0.966006
6	A	2	m	pause	m_pause	1327.956	1328.0059999999999	0.000191	0.999809
7	A	2	m	pause	m_pause	1355.3033333333333	1355.3266666666666	0.358544	0.641456
8	A	1	dorsal	coronal	dorsal_coronal	1370.098	1370.118	0.158608	0.841392
9	A	2	m	coronal	m_coronal	1352.398	1352.418	0.158608	0.841392
10	A	3	m	pause	m_pause	1328.0059999999999	1328.0559999999998	0.005396	0.994604
11	A	2	m	coronal	m_coronal	1356.6366666666665	1356.6633333333332	0.004131	0.995869
12	A	1	m	coronal	m_coronal	1352.378	1352.398	0.158608	0.841392
13	A	2	dorsal	coronal	dorsal_coronal	1370.118	1370.138	0.158608	0.841392
14	A	1	coronal	coronal	coronal_coronal	1327.526	1327.5626666666667	0.158608	0.841392
15	A	3	coronal	coronal	coronal_coronal	1327.5993333333333	1327.636	0.158608	0.841392
16	A	1	dorsal	coronal	dorsal_coronal	1370.488	1370.5113333333334	0.494424	0.505576
17	A	1	m	pause	m_pause	1327.906	1327.956	0.005519	0.994481
18	A	1	dorsal	n	dorsal_n	1331.285	1331.295	0.004188	0.995812
19	A	1	m	pause	m_pause	1355.28	1355.3033333333333	0.024010	0.975990
20	A	3	m	pause	m_pause	1355.3266666666666	1355.35	0.974064	0.025937
21	A	2	dorsal	n	dorsal_n	1331.295	1331.305	0.009321	0.990679
22	A	3	m	coronal	m_coronal	1356.6633333333332	1356.6899999999998	0.012564	0.987436
23	A	3	m	coronal	m_coronal	1352.418	1352.4379999999999	0.158608	0.841392
24	A	2	dorsal	coronal	dorsal_coronal	1370.5113333333334	1370.5346666666667	0.015953	0.984047
25	A	3	dorsal	coronal	dorsal_coronal	1370.138	1370.158	0.158608	0.841392
26	A	2	coronal	coronal	coronal_coronal	1327.5626666666667	1327.5993333333333	0.158608	0.841392
27	A	1	dorsal	coronal	dorsal_coronal	1373.736	1373.7593333333334	0.000362	0.999638
28	A	2	m	labial	m_labial	1387.478	1387.508	0.063296	0.936704
29	A	3	dorsal	coronal	dorsal_coronal	1370.5346666666667	1370.558	0.027313	0.972687
30	A	3	labial	coronal	labial_coronal	1374.1593333333333	1374.176	0.158608	0.841392
31	A	1	m	labial	m_labial	1387.448	1387.478	0.045029	0.954971
32	A	2	coronal	dorsal	coronal_dorsal	1371.4579999999999	1371.4979999999998	0.000152	0.999848
33	A	2	labial	coronal	labial_coronal	1374.1426666666666	1374.1593333333333	0.158608	0.841392
34	A	3	m	labial	m_labial	1387.508	1387.538	0.074605	0.925395
35	A	1	coronal	dorsal	coronal_dorsal	1371.418	1371.4579999999999	0.005861	0.994139
36	A	1	labial	coronal	labial_coronal	1374.126	1374.1426666666666	0.158608	0.841392
37	A	3	coronal	dorsal	coronal_dorsal	1371.4979999999998	1371.5379999999998	0.909732	0.090268
38	A	3	dorsal	coronal	dorsal_coronal	1373.7826666666667	1373.806	0.394773	0.605227
