	son	tier	contexte_gauche	contexte_droit	contextes	temps_debut	temps_fin	proba_oral	proba_nasal
1	A	1	m	pause	m_pause	3157.82	3157.866666666667	0.402052	0.597948
2	A	3	coronal	coronal	coronal_coronal	3314.396	3314.416	0.164064	0.835936
3	A	1	labial	coronal	labial_coronal	3314.056	3314.0826666666667	0.214801	0.785199
4	A	3	labial	coronal	labial_coronal	3314.1093333333333	3314.136	0.430284	0.569716
5	A	2	coronal	coronal	coronal_coronal	3314.376	3314.396	0.164064	0.835936
6	A	2	coronal	coronal	coronal_coronal	3166.353666666667	3166.3803333333335	0.520960	0.479040
7	A	3	coronal	coronal	coronal_coronal	3166.3803333333335	3166.407	0.482007	0.517993
8	A	1	coronal	coronal	coronal_coronal	3166.327	3166.353666666667	0.424461	0.575539
9	A	2	labial	coronal	labial_coronal	3314.0826666666667	3314.1093333333333	0.133896	0.866104
10	A	1	coronal	coronal	coronal_coronal	3314.356	3314.376	0.164064	0.835936
11	A	2	coronal	m	coronal_m	1126.1256666666666	1126.1523333333332	0.108051	0.891949
12	A	2	m	coronal	m_coronal	1127.609	1127.639	0.407728	0.592272
13	A	1	dorsal	coronal	dorsal_coronal	1125.429	1125.449	0.164064	0.835936
14	A	3	dorsal	coronal	dorsal_coronal	1125.469	1125.489	0.164064	0.835936
15	A	1	m	coronal	m_coronal	1127.579	1127.609	0.406026	0.593974
16	A	3	coronal	m	coronal_m	1126.1523333333332	1126.1789999999999	0.212498	0.787502
17	A	1	coronal	m	coronal_m	1126.099	1126.1256666666666	0.309551	0.690449
18	A	3	m	coronal	m_coronal	1127.639	1127.6689999999999	0.472783	0.527217
19	A	3	dorsal	coronal	dorsal_coronal	1122.273	1122.3029999999999	0.605475	0.394525
20	A	2	dorsal	coronal	dorsal_coronal	1122.243	1122.273	0.362194	0.637806
21	A	2	dorsal	coronal	dorsal_coronal	1125.449	1125.469	0.164064	0.835936
22	A	1	dorsal	coronal	dorsal_coronal	1122.213	1122.243	0.494401	0.505599
23	A	2	m	pause	m_pause	1160.872	1160.882	0.048779	0.951221
24	A	1	m	pause	m_pause	1160.862	1160.872	0.047921	0.952079
25	A	1	labial	coronal	labial_coronal	1134.739	1134.7723333333333	0.674622	0.325378
26	A	1	pause	labial	pause_labial	1136.722	1136.7386666666666	0.164064	0.835936
27	A	2	pause	labial	pause_labial	1136.7386666666666	1136.7553333333333	0.164064	0.835936
28	A	3	m	pause	m_pause	1160.882	1160.892	0.037370	0.962630
29	A	3	labial	coronal	labial_coronal	1134.8056666666666	1134.839	0.690936	0.309064
30	A	1	pause	pause	pause_pause	1145.17	1145.21	0.755540	0.244460
31	A	2	pause	pause	pause_pause	1145.21	1145.25	0.830166	0.169834
32	A	1	coronal	m	coronal_m	1131.699	1131.7256666666667	0.496846	0.503154
33	A	3	coronal	m	coronal_m	1131.7523333333334	1131.779	0.322064	0.677936
