	son	tier	contexte_gauche	contexte_droit	contextes	temps_debut	temps_fin	proba_oral	proba_nasal
1	A	1	m	pause	m_pause	3157.82	3157.866666666667	0.054624	0.945376
2	A	3	coronal	coronal	coronal_coronal	3314.396	3314.416	0.149660	0.850340
3	A	1	labial	coronal	labial_coronal	3314.056	3314.0826666666667	0.072023	0.927977
4	A	3	labial	coronal	labial_coronal	3314.1093333333333	3314.136	0.130619	0.869381
5	A	2	coronal	coronal	coronal_coronal	3314.376	3314.396	0.149660	0.850340
6	A	2	coronal	coronal	coronal_coronal	3166.353666666667	3166.3803333333335	0.216071	0.783929
7	A	3	coronal	coronal	coronal_coronal	3166.3803333333335	3166.407	0.319848	0.680152
8	A	1	coronal	coronal	coronal_coronal	3166.327	3166.353666666667	0.241938	0.758062
9	A	2	labial	coronal	labial_coronal	3314.0826666666667	3314.1093333333333	0.000865	0.999135
10	A	1	coronal	coronal	coronal_coronal	3314.356	3314.376	0.149660	0.850340
11	A	2	coronal	m	coronal_m	1126.1256666666666	1126.1523333333332	0.118387	0.881613
12	A	2	m	coronal	m_coronal	1127.609	1127.639	0.036656	0.963344
13	A	1	dorsal	coronal	dorsal_coronal	1125.429	1125.449	0.149660	0.850340
14	A	3	dorsal	coronal	dorsal_coronal	1125.469	1125.489	0.149660	0.850340
15	A	1	m	coronal	m_coronal	1127.579	1127.609	0.100959	0.899041
16	A	3	coronal	m	coronal_m	1126.1523333333332	1126.1789999999999	0.028410	0.971590
17	A	1	coronal	m	coronal_m	1126.099	1126.1256666666666	0.024721	0.975279
18	A	3	m	coronal	m_coronal	1127.639	1127.6689999999999	0.008562	0.991438
19	A	3	dorsal	coronal	dorsal_coronal	1122.273	1122.3029999999999	0.158927	0.841073
20	A	2	dorsal	coronal	dorsal_coronal	1122.243	1122.273	0.323335	0.676665
21	A	2	dorsal	coronal	dorsal_coronal	1125.449	1125.469	0.149660	0.850340
22	A	1	dorsal	coronal	dorsal_coronal	1122.213	1122.243	0.236984	0.763016
23	A	2	m	pause	m_pause	1160.872	1160.882	0.000820	0.999180
24	A	1	m	pause	m_pause	1160.862	1160.872	0.000968	0.999032
25	A	1	labial	coronal	labial_coronal	1134.739	1134.7723333333333	0.694513	0.305487
26	A	1	pause	labial	pause_labial	1136.722	1136.7386666666666	0.149660	0.850340
27	A	2	pause	labial	pause_labial	1136.7386666666666	1136.7553333333333	0.149660	0.850340
28	A	3	m	pause	m_pause	1160.882	1160.892	0.001442	0.998558
29	A	3	labial	coronal	labial_coronal	1134.8056666666666	1134.839	0.189723	0.810277
30	A	1	pause	pause	pause_pause	1145.17	1145.21	0.641384	0.358616
31	A	2	pause	pause	pause_pause	1145.21	1145.25	0.770704	0.229296
32	A	1	coronal	m	coronal_m	1131.699	1131.7256666666667	0.207386	0.792614
33	A	3	coronal	m	coronal_m	1131.7523333333334	1131.779	0.057650	0.942350
34	A	3	pause	pause	pause_pause	1145.25	1145.29	0.348471	0.651529
35	A	2	labial	coronal	labial_coronal	1134.7723333333333	1134.8056666666666	0.015285	0.984715
36	A	3	pause	labial	pause_labial	1136.7553333333333	1136.772	0.149660	0.850340
37	A	2	coronal	m	coronal_m	1131.7256666666667	1131.7523333333334	0.179585	0.820415
38	A	1	m	coronal	m_coronal	1167.127	1167.1503333333333	0.751825	0.248175
39	A	2	pause	labial	pause_labial	1164.267	1164.287	0.149660	0.850340
40	A	3	pause	labial	pause_labial	1164.287	1164.307	0.149660	0.850340
