	son	contexte_gauche	contexte_droit	contextes	temps_debut	temps_fin	proba_oral	proba_nasal
1	a	coronal	coronal	coronal_coronal	2148.751	2148.831	1.000000	0.000000
2	a	m	n	m_n	2157.869	2157.939	0.999999	0.000001
3	a	coronal	pause	coronal_pause	2152.891	2152.991	1.000000	0.000000
4	a	coronal	pause	coronal_pause	2169.007	2169.147	1.000000	0.000000
5	a	coronal	coronal	coronal_coronal	2163.593	2163.673	1.000000	0.000000
6	a	dorsal	coronal	dorsal_coronal	2157.169	2157.239	0.999997	0.000003
7	a	coronal	labial	coronal_labial	2171.394	2171.474	0.999999	0.000001
8	a	coronal	pause	coronal_pause	2186.758	2186.918	1.000000	0.000000
9	a	coronal	coronal	coronal_coronal	2253.19	2253.27	0.999987	0.000014
10	a	coronal	coronal	coronal_coronal	2176.564	2176.694	1.000000	0.000000
11	a	dorsal	labial	dorsal_labial	2181.998	2182.078	1.000000	0.000000
12	a	m	coronal	m_coronal	2258.677	2258.787	1.000000	0.000000
13	a	coronal	dorsal	coronal_dorsal	2271.97	2272.05	0.999992	0.000008
14	a	coronal	dorsal	coronal_dorsal	2266.137	2266.217	1.000000	0.000000
15	a	labial	coronal	labial_coronal	2180.128	2180.198	1.000000	0.000001
16	a	coronal	coronal	coronal_coronal	2184.158	2184.298	1.000000	0.000000
17	a	coronal	coronal	coronal_coronal	2181.588	2181.658	0.999972	0.000028
18	a	coronal	coronal	coronal_coronal	2275.77	2275.88	0.999792	0.000208
19	a	coronal	coronal	coronal_coronal	2270.86	2271.02	0.999979	0.000021
20	a	dorsal	pause	dorsal_pause	2266.337	2266.497	0.999979	0.000021
21	a	coronal	coronal	coronal_coronal	2224.178	2224.258	1.000000	0.000000
22	a	coronal	labial	coronal_labial	2271.07	2271.15	0.999834	0.000166
23	a	coronal	labial	coronal_labial	2175.514	2175.584	0.999997	0.000003
24	a	labial	dorsal	labial_dorsal	2185.378	2185.468	0.999553	0.000447
25	a	coronal	coronal	coronal_coronal	2261.717	2261.807	1.000000	0.000000
26	a	dorsal	dorsal	dorsal_dorsal	2262.187	2262.257	0.393074	0.606926
27	a	m	coronal	m_coronal	2284.075	2284.185	1.000000	0.000000
28	a	coronal	n	coronal_n	2426.394	2426.484	1.000000	0.000000
29	a	pause	dorsal	pause_dorsal	2386.138	2386.278	0.999999	0.000001
30	a	dorsal	dorsal	dorsal_dorsal	2401.961	2402.031	0.999980	0.000020
31	a	labial	dorsal	labial_dorsal	2428.664	2428.734	0.999305	0.000695
32	a	labial	labial	labial_labial	2307.48	2307.57	0.999995	0.000005
33	a	coronal	coronal	coronal_coronal	2283.365	2283.535	0.999989	0.000011
34	a	dorsal	coronal	dorsal_coronal	2422.994	2423.074	0.583209	0.416791
35	a	labial	labial	labial_labial	2308.78	2308.9	0.999904	0.000096
36	a	coronal	labial	coronal_labial	2423.294	2423.384	0.999996	0.000004
37	a	coronal	labial	coronal_labial	2311.814	2311.894	0.999988	0.000012
38	a	coronal	n	coronal_n	2298.733	2298.803	1.000000	0.000000
39	a	labial	labial	labial_labial	2310.414	2310.564	1.000000	0.000000
40	a	coronal	dorsal	coronal_dorsal	2286.015	2286.085	0.999373	0.000627
41	a	n	dorsal	n_dorsal	2298.303	2298.373	0.999231	0.000769
42	a	dorsal	dorsal	dorsal_dorsal	2403.645	2403.745	0.999805	0.000195
43	a	coronal	coronal	coronal_coronal	2325.038	2325.148	0.999999	0.000001
44	a	coronal	pause	coronal_pause	2286.725	2286.965	1.000000	0.000000
45	a	coronal	coronal	coronal_coronal	2429.334	2429.414	1.000000	0.000000
46	a	dorsal	pause	dorsal_pause	2475.404	2475.554	1.000000	0.000000
47	a	coronal	coronal	coronal_coronal	2469.919	2470.009	0.999964	0.000036
48	a	coronal	dorsal	coronal_dorsal	2486.687	2486.807	1.000000	0.000000
49	a	dorsal	pause	dorsal_pause	2480.325	2480.415	1.000000	0.000000
50	a	labial	coronal	labial_coronal	2474.934	2475.004	1.000000	0.000000
51	a	dorsal	coronal	dorsal_coronal	2429.644	2429.714	0.832618	0.167382
52	a	coronal	dorsal	coronal_dorsal	2475.184	2475.284	0.937383	0.062617
53	a	dorsal	pause	dorsal_pause	2456.798	2456.938	0.999885	0.000115
54	a	labial	dorsal	labial_dorsal	2470.819	2470.889	0.996442	0.003558
55	a	coronal	m	coronal_m	2471.904	2471.984	0.999892	0.000108
56	A	coronal	coronal	coronal_coronal	2303.517	2303.567	0.000139	0.999861
57	A	pause	labial	pause_labial	2330.408	2330.448	0.000013	0.999987
58	A	dorsal	m	dorsal_m	2302.137	2302.167	0.000056	0.999944
59	A	dorsal	coronal	dorsal_coronal	2329.158	2329.218	0.011687	0.988313
60	A	labial	pause	labial_pause	2426.064	2426.154	0.050064	0.949936
61	A	coronal	n	coronal_n	2323.488	2323.538	0.000376	0.999624
62	A	coronal	coronal	coronal_coronal	2311.724	2311.784	0.001599	0.998401
63	A	labial	pause	labial_pause	2424.224	2424.464	0.000000	1.000000
64	A	dorsal	m	dorsal_m	2403.905	2403.985	0.978275	0.021725
65	A	dorsal	coronal	dorsal_coronal	2482.711	2482.771	0.022984	0.977016
66	A	pause	coronal	pause_coronal	2558.232	2558.342	0.000374	0.999626
67	A	m	coronal	m_coronal	2557.242	2557.302	0.000235	0.999765
68	A	dorsal	coronal	dorsal_coronal	2509.386	2509.446	0.000051	0.999949
69	A	m	coronal	m_coronal	2562.042	2562.082	0.000169	0.999831
70	A	m	coronal	m_coronal	2570.659	2570.759	0.000001	0.999999
71	A	dorsal	coronal	dorsal_coronal	2573.097	2573.157	0.000312	0.999688
72	A	dorsal	coronal	dorsal_coronal	2507.623	2507.683	0.000116	0.999884
73	A	pause	labial	pause_labial	2568.819	2568.899	0.993083	0.006917
74	A	dorsal	pause	dorsal_pause	2559.792	2560.002	0.005890	0.994110
75	A	m	dorsal	m_dorsal	2505.503	2505.583	0.005471	0.994529
76	A	m	pause	m_pause	2557.642	2557.712	0.000007	0.999993
77	A	coronal	dorsal	coronal_dorsal	2480.105	2480.215	0.000006	0.999994
78	A	coronal	coronal	coronal_coronal	2508.063	2508.163	0.000155	0.999845
79	A	coronal	labial	coronal_labial	2482.431	2482.461	0.000011	0.999989
80	A	m	coronal	m_coronal	2573.977	2574.027	0.000112	0.999888
81	A	pause	pause	pause_pause	2558.172	2558.202	0.008996	0.991004
82	A	pause	pause	pause_pause	2560.742	2560.792	0.000019	0.999981
83	A	coronal	pause	coronal_pause	2560.622	2560.672	0.000010	0.999990
84	A	m	coronal	m_coronal	2559.442	2559.502	0.000111	0.999889
85	A	coronal	labial	coronal_labial	2483.891	2483.991	0.000018	0.999982
86	A	coronal	coronal	coronal_coronal	2689.335	2689.375	0.000673	0.999327
87	A	m	dorsal	m_dorsal	2594.664	2594.744	0.073953	0.926047
88	A	coronal	pause	coronal_pause	2711.922	2712.172	0.000001	0.999999
89	A	m	labial	m_labial	2684.015	2684.065	0.000262	0.999738
90	A	m	pause	m_pause	2740.143	2740.203	0.000155	0.999845
91	A	m	coronal	m_coronal	2651.735	2651.815	0.963945	0.036055
92	A	coronal	dorsal	coronal_dorsal	2805.409	2805.529	0.050808	0.949192
93	A	coronal	labial	coronal_labial	2691.407	2691.437	0.000541	0.999459
94	A	dorsal	coronal	dorsal_coronal	2606.829	2606.879	0.000222	0.999778
95	A	coronal	dorsal	coronal_dorsal	2698.345	2698.395	0.000001	0.999999
96	A	labial	coronal	labial_coronal	2656.168	2656.268	0.962652	0.037348
97	A	labial	coronal	labial_coronal	2822.941	2822.971	0.000085	0.999915
98	A	m	coronal	m_coronal	2652.985	2653.065	0.037037	0.962963
99	A	pause	labial	pause_labial	2693.615	2693.645	0.000081	0.999919
100	A	dorsal	m	dorsal_m	2655.808	2655.838	0.000057	0.999943
101	A	labial	dorsal	labial_dorsal	2651.255	2651.345	0.006703	0.993297
102	A	coronal	coronal	coronal_coronal	2591.704	2591.754	0.000002	0.999998
103	A	coronal	dorsal	coronal_dorsal	2701.875	2701.925	0.000060	0.999940
104	A	coronal	coronal	coronal_coronal	2689.205	2689.265	0.001510	0.998490
105	A	pause	labial	pause_labial	2679.086	2679.236	0.805797	0.194203
106	A	m	coronal	m_coronal	2654.184	2654.274	0.002266	0.997734
107	A	dorsal	coronal	dorsal_coronal	2667.792	2667.862	0.997928	0.002072
108	A	labial	coronal	labial_coronal	2820.85	2820.88	0.000169	0.999830
109	A	m	coronal	m_coronal	2582.688	2582.758	0.009331	0.990669
110	A	dorsal	coronal	dorsal_coronal	2668.632	2668.722	0.001421	0.998579
