	son	contexte_gauche	contexte_droit	contextes	temps_debut	temps_fin	proba_oral	proba_nasal
1	a	coronal	pause	coronal_pause	4345.819	4345.909	0.941191	0.058809
2	a	m	coronal	m_coronal	4704.225	4704.305	0.999998	0.000002
3	a	dorsal	dorsal	dorsal_dorsal	4529.161	4529.251	1.000000	0.000000
4	a	dorsal	pause	dorsal_pause	4373.575	4373.695	0.060206	0.939793
5	a	coronal	pause	coronal_pause	4539.039	4539.149	0.999995	0.000005
6	a	coronal	pause	coronal_pause	4478.139	4478.239	0.000135	0.999864
7	a	n	coronal	n_coronal	4400.594	4400.664	0.999997	0.000003
8	a	pause	labial	pause_labial	4691.038	4691.168	0.397785	0.602215
9	a	pause	coronal	pause_coronal	4487.361	4487.471	0.999999	0.000001
10	a	pause	pause	pause_pause	4409.089	4409.289	0.999705	0.000295
11	a	coronal	labial	coronal_labial	4351.633	4351.703	0.999658	0.000342
12	a	m	coronal	m_coronal	4345.129	4345.239	1.000000	0.000000
13	a	pause	coronal	pause_coronal	4762.872	4762.942	1.000000	0.000000
14	a	coronal	pause	coronal_pause	4659.765	4659.905	1.000000	0.000000
15	a	coronal	dorsal	coronal_dorsal	4341.693	4341.793	0.993291	0.006709
16	a	n	coronal	n_coronal	4768.02	4768.09	1.000000	0.000000
17	a	dorsal	pause	dorsal_pause	4340.137	4340.257	0.469972	0.530027
18	a	coronal	dorsal	coronal_dorsal	4649.095	4649.165	1.000000	0.000000
19	a	pause	coronal	pause_coronal	4478.902	4478.982	1.000000	0.000000
20	a	pause	labial	pause_labial	4552.082	4552.162	0.768503	0.231497
21	a	pause	pause	pause_pause	4345.989	4346.059	0.999265	0.000734
22	a	pause	pause	pause_pause	4408.839	4409.039	0.999999	0.000001
23	a	labial	coronal	labial_coronal	4477.119	4477.199	1.000000	0.000000
24	a	coronal	m	coronal_m	5312.637	5312.707	0.999762	0.000238
25	a	labial	pause	labial_pause	5289.833	5289.933	0.991162	0.008838
26	a	pause	labial	pause_labial	5311.837	5311.917	1.000000	0.000000
27	a	pause	coronal	pause_coronal	4815.131	4815.201	0.999926	0.000074
28	a	pause	labial	pause_labial	4898.502	4898.592	0.984940	0.015060
29	a	coronal	dorsal	coronal_dorsal	5185.964	5186.034	1.000000	0.000000
30	a	labial	pause	labial_pause	5139.029	5139.119	0.990208	0.009792
31	a	n	labial	n_labial	5169.682	5169.752	0.999996	0.000004
32	a	pause	dorsal	pause_dorsal	5294.598	5294.678	0.080412	0.919588
33	a	labial	dorsal	labial_dorsal	4916.269	4916.349	0.989785	0.010215
34	a	labial	coronal	labial_coronal	5289.193	5289.263	1.000000	0.000000
35	a	labial	dorsal	labial_dorsal	4848.615	4848.725	0.999989	0.000011
36	a	coronal	dorsal	coronal_dorsal	4868.163	4868.333	0.001467	0.998533
37	a	coronal	coronal	coronal_coronal	5212.766	5212.836	1.000000	0.000000
38	a	labial	dorsal	labial_dorsal	4775.247	4775.317	0.999776	0.000224
39	a	labial	dorsal	labial_dorsal	4779.317	4779.467	0.999926	0.000074
40	a	dorsal	pause	dorsal_pause	5211.376	5211.496	0.979642	0.020358
41	a	coronal	pause	coronal_pause	4891.575	4891.705	0.000428	0.999572
42	a	coronal	pause	coronal_pause	4809.476	4809.646	1.000000	0.000000
43	a	coronal	m	coronal_m	4773.687	4773.757	0.997246	0.002754
44	a	labial	pause	labial_pause	5285.063	5285.163	1.000000	0.000000
45	a	pause	pause	pause_pause	5176.583	5176.673	0.999999	0.000001
46	a	dorsal	pause	dorsal_pause	4843.96	4844.03	0.802392	0.197608
47	a	pause	dorsal	pause_dorsal	5082.537	5082.617	0.968666	0.031334
48	a	dorsal	coronal	dorsal_coronal	5287.083	5287.163	1.000000	0.000000
49	a	coronal	pause	coronal_pause	4791.419	4791.529	0.999937	0.000063
50	a	n	coronal	n_coronal	5162.383	5162.453	1.000000	0.000000
51	a	labial	pause	labial_pause	5314.137	5314.377	1.000000	0.000000
52	a	dorsal	dorsal	dorsal_dorsal	5342.393	5342.463	0.999999	0.000001
53	a	dorsal	dorsal	dorsal_dorsal	5343.333	5343.403	0.902102	0.097898
54	a	labial	pause	labial_pause	5336.386	5336.616	0.999998	0.000002
55	a	coronal	pause	coronal_pause	5345.353	5345.553	1.000000	0.000000
