	son	contexte_gauche	contexte_droit	contextes	temps_debut	temps_fin	proba_oral	proba_nasal
1	a	dorsal	coronal	dorsal_coronal	1488.807	1488.937	1.000000	0.000000
2	a	coronal	pause	coronal_pause	1477.691	1477.811	0.999413	0.000587
3	a	dorsal	coronal	dorsal_coronal	1490.077	1490.157	0.999966	0.000034
4	a	labial	coronal	labial_coronal	1490.637	1490.707	0.999999	0.000001
5	a	labial	labial	labial_labial	1484.333	1484.423	0.999999	0.000001
6	a	labial	coronal	labial_coronal	1474.101	1474.171	0.991546	0.008454
7	a	labial	coronal	labial_coronal	1476.911	1477.011	0.998424	0.001576
8	a	labial	pause	labial_pause	1524.498	1524.588	1.000000	0.000000
9	a	labial	coronal	labial_coronal	1537.929	1538.009	0.993673	0.006327
10	a	labial	coronal	labial_coronal	1498.616	1498.706	0.999987	0.000013
11	a	labial	coronal	labial_coronal	1516.912	1516.982	0.999995	0.000004
12	a	dorsal	pause	dorsal_pause	1503.456	1503.526	0.981891	0.018109
13	a	dorsal	labial	dorsal_labial	1522.868	1522.968	0.999999	0.000001
14	a	coronal	coronal	coronal_coronal	1531.297	1531.367	0.999941	0.000059
15	a	labial	coronal	labial_coronal	1509.833	1509.913	1.000000	0.000000
16	a	coronal	dorsal	coronal_dorsal	1511.243	1511.333	0.999996	0.000004
17	a	labial	coronal	labial_coronal	1509.293	1509.373	0.999989	0.000011
18	a	labial	coronal	labial_coronal	1505.721	1505.811	0.998625	0.001375
19	a	coronal	labial	coronal_labial	1552.195	1552.265	0.999862	0.000138
20	a	dorsal	labial	dorsal_labial	1543.929	1543.999	0.176000	0.824000
21	a	coronal	coronal	coronal_coronal	1575.669	1575.819	1.000000	0.000000
22	a	coronal	dorsal	coronal_dorsal	1590.629	1590.719	0.999789	0.000211
23	a	coronal	coronal	coronal_coronal	1577.559	1577.629	0.999817	0.000183
24	a	pause	coronal	pause_coronal	1551.885	1551.985	1.000000	0.000000
25	a	n	labial	n_labial	1591.439	1591.509	0.999057	0.000942
26	a	dorsal	pause	dorsal_pause	1573.409	1573.479	0.999743	0.000257
27	a	n	dorsal	n_dorsal	1544.259	1544.359	0.000271	0.999729
28	a	coronal	labial	coronal_labial	1559.072	1559.142	0.997350	0.002650
29	a	n	dorsal	n_dorsal	1541.839	1542.039	0.999999	0.000001
30	a	labial	dorsal	labial_dorsal	1544.519	1544.609	0.059590	0.940409
31	a	coronal	coronal	coronal_coronal	1578.249	1578.349	1.000000	0.000000
32	a	labial	coronal	labial_coronal	1549.683	1549.753	1.000000	0.000000
33	a	dorsal	coronal	dorsal_coronal	1574.099	1574.169	0.999890	0.000110
34	a	labial	dorsal	labial_dorsal	1548.233	1548.303	0.999899	0.000101
35	a	n	coronal	n_coronal	1579.439	1579.519	0.999946	0.000054
36	a	labial	dorsal	labial_dorsal	1593.798	1593.888	0.798843	0.201157
37	a	labial	labial	labial_labial	1605.315	1605.385	0.930042	0.069958
38	a	labial	labial	labial_labial	1650.619	1650.849	1.000000	0.000000
39	a	coronal	coronal	coronal_coronal	1596.278	1596.348	0.883451	0.116549
40	a	dorsal	pause	dorsal_pause	1606.595	1606.695	0.000225	0.999775
41	a	coronal	pause	coronal_pause	1623.256	1623.396	0.999980	0.000020
42	a	coronal	coronal	coronal_coronal	1597.848	1597.938	0.998722	0.001278
43	a	dorsal	pause	dorsal_pause	1598.138	1598.238	0.701511	0.298489
44	a	labial	coronal	labial_coronal	1613.715	1613.805	1.000000	0.000000
45	a	labial	coronal	labial_coronal	1599.385	1599.485	1.000000	0.000000
46	a	pause	pause	pause_pause	1632.097	1632.167	0.999996	0.000004
47	a	labial	coronal	labial_coronal	1603.875	1603.945	0.999996	0.000004
48	a	dorsal	coronal	dorsal_coronal	1622.986	1623.086	0.871995	0.128005
49	a	coronal	pause	coronal_pause	1621.125	1621.205	0.429165	0.570835
