	son	contexte_gauche	contexte_droit	contextes	temps_debut	temps_fin	proba_oral	proba_nasal
1	a	labial	pause	labial_pause	2767.409	2767.559	1.000000	0.000000
2	a	coronal	labial	coronal_labial	2771.634	2771.714	0.999961	0.000039
3	a	coronal	coronal	coronal_coronal	2951.331	2951.431	1.000000	0.000000
4	a	coronal	coronal	coronal_coronal	3031.138	3031.208	1.000000	0.000000
5	a	labial	coronal	labial_coronal	2931.711	2931.781	0.999989	0.000011
6	a	labial	dorsal	labial_dorsal	2836.283	2836.383	0.012124	0.987876
7	a	pause	coronal	pause_coronal	2846.2	2846.28	1.000000	0.000000
8	a	labial	pause	labial_pause	3077.723	3077.843	0.999971	0.000029
9	a	dorsal	coronal	dorsal_coronal	2884.929	2885.019	1.000000	0.000000
10	a	labial	dorsal	labial_dorsal	2885.989	2886.109	1.000000	0.000000
11	a	coronal	dorsal	coronal_dorsal	3045.322	3045.522	0.999999	0.000001
12	a	dorsal	pause	dorsal_pause	3231.393	3231.473	1.000000	0.000000
13	a	labial	coronal	labial_coronal	2881.914	2882.014	0.956558	0.043442
14	a	labial	m	labial_m	2950.611	2950.681	0.971218	0.028782
15	a	n	labial	n_labial	3329.386	3329.466	1.000000	0.000000
16	a	coronal	coronal	coronal_coronal	3221.512	3221.612	0.999968	0.000032
17	a	labial	dorsal	labial_dorsal	2879.13	2879.25	0.999994	0.000006
18	a	coronal	coronal	coronal_coronal	3221.222	3221.382	1.000000	0.000000
19	a	dorsal	coronal	dorsal_coronal	3045.562	3045.662	0.999992	0.000008
20	a	dorsal	coronal	dorsal_coronal	3220.992	3221.122	1.000000	0.000000
21	a	coronal	coronal	coronal_coronal	3038.334	3038.404	0.984976	0.015024
22	a	coronal	dorsal	coronal_dorsal	2787.726	2787.796	0.999997	0.000003
23	a	labial	dorsal	labial_dorsal	3031.648	3031.758	1.000000	0.000001
24	a	labial	n	labial_n	2811.746	2811.826	0.481842	0.518158
25	a	labial	coronal	labial_coronal	3314.232	3314.322	1.000000	0.000000
26	a	dorsal	pause	dorsal_pause	3328.716	3328.786	0.979919	0.020081
27	a	pause	dorsal	pause_dorsal	3199.213	3199.293	0.995040	0.004960
28	a	coronal	dorsal	coronal_dorsal	2968.853	2968.953	1.000000	0.000000
29	a	pause	dorsal	pause_dorsal	3131.538	3131.628	1.000000	0.000000
30	a	dorsal	labial	dorsal_labial	2852.66	2852.73	0.478537	0.521463
31	a	dorsal	coronal	dorsal_coronal	3547.073	3547.173	0.999999	0.000001
32	a	coronal	coronal	coronal_coronal	3646.513	3646.603	1.000000	0.000000
33	a	coronal	dorsal	coronal_dorsal	3768.846	3768.916	1.000000	0.000000
34	a	labial	labial	labial_labial	3394.522	3394.602	0.999999	0.000001
35	a	dorsal	coronal	dorsal_coronal	3632.356	3632.426	0.999991	0.000009
36	a	labial	coronal	labial_coronal	3634.326	3634.406	0.998940	0.001060
37	a	m	coronal	m_coronal	3632.776	3632.846	0.999962	0.000038
38	a	labial	n	labial_n	3329.976	3330.046	1.000000	0.000000
39	a	pause	coronal	pause_coronal	3613.42	3613.51	1.000000	0.000000
40	a	coronal	labial	coronal_labial	3717.673	3717.863	1.000000	0.000000
41	a	labial	coronal	labial_coronal	3375.387	3375.487	0.999999	0.000001
42	a	coronal	dorsal	coronal_dorsal	3507.928	3507.998	0.999993	0.000007
43	a	dorsal	pause	dorsal_pause	3711.246	3711.326	0.971655	0.028345
44	a	dorsal	pause	dorsal_pause	3691.184	3691.254	0.999625	0.000375
45	a	labial	labial	labial_labial	3393.042	3393.132	0.998667	0.001333
46	a	dorsal	coronal	dorsal_coronal	3539.699	3539.789	0.997784	0.002216
47	a	n	coronal	n_coronal	3330.116	3330.186	1.000000	0.000000
48	a	dorsal	coronal	dorsal_coronal	3509.008	3509.098	0.999989	0.000011
49	a	coronal	dorsal	coronal_dorsal	3767.586	3767.686	1.000000	0.000000
50	a	dorsal	labial	dorsal_labial	3465.101	3465.181	1.000000	0.000000
51	a	labial	dorsal	labial_dorsal	3720.073	3720.153	1.000000	0.000000
52	a	labial	coronal	labial_coronal	3614.52	3614.6	0.999860	0.000140
53	a	pause	labial	pause_labial	3614.35	3614.44	0.999991	0.000009
54	a	dorsal	coronal	dorsal_coronal	3767.336	3767.416	0.999999	0.000001
55	a	labial	dorsal	labial_dorsal	3465.801	3465.871	0.664099	0.335901
56	A	dorsal	n	dorsal_n	1927.807	1927.847	0.000330	0.999670
57	A	m	coronal	m_coronal	1904.065	1904.115	0.000462	0.999538
58	A	dorsal	dorsal	dorsal_dorsal	1913.405	1913.525	0.000000	1.000000
59	A	coronal	coronal	coronal_coronal	1915.525	1915.705	0.000001	0.999999
60	A	labial	coronal	labial_coronal	1914.635	1914.725	0.001908	0.998092
61	A	coronal	pause	coronal_pause	2033.118	2033.248	0.000000	1.000000
62	A	coronal	coronal	coronal_coronal	2000.239	2000.319	0.236846	0.763154
63	A	pause	labial	pause_labial	1957.461	1957.511	0.000826	0.999174
64	A	coronal	coronal	coronal_coronal	1983.962	1984.072	0.000000	1.000000
65	A	pause	labial	pause_labial	2018.257	2018.287	0.000015	0.999985
66	A	coronal	labial	coronal_labial	1968.502	1968.532	0.000657	0.999343
67	A	coronal	coronal	coronal_coronal	1976.929	1977.009	0.000018	0.999982
68	A	coronal	coronal	coronal_coronal	1966.227	1966.307	0.021558	0.978442
69	A	coronal	labial	coronal_labial	1964.067	1964.137	0.000284	0.999716
