	son	contexte_gauche	contexte_droit	contextes	temps_debut	temps_fin	proba_oral	proba_nasal
1	a	labial	dorsal	labial_dorsal	847.062	847.182	1.000000	0.000000
2	a	dorsal	dorsal	dorsal_dorsal	879.094	879.164	0.998838	0.001162
3	a	coronal	labial	coronal_labial	894.474	894.574	0.999999	0.000001
4	a	coronal	pause	coronal_pause	895.874	896.004	1.000000	0.000000
5	a	coronal	labial	coronal_labial	883.978	884.058	0.999891	0.000109
6	a	dorsal	labial	dorsal_labial	858.806	858.976	1.000000	0.000000
7	a	labial	coronal	labial_coronal	885.178	885.248	0.999906	0.000094
8	a	dorsal	coronal	dorsal_coronal	894.334	894.414	1.000000	0.000000
9	a	m	n	m_n	875.795	875.935	0.999936	0.000064
10	a	dorsal	pause	dorsal_pause	870.004	870.134	0.999768	0.000232
11	a	dorsal	coronal	dorsal_coronal	850.697	850.787	1.000000	0.000000
12	a	pause	coronal	pause_coronal	852.919	853.159	0.999999	0.000001
13	a	dorsal	m	dorsal_m	869.254	869.334	0.976584	0.023416
14	a	labial	dorsal	labial_dorsal	872.875	872.985	0.972930	0.027070
15	a	dorsal	m	dorsal_m	868.984	869.054	0.610414	0.389586
16	a	labial	n	labial_n	881.608	881.678	0.999996	0.000004
17	a	coronal	labial	coronal_labial	886.408	886.478	0.919898	0.080102
18	a	coronal	labial	coronal_labial	911.596	911.676	0.977208	0.022792
19	a	dorsal	coronal	dorsal_coronal	907.896	907.976	0.997862	0.002138
20	a	coronal	n	coronal_n	903.434	903.524	0.999996	0.000004
21	a	coronal	coronal	coronal_coronal	919.213	919.323	0.902595	0.097405
22	a	labial	dorsal	labial_dorsal	908.256	908.386	0.999999	0.000001
23	a	coronal	dorsal	coronal_dorsal	920.913	921.013	0.809618	0.190382
24	a	dorsal	labial	dorsal_labial	902.564	902.644	0.997488	0.002512
25	a	coronal	coronal	coronal_coronal	931.104	931.194	0.999998	0.000002
26	a	dorsal	coronal	dorsal_coronal	908.726	908.836	0.999790	0.000211
27	a	coronal	dorsal	coronal_dorsal	922.653	922.803	1.000000	0.000000
28	a	coronal	dorsal	coronal_dorsal	942.456	942.536	0.994906	0.005094
29	a	dorsal	pause	dorsal_pause	915.318	915.418	0.000717	0.999283
30	a	labial	coronal	labial_coronal	938.426	938.506	0.513592	0.486408
31	a	coronal	coronal	coronal_coronal	943.516	943.696	0.999622	0.000378
32	a	dorsal	coronal	dorsal_coronal	906.326	906.396	0.999962	0.000038
33	a	dorsal	coronal	dorsal_coronal	945.63	945.7	0.999923	0.000076
34	a	dorsal	pause	dorsal_pause	997.145	997.255	0.999991	0.000009
35	a	dorsal	coronal	dorsal_coronal	1006.122	1006.212	1.000000	0.000000
36	a	labial	dorsal	labial_dorsal	982.068	982.148	0.998123	0.001877
37	a	m	labial	m_labial	991.328	991.408	0.999956	0.000044
38	a	coronal	labial	coronal_labial	985.368	985.498	1.000000	0.000000
39	a	labial	n	labial_n	988.658	988.738	0.999921	0.000079
40	a	coronal	dorsal	coronal_dorsal	945.95	946.02	0.999951	0.000049
41	a	coronal	labial	coronal_labial	999.155	999.275	1.000000	0.000000
42	a	coronal	coronal	coronal_coronal	998.305	998.375	0.984982	0.015018
43	a	labial	m	labial_m	990.628	990.718	0.822530	0.177470
44	a	labial	coronal	labial_coronal	998.585	998.735	0.992936	0.007064
45	a	pause	labial	pause_labial	966.511	966.621	0.999456	0.000544
46	a	n	coronal	n_coronal	987.238	987.388	1.000000	0.000000
47	a	labial	labial	labial_labial	982.538	982.728	0.999500	0.000500
48	a	coronal	labial	coronal_labial	964.415	964.485	0.754433	0.245567
49	a	labial	dorsal	labial_dorsal	1019.922	1020.062	0.265862	0.734138
50	a	coronal	pause	coronal_pause	1043.001	1043.091	0.587771	0.412229
51	a	labial	labial	labial_labial	1033.583	1033.793	0.999988	0.000012
52	a	labial	labial	labial_labial	1010.007	1010.077	1.000000	0.000000
53	a	labial	m	labial_m	1044.949	1045.059	1.000000	0.000000
54	a	coronal	labial	coronal_labial	1036.822	1036.942	0.999992	0.000008
55	a	labial	labial	labial_labial	1042.761	1042.851	0.999999	0.000001
56	A	pause	dorsal	pause_dorsal	2017.767	2017.807	0.000091	0.999909
57	A	coronal	dorsal	coronal_dorsal	2102.82	2102.88	0.000553	0.999447
58	A	dorsal	coronal	dorsal_coronal	2088.232	2088.302	0.000257	0.999743
59	A	labial	coronal	labial_coronal	2038.026	2038.086	0.000015	0.999985
60	A	m	pause	m_pause	2091.612	2091.722	0.000001	0.999999
61	A	dorsal	dorsal	dorsal_dorsal	2109.402	2109.482	0.000224	0.999776
62	A	coronal	coronal	coronal_coronal	2032.205	2032.295	0.000000	1.000000
63	A	coronal	coronal	coronal_coronal	2077.933	2077.963	0.001287	0.998713
64	A	m	coronal	m_coronal	2075.803	2075.893	0.000343	0.999657
65	A	m	coronal	m_coronal	2050.741	2050.811	0.000921	0.999079
66	A	coronal	coronal	coronal_coronal	2045.021	2045.091	0.000017	0.999983
67	A	m	coronal	m_coronal	2044.141	2044.211	0.033966	0.966034
68	A	coronal	pause	coronal_pause	2023.976	2024.226	0.000000	1.000000
69	A	labial	coronal	labial_coronal	2034.315	2034.365	0.000001	0.999999
70	A	m	coronal	m_coronal	2100.83	2100.9	0.000219	0.999781
71	A	m	coronal	m_coronal	2158.786	2158.836	0.000037	0.999963
72	A	coronal	coronal	coronal_coronal	2153.83	2153.87	0.000018	0.999982
73	A	labial	coronal	labial_coronal	2154.15	2154.22	0.000005	0.999995
74	A	coronal	pause	coronal_pause	2177.846	2177.946	0.002292	0.997708
75	A	pause	labial	pause_labial	2160.596	2160.626	0.000206	0.999794
76	A	dorsal	pause	dorsal_pause	2200.135	2200.235	0.003386	0.996614
77	A	coronal	m	coronal_m	2128.238	2128.318	0.000386	0.999614
78	A	pause	labial	pause_labial	2127.308	2127.338	0.000080	0.999920
79	A	coronal	labial	coronal_labial	2153.9	2154.02	0.000000	1.000000
80	A	labial	coronal	labial_coronal	2110.252	2110.372	0.000000	1.000000
81	A	coronal	pause	coronal_pause	2119.582	2119.612	0.000114	0.999886
82	A	coronal	labial	coronal_labial	2206.324	2206.354	0.001096	0.998904
83	A	coronal	coronal	coronal_coronal	2130.248	2130.298	0.000102	0.999898
84	A	coronal	coronal	coronal_coronal	2135.548	2135.608	0.002257	0.997743
85	A	pause	labial	pause_labial	2199.275	2199.305	0.001011	0.998989
86	A	coronal	labial	coronal_labial	2118.692	2118.782	0.000000	1.000000
87	A	coronal	labial	coronal_labial	2204.824	2204.904	0.000004	0.999996
88	A	dorsal	pause	dorsal_pause	2109.892	2109.932	0.000007	0.999993
89	A	dorsal	coronal	dorsal_coronal	2134.248	2134.278	0.000144	0.999856
90	A	pause	n	pause_n	2178.006	2178.066	0.000580	0.999420
91	A	dorsal	coronal	dorsal_coronal	2209.788	2209.838	0.000577	0.999423
92	A	m	labial	m_labial	2207.894	2207.954	0.005002	0.994998
93	A	pause	labial	pause_labial	2277.199	2277.309	0.000716	0.999284
94	A	dorsal	m	dorsal_m	2452.874	2452.914	0.000021	0.999979
95	A	coronal	coronal	coronal_coronal	2445.767	2445.847	0.032359	0.967641
96	A	coronal	coronal	coronal_coronal	2278.859	2278.949	0.998567	0.001433
97	A	pause	labial	pause_labial	2417.449	2417.479	0.007526	0.992474
98	A	pause	labial	pause_labial	2451.744	2451.774	0.000086	0.999914
99	A	dorsal	m	dorsal_m	2492.255	2492.285	0.000036	0.999964
100	A	dorsal	coronal	dorsal_coronal	2321.17	2321.23	0.000441	0.999559
101	A	pause	labial	pause_labial	2416.409	2416.439	0.000382	0.999618
102	A	dorsal	coronal	dorsal_coronal	2421.559	2421.639	0.006776	0.993224
103	A	dorsal	labial	dorsal_labial	2462.473	2462.513	0.000002	0.999998
104	A	labial	coronal	labial_coronal	2378.209	2378.299	0.000090	0.999910
105	A	dorsal	coronal	dorsal_coronal	2392.753	2392.823	0.000051	0.999949
106	A	m	coronal	m_coronal	2460.963	2461.043	0.015633	0.984367
107	A	labial	coronal	labial_coronal	2289.125	2289.215	0.000008	0.999992
108	A	m	coronal	m_coronal	2377.569	2377.679	0.000004	0.999996
109	A	pause	labial	pause_labial	2291.395	2291.445	0.000769	0.999231
110	A	m	coronal	m_coronal	2423.579	2423.639	0.000017	0.999983
