	son	contexte_gauche	contexte_droit	contextes	temps_debut	temps_fin	proba_oral	proba_nasal
1	a	labial	dorsal	labial_dorsal	2450.927	2451.007	1.000000	0.000000
2	a	dorsal	coronal	dorsal_coronal	2489.795	2489.885	1.000000	0.000000
3	a	coronal	m	coronal_m	2425.05	2425.12	0.999897	0.000103
4	a	coronal	pause	coronal_pause	2490.545	2490.645	0.999922	0.000078
5	a	coronal	coronal	coronal_coronal	2480.038	2480.128	1.000000	0.000000
6	a	pause	dorsal	pause_dorsal	2380.677	2380.857	1.000000	0.000000
7	a	pause	dorsal	pause_dorsal	2381.427	2381.577	1.000000	0.000000
8	a	n	dorsal	n_dorsal	2469.871	2469.961	1.000000	0.000000
9	a	coronal	coronal	coronal_coronal	2480.328	2480.438	1.000000	0.000000
10	a	coronal	coronal	coronal_coronal	2405.955	2406.025	0.019013	0.980987
11	a	labial	dorsal	labial_dorsal	2707.173	2707.273	0.368090	0.631910
12	a	dorsal	pause	dorsal_pause	2520.963	2521.083	1.000000	0.000000
13	a	coronal	m	coronal_m	2499.883	2499.953	0.999881	0.000119
14	a	coronal	m	coronal_m	2542.702	2542.792	1.000000	0.000000
15	a	labial	coronal	labial_coronal	2510.635	2510.705	0.896855	0.103145
16	a	coronal	coronal	coronal_coronal	2493.977	2494.057	0.999240	0.000760
17	a	dorsal	pause	dorsal_pause	2494.457	2494.527	0.998873	0.001127
18	a	m	labial	m_labial	2689.225	2689.315	0.999999	0.000001
19	a	labial	coronal	labial_coronal	2556.919	2557.009	1.000000	0.000000
20	a	coronal	m	coronal_m	2498.823	2498.893	0.991898	0.008102
21	a	m	coronal	m_coronal	2704.511	2704.651	0.078512	0.921488
22	a	coronal	coronal	coronal_coronal	2493.777	2493.887	1.000000	0.000000
23	a	coronal	coronal	coronal_coronal	2692.974	2693.044	0.999551	0.000449
24	a	labial	dorsal	labial_dorsal	2558.309	2558.409	0.999934	0.000066
25	a	pause	pause	pause_pause	2848.419	2848.499	1.000000	0.000000
26	a	pause	coronal	pause_coronal	2867.385	2867.455	0.999992	0.000008
27	a	m	coronal	m_coronal	2778.977	2779.077	0.998933	0.001067
28	a	coronal	coronal	coronal_coronal	2778.027	2778.097	1.000000	0.000000
29	a	pause	coronal	pause_coronal	2833.178	2833.378	1.000000	0.000000
30	a	pause	coronal	pause_coronal	2848.929	2849.009	1.000000	0.000000
31	a	pause	dorsal	pause_dorsal	2730.696	2730.826	1.000000	0.000000
32	a	labial	coronal	labial_coronal	2781.889	2781.959	0.999787	0.000213
33	a	coronal	dorsal	coronal_dorsal	2750.015	2750.085	0.999991	0.000009
34	a	coronal	pause	coronal_pause	2733.076	2733.156	0.998032	0.001968
35	a	pause	coronal	pause_coronal	2860.409	2860.539	1.000000	0.000000
36	a	pause	coronal	pause_coronal	2841.316	2841.436	1.000000	0.000000
37	a	coronal	labial	coronal_labial	2869.665	2869.735	0.999999	0.000001
38	a	n	dorsal	n_dorsal	2725.766	2725.846	1.000000	0.000000
39	a	labial	coronal	labial_coronal	2713.767	2713.947	0.740426	0.259574
40	a	coronal	coronal	coronal_coronal	2763.591	2763.671	0.999922	0.000078
41	a	labial	dorsal	labial_dorsal	2908.109	2908.189	1.000000	0.000000
42	a	dorsal	labial	dorsal_labial	2899.576	2899.656	1.000000	0.000000
43	a	pause	coronal	pause_coronal	2927.822	2927.972	1.000000	0.000000
44	a	coronal	m	coronal_m	2955.633	2955.743	1.000000	0.000000
45	a	dorsal	pause	dorsal_pause	2925.564	2925.674	0.999997	0.000003
46	a	labial	coronal	labial_coronal	2917.987	2918.057	0.998487	0.001513
47	a	pause	labial	pause_labial	2899.286	2899.386	1.000000	0.000000
48	a	coronal	labial	coronal_labial	2878.066	2878.156	1.000000	0.000000
49	a	coronal	pause	coronal_pause	2913.077	2913.177	1.000000	0.000000
50	a	coronal	coronal	coronal_coronal	2934.402	2934.492	1.000000	0.000000
51	a	labial	dorsal	labial_dorsal	2908.879	2908.949	1.000000	0.000000
52	a	coronal	dorsal	coronal_dorsal	2894.761	2894.831	1.000000	0.000000
53	a	coronal	coronal	coronal_coronal	2960.798	2960.868	0.418636	0.581364
54	a	coronal	pause	coronal_pause	2963.769	2963.949	1.000000	0.000000
55	a	labial	coronal	labial_coronal	2963.559	2963.669	1.000000	0.000000
56	A	coronal	coronal	coronal_coronal	4031.285	4031.345	0.001287	0.998713
57	A	coronal	dorsal	coronal_dorsal	3836.593	3836.683	0.943725	0.056275
58	A	dorsal	coronal	dorsal_coronal	3894.798	3894.878	0.000457	0.999543
59	A	coronal	coronal	coronal_coronal	3876.872	3876.952	0.089566	0.910434
60	A	dorsal	dorsal	dorsal_dorsal	3488.09	3488.17	0.250997	0.749003
61	A	coronal	labial	coronal_labial	3773.982	3774.022	0.003669	0.996331
62	A	dorsal	m	dorsal_m	3836.763	3836.813	0.001262	0.998738
63	A	coronal	pause	coronal_pause	3500.163	3500.303	0.000002	0.999997
64	A	m	pause	m_pause	3512.661	3512.751	0.054955	0.945045
65	A	labial	coronal	labial_coronal	3691.891	3691.991	0.000000	1.000000
66	A	labial	coronal	labial_coronal	3694.46	3694.54	0.012552	0.987448
67	A	labial	coronal	labial_coronal	4274.339	4274.429	0.000001	0.999999
68	A	dorsal	coronal	dorsal_coronal	4241.551	4241.701	0.000420	0.999580
69	A	pause	labial	pause_labial	4103.278	4103.318	0.000225	0.999775
70	A	dorsal	n	dorsal_n	4253.231	4253.261	0.000217	0.999783
71	A	labial	labial	labial_labial	4255.761	4255.851	0.000005	0.999995
72	A	dorsal	coronal	dorsal_coronal	4256.001	4256.071	0.008692	0.991308
73	A	m	coronal	m_coronal	4040.953	4041.013	0.000361	0.999639
74	A	labial	coronal	labial_coronal	4255.011	4255.101	0.000000	1.000000
75	A	coronal	labial	coronal_labial	4241.291	4241.391	0.000000	1.000000
76	A	labial	coronal	labial_coronal	4081.02	4081.09	0.000029	0.999971
77	A	labial	coronal	labial_coronal	4272.559	4272.649	0.000000	1.000000
78	A	n	labial	n_labial	4252.121	4252.201	0.068681	0.931319
79	A	pause	labial	pause_labial	4184.694	4184.804	0.000000	1.000000
80	A	m	coronal	m_coronal	4055.923	4055.993	0.012200	0.987800
81	A	coronal	dorsal	coronal_dorsal	4268.593	4268.703	0.000000	1.000000
82	A	pause	labial	pause_labial	4208.634	4208.664	0.001437	0.998563
83	A	coronal	coronal	coronal_coronal	4086.135	4086.225	0.000000	1.000000
84	A	coronal	coronal	coronal_coronal	4084.685	4084.765	0.000003	0.999997
85	A	m	dorsal	m_dorsal	4272.259	4272.349	0.000000	1.000000
86	A	labial	coronal	labial_coronal	4275.019	4275.099	0.000000	1.000000
87	A	labial	labial	labial_labial	4273.279	4273.379	0.000016	0.999984
88	A	m	coronal	m_coronal	4060.723	4060.783	0.000394	0.999606
89	A	coronal	labial	coronal_labial	4166.497	4166.557	0.003788	0.996212
90	A	dorsal	coronal	dorsal_coronal	4081.5	4081.56	0.000144	0.999856
91	A	coronal	labial	coronal_labial	4047.591	4047.641	0.000558	0.999442
92	A	dorsal	coronal	dorsal_coronal	4273.539	4273.619	0.000038	0.999962
93	A	coronal	labial	coronal_labial	4336.52	4336.6	0.000113	0.999887
94	A	coronal	coronal	coronal_coronal	4874.943	4875.113	0.000000	1.000000
95	A	coronal	coronal	coronal_coronal	4797.963	4798.103	0.000000	1.000000
96	A	coronal	dorsal	coronal_dorsal	4364.069	4364.169	0.000017	0.999983
97	A	coronal	coronal	coronal_coronal	4304.361	4304.411	0.000006	0.999994
98	A	labial	coronal	labial_coronal	4336.72	4336.85	0.000001	0.999999
99	A	coronal	coronal	coronal_coronal	4803.129	4803.219	0.000077	0.999923
100	A	m	labial	m_labial	4337.59	4337.66	0.001253	0.998747
101	A	labial	coronal	labial_coronal	4808.088	4808.138	0.000036	0.999964
102	A	labial	coronal	labial_coronal	4579.323	4579.403	0.000000	1.000000
103	A	labial	coronal	labial_coronal	4876.394	4876.454	0.000667	0.999333
104	A	m	coronal	m_coronal	4842.57	4842.63	0.000123	0.999877
105	A	dorsal	coronal	dorsal_coronal	4382.067	4382.117	0.001259	0.998741
106	A	m	coronal	m_coronal	4836.168	4836.228	0.000525	0.999475
107	A	labial	coronal	labial_coronal	4839.206	4839.306	0.000000	1.000000
108	A	m	coronal	m_coronal	4295.584	4295.634	0.002100	0.997900
109	A	coronal	coronal	coronal_coronal	4876.634	4876.704	0.001797	0.998203
110	A	coronal	coronal	coronal_coronal	4874.583	4874.673	0.000001	0.999999
