	son	contexte_gauche	contexte_droit	contextes	temps_debut	temps_fin	proba_oral	proba_nasal
1	a	dorsal	coronal	dorsal_coronal	1011.752	1011.832	0.999032	0.000968
2	a	coronal	coronal	coronal_coronal	986.075	986.145	0.970135	0.029865
3	a	labial	m	labial_m	990.379	990.449	1.000000	0.000000
4	a	dorsal	coronal	dorsal_coronal	1018.55	1018.63	0.999999	0.000001
5	a	coronal	labial	coronal_labial	996.687	996.777	1.000000	0.000000
6	a	labial	coronal	labial_coronal	1006.812	1006.902	1.000000	0.000000
7	a	coronal	labial	coronal_labial	990.279	990.349	1.000000	0.000000
8	a	labial	labial	labial_labial	1008.872	1008.952	0.999999	0.000001
9	a	dorsal	dorsal	dorsal_dorsal	1008.192	1008.292	1.000000	0.000000
10	a	dorsal	coronal	dorsal_coronal	1045.381	1045.491	0.999266	0.000734
11	a	labial	labial	labial_labial	1055.464	1055.584	1.000000	0.000000
12	a	coronal	coronal	coronal_coronal	1038.291	1038.421	1.000000	0.000000
13	a	m	coronal	m_coronal	1049.738	1049.818	0.997172	0.002828
14	a	dorsal	dorsal	dorsal_dorsal	1044.771	1044.981	0.999902	0.000098
15	a	coronal	dorsal	coronal_dorsal	1026.912	1027.022	1.000000	0.000000
16	a	pause	pause	pause_pause	1025.902	1025.992	1.000000	0.000000
17	a	pause	coronal	pause_coronal	1025.152	1025.262	1.000000	0.000000
18	a	coronal	labial	coronal_labial	1089.564	1089.634	1.000000	0.000000
19	a	labial	m	labial_m	1053.874	1053.954	0.999999	0.000001
20	a	dorsal	m	dorsal_m	1041.371	1041.451	0.727488	0.272512
21	a	coronal	m	coronal_m	1049.578	1049.668	0.999358	0.000642
22	a	coronal	pause	coronal_pause	1088.454	1088.614	1.000000	0.000000
23	a	dorsal	labial	dorsal_labial	1073.394	1073.464	0.997970	0.002030
24	a	coronal	pause	coronal_pause	1048.416	1048.506	0.999171	0.000829
25	a	labial	coronal	labial_coronal	1021.38	1021.47	0.999939	0.000061
26	a	n	pause	n_pause	1126.997	1127.077	0.999991	0.000009
27	a	labial	dorsal	labial_dorsal	1102.165	1102.245	0.999997	0.000003
28	a	pause	labial	pause_labial	1089.944	1090.014	0.999925	0.000075
29	a	labial	labial	labial_labial	1112.19	1112.27	0.999994	0.000006
30	a	m	coronal	m_coronal	1120.64	1120.72	0.999998	0.000002
31	a	labial	dorsal	labial_dorsal	1103.355	1103.435	0.999812	0.000188
