	son	contexte_gauche	contexte_droit	contextes	temps_debut	temps_fin	proba_oral	proba_nasal
1	a	coronal	coronal	coronal_coronal	1254.784	1254.904	0.999950	0.000050
2	a	labial	coronal	labial_coronal	1224.614	1224.684	0.997594	0.002406
3	a	dorsal	pause	dorsal_pause	1270.752	1270.822	0.999994	0.000006
4	a	dorsal	pause	dorsal_pause	1268.266	1268.336	0.894839	0.105161
5	a	coronal	pause	coronal_pause	1247.014	1247.094	0.995469	0.004531
6	a	coronal	dorsal	coronal_dorsal	1264.299	1264.389	1.000000	0.000000
7	a	coronal	pause	coronal_pause	1224.054	1224.184	0.999997	0.000003
8	a	dorsal	pause	dorsal_pause	1226.394	1226.484	0.999999	0.000001
9	a	labial	dorsal	labial_dorsal	1221.974	1222.054	0.999993	0.000007
10	a	dorsal	pause	dorsal_pause	1252.748	1252.878	0.998326	0.001674
11	a	pause	coronal	pause_coronal	1246.114	1246.194	0.999307	0.000693
12	a	pause	coronal	pause_coronal	1274.903	1274.993	1.000000	0.000000
13	a	labial	dorsal	labial_dorsal	1267.336	1267.436	0.999998	0.000002
14	a	coronal	coronal	coronal_coronal	1260.428	1260.498	0.999293	0.000707
15	a	coronal	pause	coronal_pause	1215.686	1215.786	0.996231	0.003769
16	a	dorsal	coronal	dorsal_coronal	1269.47	1269.58	0.999979	0.000021
17	a	dorsal	dorsal	dorsal_dorsal	1215.226	1215.396	1.000000	0.000000
18	a	labial	coronal	labial_coronal	1219.834	1219.924	0.999999	0.000001
19	a	coronal	labial	coronal_labial	1267.786	1267.856	0.998281	0.001719
20	a	coronal	labial	coronal_labial	1226.864	1226.934	1.000000	0.000000
21	a	m	dorsal	m_dorsal	1264.729	1264.809	0.999993	0.000007
22	a	pause	n	pause_n	1309.587	1309.657	0.079700	0.920300
23	a	dorsal	coronal	dorsal_coronal	1300.803	1300.913	0.996579	0.003421
24	a	labial	m	labial_m	1342.942	1343.022	1.000000	0.000000
25	a	coronal	dorsal	coronal_dorsal	1287.014	1287.094	0.999987	0.000013
26	a	labial	coronal	labial_coronal	1350.46	1350.54	1.000000	0.000000
27	a	coronal	labial	coronal_labial	1286.814	1286.914	0.999999	0.000001
28	a	dorsal	coronal	dorsal_coronal	1295.672	1295.832	1.000000	0.000000
29	a	dorsal	coronal	dorsal_coronal	1301.043	1301.123	0.999998	0.000002
30	a	dorsal	coronal	dorsal_coronal	1331.571	1331.671	0.999990	0.000010
31	a	coronal	pause	coronal_pause	1292.069	1292.139	0.999993	0.000007
