	son	contexte_gauche	contexte_droit	contextes	temps_debut	temps_fin	proba_oral	proba_nasal
1	a	dorsal	coronal	dorsal_coronal	4615.732	4615.802	0.998489	0.001511
2	a	labial	coronal	labial_coronal	4547.352	4547.422	0.998083	0.001917
3	a	labial	coronal	labial_coronal	4574.473	4574.573	0.989218	0.010783
4	a	dorsal	coronal	dorsal_coronal	4607.392	4607.482	1.000000	0.000000
5	a	labial	coronal	labial_coronal	4543.834	4543.984	1.000000	0.000000
6	a	dorsal	coronal	dorsal_coronal	4564.362	4564.432	1.000000	0.000000
7	a	n	coronal	n_coronal	4551.072	4551.142	0.999997	0.000003
8	a	labial	dorsal	labial_dorsal	4602.602	4602.712	0.999991	0.000009
9	a	coronal	coronal	coronal_coronal	4548.202	4548.282	0.999999	0.000001
10	a	dorsal	pause	dorsal_pause	4541.023	4541.093	0.899168	0.100832
11	a	pause	pause	pause_pause	4342.372	4342.532	1.000000	0.000000
12	a	dorsal	coronal	dorsal_coronal	4308.107	4308.177	0.996159	0.003841
13	a	labial	pause	labial_pause	4199.356	4199.496	1.000000	0.000000
14	a	m	coronal	m_coronal	4290.143	4290.273	0.999996	0.000004
15	a	dorsal	pause	dorsal_pause	4299.243	4299.323	0.999933	0.000067
16	a	coronal	m	coronal_m	4307.167	4307.237	0.999983	0.000017
17	a	dorsal	coronal	dorsal_coronal	4206.793	4206.883	0.999994	0.000006
18	a	coronal	coronal	coronal_coronal	4352.882	4352.962	0.999991	0.000009
19	a	dorsal	coronal	dorsal_coronal	4212.771	4212.891	1.000000	0.000000
20	a	coronal	coronal	coronal_coronal	4298.353	4298.423	1.000000	0.000000
21	a	dorsal	n	dorsal_n	4354.492	4354.572	0.999999	0.000001
22	a	labial	coronal	labial_coronal	4320.672	4320.752	1.000000	0.000000
23	a	labial	dorsal	labial_dorsal	4311.895	4311.965	0.004933	0.995067
24	a	dorsal	coronal	dorsal_coronal	4475.864	4475.934	0.999999	0.000001
25	a	coronal	coronal	coronal_coronal	4473.584	4473.704	0.999808	0.000192
26	a	labial	coronal	labial_coronal	4510.755	4510.825	0.999999	0.000001
27	a	labial	coronal	labial_coronal	4445.436	4445.506	1.000000	0.000000
28	a	labial	dorsal	labial_dorsal	4383.681	4383.751	0.995129	0.004871
29	a	m	coronal	m_coronal	4499.899	4499.969	1.000000	0.000000
30	a	labial	m	labial_m	4505.996	4506.106	0.999019	0.000981
31	a	dorsal	coronal	dorsal_coronal	4482.106	4482.186	0.994897	0.005103
32	a	labial	coronal	labial_coronal	4452.174	4452.254	0.999921	0.000079
33	a	coronal	dorsal	coronal_dorsal	4419.937	4420.047	0.999974	0.000026
34	a	coronal	dorsal	coronal_dorsal	4364.601	4364.671	0.999995	0.000005
35	a	dorsal	pause	dorsal_pause	4359.941	4360.011	1.000000	0.000000
36	a	dorsal	labial	dorsal_labial	4428.381	4428.471	0.999999	0.000001
37	a	coronal	labial	coronal_labial	4501.289	4501.439	1.000000	0.000000
38	a	labial	pause	labial_pause	4533.228	4533.318	0.999999	0.000001
39	a	labial	coronal	labial_coronal	4429.261	4429.391	1.000000	0.000000
40	a	labial	coronal	labial_coronal	4367.431	4367.621	0.999999	0.000001
41	a	labial	dorsal	labial_dorsal	4500.949	4501.029	0.999048	0.000952
42	a	m	coronal	m_coronal	4478.444	4478.514	0.999552	0.000448
43	a	dorsal	labial	dorsal_labial	4526.658	4526.818	1.000000	0.000000
44	a	n	coronal	n_coronal	4391.049	4391.119	0.999476	0.000524
45	a	labial	dorsal	labial_dorsal	4405.244	4405.454	1.000000	0.000000
46	a	labial	pause	labial_pause	4414.339	4414.419	0.999992	0.000008
47	a	labial	pause	labial_pause	4357.494	4357.614	1.000000	0.000000
48	a	labial	dorsal	labial_dorsal	4544.184	4544.274	0.999999	0.000001
49	a	dorsal	pause	dorsal_pause	4602.962	4603.032	0.296245	0.703755
50	a	n	labial	n_labial	4583.016	4583.096	0.995992	0.004008
51	a	dorsal	coronal	dorsal_coronal	4546.602	4546.742	0.999997	0.000003
52	a	coronal	dorsal	coronal_dorsal	4616.802	4616.882	0.998139	0.001861
53	a	dorsal	coronal	dorsal_coronal	4545.164	4545.264	0.999443	0.000557
54	a	coronal	dorsal	coronal_dorsal	4613.112	4613.192	0.773157	0.226843
55	a	coronal	dorsal	coronal_dorsal	4614.902	4614.982	1.000000	0.000000
56	A	m	coronal	m_coronal	3850.881	3850.961	0.089138	0.910862
57	A	n	labial	n_labial	3802.053	3802.283	0.000000	1.000000
58	A	coronal	coronal	coronal_coronal	3920.948	3921.128	0.000000	1.000000
59	A	m	dorsal	m_dorsal	3880.064	3880.204	0.005085	0.994915
60	A	m	coronal	m_coronal	3980.071	3980.151	0.000011	0.999989
61	A	pause	labial	pause_labial	3922.052	3922.082	0.002755	0.997245
62	A	m	pause	m_pause	3949.912	3950.062	0.000000	1.000000
63	A	coronal	labial	coronal_labial	3924.242	3924.472	0.000000	1.000000
64	A	coronal	coronal	coronal_coronal	3927.432	3927.492	0.000280	0.999720
65	A	dorsal	coronal	dorsal_coronal	3951.132	3951.302	0.000012	0.999988
66	A	labial	labial	labial_labial	2960.567	2960.617	0.000474	0.999527
67	A	dorsal	coronal	dorsal_coronal	2951.588	2951.668	0.000032	0.999968
68	A	coronal	labial	coronal_labial	2838.427	2838.527	0.000001	0.999999
69	A	pause	labial	pause_labial	2959.024	2959.054	0.000066	0.999934
70	A	dorsal	m	dorsal_m	3052.243	3052.273	0.001428	0.998572
71	A	coronal	dorsal	coronal_dorsal	3052.033	3052.163	0.000000	1.000000
72	A	dorsal	coronal	dorsal_coronal	2957.524	2957.654	0.000380	0.999620
73	A	dorsal	coronal	dorsal_coronal	2956.674	2956.724	0.000583	0.999417
74	A	coronal	coronal	coronal_coronal	2949.568	2949.668	0.000000	1.000000
75	A	coronal	dorsal	coronal_dorsal	2947.828	2947.878	0.000001	0.999999
76	A	dorsal	coronal	dorsal_coronal	3088.126	3088.186	0.000060	0.999940
77	A	m	coronal	m_coronal	3210.329	3210.399	0.653649	0.346351
78	A	dorsal	coronal	dorsal_coronal	3082.681	3082.891	0.000001	0.999999
79	A	labial	coronal	labial_coronal	3160.162	3160.252	0.000000	1.000000
80	A	dorsal	coronal	dorsal_coronal	3059.934	3059.994	0.010007	0.989993
81	A	coronal	coronal	coronal_coronal	3086.836	3086.916	0.000016	0.999984
82	A	dorsal	m	dorsal_m	3218.369	3218.399	0.000023	0.999977
83	A	dorsal	coronal	dorsal_coronal	3085.776	3085.906	0.001210	0.998790
84	A	m	coronal	m_coronal	3270.195	3270.355	0.000024	0.999976
85	A	dorsal	coronal	dorsal_coronal	3087.146	3087.226	0.000000	1.000000
86	A	m	coronal	m_coronal	3209.349	3209.469	0.000000	1.000000
87	A	labial	coronal	labial_coronal	3216.827	3216.947	0.821239	0.178761
88	A	labial	coronal	labial_coronal	3513.965	3514.045	0.419961	0.580039
89	A	m	coronal	m_coronal	3793.804	3793.894	0.000000	1.000000
90	A	dorsal	coronal	dorsal_coronal	3773.376	3773.436	0.001538	0.998462
91	A	dorsal	m	dorsal_m	3414.063	3414.093	0.000458	0.999542
92	A	dorsal	labial	dorsal_labial	3574.42	3574.55	0.000000	1.000000
93	A	coronal	coronal	coronal_coronal	3347.206	3347.296	0.000000	1.000000
94	A	dorsal	m	dorsal_m	3774.786	3774.816	0.001471	0.998529
95	A	dorsal	pause	dorsal_pause	3348.226	3348.256	0.000177	0.999823
96	A	m	coronal	m_coronal	3794.724	3794.814	0.000420	0.999580
97	A	dorsal	coronal	dorsal_coronal	3794.304	3794.404	0.000000	1.000000
98	A	m	coronal	m_coronal	3608.62	3608.76	0.000000	1.000000
99	A	pause	labial	pause_labial	3345.966	3345.996	0.000227	0.999774
100	A	coronal	coronal	coronal_coronal	3913.621	3913.711	0.000003	0.999997
101	A	coronal	dorsal	coronal_dorsal	3851.031	3851.101	0.004742	0.995258
102	A	coronal	coronal	coronal_coronal	3867.595	3867.695	0.000000	1.000000
103	A	m	coronal	m_coronal	3826.982	3827.172	0.000000	1.000000
104	A	coronal	coronal	coronal_coronal	3918.828	3918.908	0.000000	1.000000
105	A	dorsal	coronal	dorsal_coronal	3915.318	3915.368	0.004551	0.995449
106	A	dorsal	labial	dorsal_labial	3805.673	3805.703	0.000025	0.999975
107	A	m	coronal	m_coronal	3915.498	3915.558	0.000052	0.999948
108	A	m	pause	m_pause	3829.722	3829.752	0.001277	0.998723
109	A	dorsal	coronal	dorsal_coronal	3850.681	3850.721	0.000199	0.999801
110	A	m	coronal	m_coronal	3820.012	3820.152	0.000024	0.999976
