	son	contexte_gauche	contexte_droit	contextes	temps_debut	temps_fin	proba_oral	proba_nasal
1	a	dorsal	labial	dorsal_labial	1659.699	1659.789	0.999903	0.000097
2	a	coronal	pause	coronal_pause	1660.909	1661.129	1.000000	0.000000
3	a	coronal	pause	coronal_pause	1683.652	1683.772	1.000000	0.000000
4	a	coronal	m	coronal_m	1668.53	1668.62	0.999999	0.000001
5	a	labial	pause	labial_pause	1691.902	1691.992	0.997910	0.002090
6	a	dorsal	pause	dorsal_pause	1675.816	1675.886	0.999073	0.000927
7	a	coronal	coronal	coronal_coronal	1678.018	1678.098	0.999981	0.000019
8	a	labial	pause	labial_pause	1667.757	1667.847	1.000000	0.000000
9	a	labial	coronal	labial_coronal	1674.516	1674.586	0.999999	0.000001
10	a	labial	pause	labial_pause	1681.595	1681.705	1.000000	0.000000
11	a	labial	pause	labial_pause	1743.646	1743.726	0.997938	0.002062
12	a	coronal	pause	coronal_pause	1711.889	1712.019	0.999407	0.000593
13	a	coronal	coronal	coronal_coronal	1713.909	1714.039	1.000000	0.000000
14	a	dorsal	coronal	dorsal_coronal	1760.033	1760.103	0.999992	0.000008
15	a	pause	labial	pause_labial	1709.089	1709.159	1.000000	0.000000
16	a	pause	coronal	pause_coronal	1748.44	1748.52	1.000000	0.000000
17	a	coronal	labial	coronal_labial	1759.823	1759.903	0.998509	0.001491
18	a	labial	pause	labial_pause	1747.96	1748.04	0.999882	0.000119
19	a	pause	coronal	pause_coronal	1762.6	1762.68	0.999961	0.000039
20	a	dorsal	pause	dorsal_pause	1763.25	1763.36	1.000000	0.000000
21	a	m	coronal	m_coronal	1843.445	1843.525	0.999884	0.000116
22	a	m	labial	m_labial	1765.382	1765.462	1.000000	0.000000
23	a	labial	coronal	labial_coronal	1793.953	1794.033	0.651753	0.348247
24	a	pause	m	pause_m	1831.497	1831.567	0.964312	0.035688
25	a	labial	m	labial_m	1792.473	1792.543	0.999999	0.000001
26	a	coronal	pause	coronal_pause	1798.15	1798.22	0.998533	0.001467
27	a	m	coronal	m_coronal	1842.835	1842.905	1.000000	0.000000
28	a	dorsal	pause	dorsal_pause	1828.601	1828.681	0.986615	0.013385
29	a	coronal	pause	coronal_pause	1817.766	1817.876	1.000000	0.000000
30	a	m	labial	m_labial	1787.808	1787.878	0.999085	0.000915
31	a	coronal	labial	coronal_labial	1830.717	1830.807	0.021596	0.978404
32	a	coronal	pause	coronal_pause	1797.34	1797.45	0.998571	0.001429
33	a	labial	pause	labial_pause	1931.214	1931.304	0.022710	0.977290
34	a	dorsal	coronal	dorsal_coronal	1937.195	1937.265	0.712422	0.287578
35	a	dorsal	pause	dorsal_pause	1915.519	1915.599	0.676481	0.323519
36	a	coronal	pause	coronal_pause	1851.635	1851.755	0.999995	0.000005
37	a	labial	coronal	labial_coronal	1857.801	1857.881	0.999992	0.000008
38	a	labial	coronal	labial_coronal	1932.974	1933.044	0.999994	0.000006
39	a	coronal	coronal	coronal_coronal	1896.478	1896.608	1.000000	0.000000
40	a	labial	n	labial_n	1886.819	1886.909	1.000000	0.000000
41	a	labial	coronal	labial_coronal	1977.892	1977.982	0.973616	0.026384
42	a	pause	m	pause_m	1982.843	1982.933	0.950058	0.049942
43	a	labial	coronal	labial_coronal	1949.464	1949.534	0.987687	0.012313
44	a	m	coronal	m_coronal	2006.93	2007.01	0.999998	0.000002
45	a	pause	n	pause_n	1962.597	1962.747	0.999994	0.000006
46	a	coronal	pause	coronal_pause	2010.207	2010.347	0.257523	0.742477
47	a	dorsal	m	dorsal_m	2034.982	2035.062	0.999999	0.000001
48	a	dorsal	m	dorsal_m	1952.108	1952.188	0.999309	0.000691
49	a	coronal	coronal	coronal_coronal	2017.284	2017.404	1.000000	0.000000
50	a	coronal	n	coronal_n	2022.047	2022.127	0.999996	0.000004
51	a	coronal	dorsal	coronal_dorsal	1988.123	1988.213	0.003475	0.996525
52	a	coronal	labial	coronal_labial	1951.668	1951.738	0.999360	0.000640
53	a	labial	coronal	labial_coronal	2030.172	2030.302	0.999961	0.000039
54	a	pause	labial	pause_labial	2001.618	2001.698	0.608762	0.391238
55	a	coronal	pause	coronal_pause	2014.569	2014.679	1.000000	0.000001
56	A	dorsal	coronal	dorsal_coronal	1645.282	1645.352	0.001522	0.998478
57	A	coronal	labial	coronal_labial	1641.354	1641.414	0.006905	0.993095
58	A	coronal	coronal	coronal_coronal	1581.733	1581.803	0.935332	0.064668
59	A	labial	coronal	labial_coronal	1610.569	1610.639	0.120092	0.879908
60	A	coronal	pause	coronal_pause	1641.984	1642.024	0.000219	0.999781
61	A	pause	labial	pause_labial	1600.498	1600.528	0.000046	0.999954
62	A	coronal	pause	coronal_pause	1585.978	1586.058	0.992021	0.007979
63	A	coronal	dorsal	coronal_dorsal	1645.102	1645.132	0.001345	0.998655
64	A	coronal	labial	coronal_labial	1655.379	1655.459	0.025457	0.974543
65	A	pause	pause	pause_pause	1581.453	1581.503	0.000036	0.999964
66	A	coronal	coronal	coronal_coronal	1642.984	1643.014	0.000009	0.999991
67	A	coronal	labial	coronal_labial	1668.31	1668.42	0.000001	0.999999
68	A	m	labial	m_labial	1702.517	1702.557	0.011388	0.988612
69	A	coronal	labial	coronal_labial	1667.497	1667.557	0.002148	0.997852
70	A	coronal	dorsal	coronal_dorsal	1693.004	1693.114	0.000348	0.999652
71	A	coronal	coronal	coronal_coronal	1680.335	1680.375	0.000033	0.999967
72	A	coronal	labial	coronal_labial	1672.94	1673.01	0.000561	0.999439
73	A	dorsal	labial	dorsal_labial	1704.387	1704.497	0.516733	0.483267
74	A	dorsal	coronal	dorsal_coronal	1704.207	1704.317	0.000002	0.999997
