	son	contexte_gauche	contexte_droit	contextes	temps_debut	temps_fin	proba_oral	proba_nasal
1	a	coronal	coronal	coronal_coronal	2050.916	2050.986	0.988230	0.011770
2	a	coronal	m	coronal_m	2039.11	2039.18	0.985784	0.014216
3	a	dorsal	dorsal	dorsal_dorsal	2020.099	2020.169	1.000000	0.000000
4	a	m	coronal	m_coronal	2067.148	2067.218	0.999999	0.000001
5	a	coronal	m	coronal_m	2034.996	2035.066	0.999997	0.000003
6	a	pause	coronal	pause_coronal	2045.316	2045.396	0.951217	0.048783
7	a	coronal	pause	coronal_pause	2017.06	2017.15	0.999994	0.000006
8	a	coronal	coronal	coronal_coronal	2033.576	2033.646	0.998400	0.001600
9	a	labial	labial	labial_labial	2016.81	2016.89	1.000000	0.000000
10	a	labial	pause	labial_pause	2022.319	2022.459	1.000000	0.000000
11	a	dorsal	pause	dorsal_pause	2071.368	2071.438	0.139335	0.860665
12	a	pause	labial	pause_labial	2086.302	2086.412	0.999991	0.000009
13	a	dorsal	dorsal	dorsal_dorsal	2097.057	2097.127	0.857050	0.142950
14	a	dorsal	m	dorsal_m	2075.142	2075.212	0.999998	0.000002
15	a	labial	pause	labial_pause	2097.867	2097.997	1.000000	0.000000
16	a	labial	pause	labial_pause	2071.028	2071.108	0.999985	0.000015
17	a	dorsal	labial	dorsal_labial	2097.597	2097.697	0.994972	0.005028
18	a	pause	coronal	pause_coronal	2096.707	2096.787	0.999982	0.000018
19	a	pause	n	pause_n	2069.768	2069.858	0.999986	0.000014
20	a	coronal	labial	coronal_labial	2095.957	2096.037	0.999368	0.000632
21	a	pause	coronal	pause_coronal	2095.757	2095.867	0.999387	0.000613
22	a	dorsal	dorsal	dorsal_dorsal	2096.267	2096.377	1.000000	0.000000
23	a	m	coronal	m_coronal	2101.164	2101.234	0.999950	0.000050
24	a	m	coronal	m_coronal	2073.922	2074.002	1.000000	0.000000
25	a	labial	pause	labial_pause	2079.152	2079.312	0.998802	0.001198
