	son	contexte_gauche	contexte_droit	contextes	temps_debut	temps_fin	proba_oral	proba_nasal
1	a	coronal	labial	coronal_labial	1421.917	1422.017	0.999994	0.000006
2	a	labial	coronal	labial_coronal	1404.379	1404.479	1.000000	0.000000
3	a	coronal	coronal	coronal_coronal	1434.13	1434.21	0.740533	0.259467
4	a	pause	labial	pause_labial	1380.571	1380.641	0.105999	0.894001
5	a	labial	n	labial_n	1445.504	1445.584	0.284904	0.715096
6	a	n	coronal	n_coronal	1434.62	1434.7	1.000000	0.000000
7	a	dorsal	dorsal	dorsal_dorsal	1435.42	1435.5	0.999297	0.000703
8	a	dorsal	coronal	dorsal_coronal	1429.158	1429.228	1.000000	0.000000
9	a	dorsal	coronal	dorsal_coronal	1419.592	1419.732	1.000000	0.000000
10	a	labial	coronal	labial_coronal	1382.821	1382.891	0.999009	0.000991
11	a	coronal	coronal	coronal_coronal	1422.587	1422.667	0.999997	0.000003
12	a	coronal	pause	coronal_pause	1429.278	1429.418	1.000000	0.000000
13	a	coronal	pause	coronal_pause	1419.782	1419.952	1.000000	0.000000
14	a	m	dorsal	m_dorsal	1424.187	1424.257	1.000000	0.000000
15	a	labial	coronal	labial_coronal	1547.251	1547.321	0.999837	0.000163
16	a	coronal	labial	coronal_labial	1481.996	1482.066	0.095932	0.904068
17	a	labial	coronal	labial_coronal	1544.744	1544.824	0.999897	0.000103
18	a	coronal	m	coronal_m	1673.507	1673.587	0.998375	0.001625
19	a	labial	coronal	labial_coronal	1561.178	1561.248	0.999333	0.000667
20	a	coronal	coronal	coronal_coronal	1540.826	1540.906	1.000000	0.000000
21	a	labial	labial	labial_labial	1672.027	1672.097	1.000000	0.000000
22	a	labial	coronal	labial_coronal	1527.795	1527.875	0.990605	0.009395
23	a	dorsal	dorsal	dorsal_dorsal	1529.685	1529.765	0.999993	0.000007
24	a	coronal	dorsal	coronal_dorsal	1550.351	1550.441	1.000000	0.000000
25	a	n	pause	n_pause	1549.241	1549.311	0.391573	0.608427
26	a	coronal	labial	coronal_labial	1589.565	1589.635	0.999765	0.000235
27	a	labial	dorsal	labial_dorsal	1531.656	1531.736	0.999088	0.000912
28	a	labial	m	labial_m	1672.597	1672.697	0.999999	0.000001
29	a	coronal	labial	coronal_labial	1531.466	1531.586	1.000000	0.000000
30	a	labial	labial	labial_labial	1615.8	1615.88	0.998699	0.001301
31	a	dorsal	coronal	dorsal_coronal	1548.921	1548.991	0.999361	0.000639
32	a	dorsal	dorsal	dorsal_dorsal	1717.814	1717.894	0.899596	0.100404
