	son	contexte_gauche	contexte_droit	contextes	temps_debut	temps_fin	proba_oral	proba_nasal
1	a	dorsal	coronal	dorsal_coronal	1310.103	1310.183	0.999973	0.000027
2	a	labial	dorsal	labial_dorsal	1274.866	1274.976	0.999999	0.000001
3	a	labial	labial	labial_labial	1255.711	1255.841	0.998980	0.001020
4	a	coronal	coronal	coronal_coronal	1274.156	1274.236	0.911328	0.088672
5	a	coronal	coronal	coronal_coronal	1306.249	1306.349	1.000000	0.000000
6	a	labial	coronal	labial_coronal	1266.725	1266.825	1.000000	0.000000
7	a	labial	dorsal	labial_dorsal	1259.819	1259.899	0.998132	0.001868
8	a	labial	coronal	labial_coronal	1260.509	1260.579	0.999598	0.000402
9	a	coronal	pause	coronal_pause	1264.195	1264.315	0.999999	0.000001
10	a	dorsal	coronal	dorsal_coronal	1305.119	1305.199	0.999515	0.000485
11	a	labial	m	labial_m	1340.507	1340.637	0.837310	0.162690
12	a	labial	coronal	labial_coronal	1310.283	1310.353	0.997951	0.002049
13	a	labial	coronal	labial_coronal	1335.28	1335.35	1.000000	0.000000
14	a	labial	dorsal	labial_dorsal	1350.696	1350.776	0.999992	0.000008
15	a	coronal	pause	coronal_pause	1357.859	1357.959	0.933239	0.066761
16	a	labial	labial	labial_labial	1317.206	1317.296	0.669434	0.330566
17	a	coronal	pause	coronal_pause	1320.994	1321.104	0.999833	0.000167
18	a	coronal	coronal	coronal_coronal	1311.063	1311.143	0.998862	0.001138
19	a	coronal	coronal	coronal_coronal	1320.146	1320.226	0.995705	0.004295
20	a	dorsal	labial	dorsal_labial	1310.813	1310.883	0.998197	0.001803
21	a	coronal	coronal	coronal_coronal	1348.406	1348.516	1.000000	0.000000
22	a	coronal	coronal	coronal_coronal	1310.573	1310.653	1.000000	0.000000
23	a	coronal	coronal	coronal_coronal	1360.537	1360.617	1.000000	0.000000
24	a	labial	coronal	labial_coronal	1374.138	1374.358	0.999920	0.000080
25	a	labial	coronal	labial_coronal	1374.948	1375.078	0.999994	0.000006
26	a	coronal	dorsal	coronal_dorsal	1394.769	1394.929	1.000000	0.000000
27	a	coronal	coronal	coronal_coronal	1366.009	1366.099	0.999849	0.000151
28	a	m	dorsal	m_dorsal	1361.087	1361.177	0.962411	0.037589
29	a	coronal	labial	coronal_labial	1384.895	1384.985	0.999993	0.000007
30	a	labial	coronal	labial_coronal	1386.535	1386.605	0.999456	0.000544
31	a	dorsal	pause	dorsal_pause	1363.477	1363.547	0.534009	0.465991
32	a	dorsal	labial	dorsal_labial	1382.798	1382.878	0.998585	0.001415
33	a	coronal	coronal	coronal_coronal	1378.148	1378.218	0.999996	0.000004
34	a	labial	coronal	labial_coronal	1392.001	1392.181	1.000000	0.000000
35	a	labial	coronal	labial_coronal	1377.308	1377.398	1.000000	0.000000
36	a	coronal	dorsal	coronal_dorsal	1366.849	1366.929	0.997205	0.002795
37	a	labial	labial	labial_labial	1385.685	1385.755	1.000000	0.000000
38	a	dorsal	coronal	dorsal_coronal	1394.629	1394.739	0.001458	0.998542
39	a	labial	dorsal	labial_dorsal	1362.847	1362.917	0.999998	0.000002
