	son	contexte_gauche	contexte_droit	contextes	temps_debut	temps_fin	proba_oral	proba_nasal
1	a	dorsal	dorsal	dorsal_dorsal	4159.108	4159.198	0.051422	0.948578
2	a	dorsal	pause	dorsal_pause	4400.322	4400.402	0.999986	0.000014
3	a	dorsal	coronal	dorsal_coronal	4288.541	4288.621	0.580027	0.419973
4	a	coronal	labial	coronal_labial	4298.505	4298.585	0.999993	0.000007
5	a	coronal	labial	coronal_labial	4414.791	4414.861	0.997659	0.002341
6	a	labial	dorsal	labial_dorsal	4282.978	4283.078	0.881651	0.118349
7	a	coronal	dorsal	coronal_dorsal	4362.968	4363.038	0.999674	0.000326
8	a	dorsal	pause	dorsal_pause	4266.027	4266.107	0.987342	0.012658
9	a	coronal	dorsal	coronal_dorsal	4230.566	4230.636	0.980910	0.019090
10	a	coronal	coronal	coronal_coronal	4297.805	4297.885	0.986920	0.013080
11	a	labial	coronal	labial_coronal	4248.076	4248.146	0.038356	0.961644
12	a	dorsal	coronal	dorsal_coronal	4400.902	4400.982	0.999994	0.000006
13	a	labial	dorsal	labial_dorsal	4267.037	4267.127	0.997095	0.002905
14	a	labial	coronal	labial_coronal	4384.703	4384.803	1.000000	0.000000
15	a	labial	labial	labial_labial	4614.03	4614.12	1.000000	0.000000
16	a	dorsal	pause	dorsal_pause	4650.404	4650.494	1.000000	0.000000
17	a	pause	coronal	pause_coronal	4659.306	4659.376	0.350054	0.649946
18	a	dorsal	pause	dorsal_pause	4435.127	4435.227	1.000000	0.000000
19	a	coronal	pause	coronal_pause	4558.915	4558.995	0.996849	0.003151
20	a	coronal	coronal	coronal_coronal	4520.945	4521.015	0.999716	0.000284
21	a	coronal	dorsal	coronal_dorsal	4501.824	4501.894	0.990804	0.009196
22	a	dorsal	pause	dorsal_pause	4646.937	4647.017	0.962889	0.037112
23	a	coronal	labial	coronal_labial	4453.36	4453.43	1.000000	0.000000
24	a	pause	labial	pause_labial	4506.981	4507.071	0.999815	0.000185
25	a	coronal	pause	coronal_pause	4583.946	4584.076	0.999982	0.000018
26	a	m	dorsal	m_dorsal	4441.036	4441.156	1.000000	0.000000
27	a	dorsal	pause	dorsal_pause	4618.247	4618.367	0.759677	0.240323
28	a	labial	coronal	labial_coronal	4451.254	4451.324	0.998839	0.001161
29	a	labial	dorsal	labial_dorsal	4434.947	4435.017	0.804601	0.195399
30	a	labial	coronal	labial_coronal	4521.485	4521.585	0.999457	0.000543
31	a	dorsal	pause	dorsal_pause	4647.884	4647.984	0.999851	0.000149
32	a	dorsal	pause	dorsal_pause	4502.004	4502.074	0.892167	0.107833
33	a	coronal	dorsal	coronal_dorsal	4462.371	4462.441	0.999772	0.000228
34	a	dorsal	dorsal	dorsal_dorsal	4431.631	4431.721	0.999970	0.000030
35	a	dorsal	pause	dorsal_pause	4645.037	4645.157	0.999944	0.000056
36	a	dorsal	pause	dorsal_pause	4504.264	4504.334	0.002655	0.997345
37	a	labial	dorsal	labial_dorsal	4641.13	4641.21	0.882270	0.117730
38	a	dorsal	pause	dorsal_pause	4579.144	4579.224	0.999914	0.000086
39	a	dorsal	pause	dorsal_pause	4739.044	4739.114	0.999985	0.000015
40	a	n	coronal	n_coronal	4667.116	4667.236	0.999997	0.000003
41	a	labial	coronal	labial_coronal	4809.565	4809.635	0.996977	0.003023
42	a	pause	coronal	pause_coronal	4722.591	4722.721	0.999998	0.000002
43	a	m	coronal	m_coronal	4738.764	4738.844	0.998499	0.001501
44	a	labial	dorsal	labial_dorsal	4960.252	4960.372	1.000000	0.000000
45	a	dorsal	pause	dorsal_pause	4860.694	4860.764	0.999948	0.000052
46	a	dorsal	dorsal	dorsal_dorsal	4960.792	4960.862	0.998160	0.001840
47	a	dorsal	pause	dorsal_pause	4670.985	4671.125	0.999875	0.000125
48	a	dorsal	coronal	dorsal_coronal	4869.468	4869.598	0.938951	0.061049
49	a	labial	coronal	labial_coronal	4749.746	4749.846	1.000000	0.000000
50	a	labial	coronal	labial_coronal	4859.474	4859.544	0.999995	0.000005
51	a	dorsal	pause	dorsal_pause	4946.541	4946.611	0.996762	0.003238
52	a	coronal	dorsal	coronal_dorsal	4814.027	4814.097	0.999901	0.000099
53	a	dorsal	m	dorsal_m	4725.423	4725.493	0.882002	0.117998
54	a	n	coronal	n_coronal	4665.906	4665.976	0.964778	0.035222
55	a	labial	dorsal	labial_dorsal	4769.603	4769.713	0.999951	0.000049
56	A	labial	coronal	labial_coronal	2240.045	2240.105	0.000121	0.999879
57	A	m	coronal	m_coronal	2057.741	2057.781	0.000048	0.999952
