	son	contexte_gauche	contexte_droit	contextes	temps_debut	temps_fin	proba_oral	proba_nasal
1	a	pause	coronal	pause_coronal	2753.56	2753.63	0.999790	0.000210
2	a	labial	coronal	labial_coronal	2701.83	2701.91	1.000000	0.000000
3	a	coronal	coronal	coronal_coronal	2745.492	2745.562	1.000000	0.000000
4	a	labial	coronal	labial_coronal	2715.475	2715.555	0.999982	0.000018
5	a	coronal	labial	coronal_labial	2839.574	2839.674	0.999999	0.000001
6	a	dorsal	coronal	dorsal_coronal	2733.643	2733.733	1.000000	0.000000
7	a	coronal	dorsal	coronal_dorsal	2698.503	2698.603	1.000000	0.000000
8	a	labial	pause	labial_pause	2857.331	2857.411	0.290644	0.709356
9	a	dorsal	dorsal	dorsal_dorsal	2721.273	2721.373	0.810025	0.189975
10	a	m	coronal	m_coronal	2742.659	2742.759	1.000000	0.000000
11	a	coronal	coronal	coronal_coronal	2745.602	2745.782	1.000000	0.000000
12	a	labial	dorsal	labial_dorsal	2884.122	2884.212	0.050472	0.949528
13	a	labial	coronal	labial_coronal	2704.91	2704.98	0.999982	0.000018
14	a	dorsal	labial	dorsal_labial	2884.752	2884.832	0.999874	0.000126
15	a	labial	coronal	labial_coronal	2701.08	2701.17	1.000000	0.000000
16	a	dorsal	pause	dorsal_pause	2802.079	2802.169	0.989162	0.010838
17	a	coronal	coronal	coronal_coronal	3273.853	3273.923	0.999916	0.000084
18	a	pause	labial	pause_labial	3168.254	3168.324	0.999995	0.000005
19	a	pause	coronal	pause_coronal	3314.22	3314.3	0.864620	0.135380
20	a	pause	coronal	pause_coronal	2996.542	2996.622	0.999992	0.000008
21	a	labial	coronal	labial_coronal	3321.664	3321.744	0.999971	0.000029
22	a	pause	labial	pause_labial	3046.991	3047.101	1.000000	0.000000
23	a	labial	pause	labial_pause	3027.221	3027.311	0.998350	0.001650
24	a	coronal	pause	coronal_pause	3272.043	3272.183	1.000000	0.000000
25	a	dorsal	coronal	dorsal_coronal	2894.829	2894.899	0.000028	0.999972
26	a	labial	pause	labial_pause	3072.501	3072.621	1.000000	0.000000
27	a	labial	m	labial_m	3034.895	3034.975	0.999882	0.000118
28	a	coronal	labial	coronal_labial	3038.952	3039.052	1.000000	0.000000
29	a	labial	coronal	labial_coronal	2918.648	2918.738	1.000000	0.000000
30	a	n	coronal	n_coronal	3069.223	3069.293	0.999982	0.000018
31	a	coronal	coronal	coronal_coronal	3274.123	3274.233	1.000000	0.000000
32	a	dorsal	pause	dorsal_pause	2974.16	2974.24	0.446883	0.553117
33	a	m	labial	m_labial	3042.079	3042.299	1.000000	0.000000
34	a	coronal	dorsal	coronal_dorsal	2996.842	2996.912	1.000000	0.000000
35	a	m	coronal	m_coronal	2895.339	2895.409	1.000000	0.000000
