	son	contexte_gauche	contexte_droit	contextes	temps_debut	temps_fin	proba_oral	proba_nasal
1	a	dorsal	labial	dorsal_labial	1504.367	1504.437	0.999907	0.000094
2	a	labial	coronal	labial_coronal	1478.95	1479.02	0.999794	0.000206
3	a	labial	labial	labial_labial	1502.967	1503.037	0.999885	0.000115
4	a	coronal	coronal	coronal_coronal	1509.817	1509.887	0.999990	0.000010
5	a	n	coronal	n_coronal	1473.75	1473.86	0.999999	0.000001
6	a	n	coronal	n_coronal	1474.1	1474.18	0.997290	0.002710
7	a	dorsal	coronal	dorsal_coronal	1474.41	1474.48	0.137060	0.862940
8	a	coronal	labial	coronal_labial	1507.347	1507.417	1.000000	0.000000
9	a	labial	coronal	labial_coronal	1547.227	1547.307	1.000000	0.000000
10	a	coronal	dorsal	coronal_dorsal	1575.519	1575.599	0.999277	0.000723
11	a	dorsal	labial	dorsal_labial	1542.797	1542.867	1.000000	0.000000
12	a	coronal	coronal	coronal_coronal	1581.189	1581.259	0.999987	0.000013
13	a	coronal	coronal	coronal_coronal	1575.019	1575.109	1.000000	0.000000
14	a	labial	coronal	labial_coronal	1549.448	1549.528	1.000000	0.000000
15	a	coronal	pause	coronal_pause	1580.839	1580.919	0.999983	0.000017
16	a	labial	coronal	labial_coronal	1515.331	1515.411	0.912200	0.087800
17	a	labial	dorsal	labial_dorsal	1518.291	1518.381	0.999980	0.000020
18	a	pause	labial	pause_labial	1592.028	1592.108	0.999970	0.000030
19	a	labial	m	labial_m	1515.671	1515.781	0.999996	0.000004
20	a	dorsal	pause	dorsal_pause	1510.067	1510.197	0.999984	0.000016
21	a	labial	coronal	labial_coronal	1516.801	1516.871	1.000000	0.000000
22	a	pause	labial	pause_labial	1520.299	1520.529	0.995234	0.004766
23	a	labial	pause	labial_pause	1523.867	1524.027	1.000000	0.000000
24	a	labial	dorsal	labial_dorsal	1660.046	1660.126	0.999100	0.000900
25	a	coronal	dorsal	coronal_dorsal	1640.108	1640.188	0.999994	0.000006
26	a	pause	pause	pause_pause	1597.753	1597.833	0.987996	0.012004
27	a	labial	labial	labial_labial	1600.782	1600.852	0.999671	0.000329
28	a	labial	dorsal	labial_dorsal	1636.012	1636.092	0.999990	0.000010
29	a	labial	n	labial_n	1649.14	1649.24	1.000000	0.000000
30	a	n	dorsal	n_dorsal	1655.79	1655.88	0.999954	0.000046
31	a	labial	labial	labial_labial	1633.252	1633.322	0.999084	0.000916
32	a	dorsal	coronal	dorsal_coronal	1654.44	1654.53	1.000000	0.000000
33	a	coronal	m	coronal_m	1631.192	1631.272	0.999999	0.000001
34	a	coronal	coronal	coronal_coronal	1631.562	1631.652	1.000000	0.000000
35	a	dorsal	pause	dorsal_pause	1634.002	1634.072	0.001427	0.998573
36	a	coronal	dorsal	coronal_dorsal	1645.873	1646.003	0.999992	0.000008
37	a	labial	dorsal	labial_dorsal	1656.52	1656.69	0.999999	0.000001
38	a	coronal	labial	coronal_labial	1682.698	1682.798	1.000000	0.000000
39	a	m	labial	m_labial	1680.828	1680.928	0.789279	0.210721
40	a	dorsal	coronal	dorsal_coronal	1664.376	1664.466	0.985086	0.014914
41	a	coronal	coronal	coronal_coronal	1675.023	1675.173	1.000000	0.000000
42	a	coronal	coronal	coronal_coronal	1688.947	1689.027	0.999513	0.000487
43	a	m	coronal	m_coronal	1679.364	1679.444	0.998303	0.001697
44	a	coronal	coronal	coronal_coronal	1682.488	1682.558	0.998969	0.001031
45	a	labial	dorsal	labial_dorsal	1687.497	1687.617	0.999999	0.000001
46	a	labial	pause	labial_pause	1682.238	1682.308	0.999999	0.000001
47	a	coronal	labial	coronal_labial	1684.547	1684.617	0.999787	0.000213
48	a	labial	coronal	labial_coronal	1684.377	1684.467	1.000000	0.000000
49	a	coronal	m	coronal_m	1680.708	1680.788	0.967151	0.032849
50	a	coronal	labial	coronal_labial	1663.276	1663.376	0.999638	0.000362
51	a	labial	pause	labial_pause	1688.627	1688.727	0.999999	0.000001
52	a	dorsal	coronal	dorsal_coronal	1693.911	1693.981	0.999999	0.000001
53	a	m	coronal	m_coronal	1693.031	1693.121	1.000000	0.000000
54	a	coronal	labial	coronal_labial	1689.177	1689.257	0.999964	0.000036
55	a	m	pause	m_pause	1691.483	1691.553	0.999922	0.000078
56	A	dorsal	dorsal	dorsal_dorsal	1777.983	1778.013	0.002792	0.997208
57	A	dorsal	coronal	dorsal_coronal	1764.015	1764.075	0.000121	0.999879
58	A	coronal	m	coronal_m	1775.086	1775.156	0.000576	0.999424
59	A	coronal	coronal	coronal_coronal	1750.625	1750.665	0.000008	0.999992
60	A	m	coronal	m_coronal	1697.603	1697.673	0.000177	0.999823
61	A	coronal	coronal	coronal_coronal	1721.252	1721.332	0.000452	0.999548
62	A	m	coronal	m_coronal	1774.516	1774.556	0.007028	0.992972
63	A	labial	coronal	labial_coronal	1697.983	1698.093	0.000001	0.999999
64	A	dorsal	coronal	dorsal_coronal	1742.214	1742.354	0.000000	1.000000
65	A	labial	coronal	labial_coronal	1763.835	1763.885	0.000314	0.999686
66	A	dorsal	labial	dorsal_labial	1751.925	1751.985	0.000028	0.999972
67	A	dorsal	m	dorsal_m	1793.765	1793.835	1.000000	0.000000
68	A	coronal	labial	coronal_labial	1752.555	1752.685	0.000000	1.000000
69	A	coronal	coronal	coronal_coronal	1797.355	1797.385	0.000648	0.999352
70	A	labial	coronal	labial_coronal	1763.025	1763.105	0.000410	0.999590
71	A	dorsal	coronal	dorsal_coronal	1776.506	1776.566	0.000738	0.999262
72	A	coronal	coronal	coronal_coronal	1752.435	1752.505	0.000276	0.999724
73	A	dorsal	coronal	dorsal_coronal	1769.268	1769.358	0.001261	0.998738
74	A	dorsal	coronal	dorsal_coronal	1759.635	1759.715	0.095349	0.904651
75	A	coronal	labial	coronal_labial	1841.431	1841.501	0.049042	0.950958
76	A	coronal	coronal	coronal_coronal	1874.356	1874.426	0.069787	0.930213
77	A	m	coronal	m_coronal	1833.256	1833.326	0.004179	0.995821
78	A	coronal	coronal	coronal_coronal	1881.371	1881.451	0.000063	0.999937
79	A	coronal	dorsal	coronal_dorsal	1841.561	1841.641	0.217214	0.782786
80	A	dorsal	m	dorsal_m	1800.932	1800.982	0.000309	0.999691
81	A	dorsal	labial	dorsal_labial	1828.206	1828.276	0.012996	0.987004
82	A	pause	dorsal	pause_dorsal	1872.359	1872.609	0.999980	0.000020
83	A	coronal	coronal	coronal_coronal	1881.921	1881.971	0.000031	0.999969
84	A	n	dorsal	n_dorsal	1817.709	1817.829	0.001108	0.998892
85	A	coronal	pause	coronal_pause	1820.449	1820.499	0.000000	1.000000
86	A	coronal	labial	coronal_labial	1818.519	1818.629	0.182110	0.817891
87	A	coronal	coronal	coronal_coronal	1875.166	1875.226	0.002652	0.997348
88	A	coronal	coronal	coronal_coronal	1800.092	1800.162	0.996032	0.003968
89	A	coronal	dorsal	coronal_dorsal	1814.569	1814.669	0.000073	0.999927
90	A	dorsal	pause	dorsal_pause	1842.141	1842.221	0.035147	0.964853
91	A	coronal	dorsal	coronal_dorsal	1833.946	1834.036	0.000281	0.999719
92	A	m	coronal	m_coronal	1814.009	1814.079	0.000018	0.999982
93	A	m	coronal	m_coronal	1831.376	1831.446	0.000649	0.999351
94	A	coronal	coronal	coronal_coronal	1869.699	1869.769	0.060723	0.939277
95	A	coronal	dorsal	coronal_dorsal	1834.936	1835.026	0.000001	0.999999
96	A	coronal	coronal	coronal_coronal	1874.926	1874.996	0.001417	0.998583
97	A	coronal	coronal	coronal_coronal	1881.021	1881.071	0.000972	0.999028
98	A	coronal	dorsal	coronal_dorsal	2001.827	2001.887	0.000334	0.999666
99	A	coronal	coronal	coronal_coronal	1898.623	1898.653	0.000036	0.999964
100	A	coronal	coronal	coronal_coronal	1941.524	1941.584	0.000151	0.999849
101	A	coronal	coronal	coronal_coronal	1882.151	1882.211	0.000731	0.999269
102	A	dorsal	dorsal	dorsal_dorsal	1942.374	1942.484	0.000034	0.999966
103	A	coronal	dorsal	coronal_dorsal	1970.935	1971.015	0.000788	0.999212
104	A	dorsal	coronal	dorsal_coronal	1903.135	1903.175	0.000012	0.999987
105	A	pause	coronal	pause_coronal	1941.114	1941.244	0.000000	1.000000
106	A	coronal	coronal	coronal_coronal	1916.587	1916.687	0.002586	0.997414
107	A	coronal	coronal	coronal_coronal	1937.564	1937.594	0.000045	0.999955
108	A	labial	coronal	labial_coronal	1900.477	1900.547	0.000002	0.999998
109	A	coronal	coronal	coronal_coronal	1900.607	1900.697	0.000000	1.000000
110	A	coronal	labial	coronal_labial	2021.348	2021.408	0.000266	0.999734
