	son	contexte_gauche	contexte_droit	contextes	temps_debut	temps_fin	proba_oral	proba_nasal
1	a	coronal	m	coronal_m	879.299	879.399	1.000000	0.000000
2	a	m	coronal	m_coronal	879.489	879.589	1.000000	0.000000
3	a	m	coronal	m_coronal	887.803	887.893	0.155906	0.844094
4	a	coronal	coronal	coronal_coronal	894.176	894.266	0.998800	0.001200
5	a	labial	dorsal	labial_dorsal	882.957	883.147	0.999975	0.000025
6	a	labial	coronal	labial_coronal	886.013	886.083	0.998148	0.001852
7	a	dorsal	coronal	dorsal_coronal	907.266	907.366	0.999999	0.000001
8	a	coronal	m	coronal_m	909.939	910.029	0.999991	0.000009
9	a	dorsal	m	dorsal_m	960.268	960.398	0.999999	0.000001
10	a	coronal	labial	coronal_labial	901.216	901.296	1.000000	0.000000
11	a	coronal	labial	coronal_labial	957.708	957.818	1.000000	0.000000
12	a	dorsal	coronal	dorsal_coronal	958.588	958.658	1.000000	0.000000
13	a	coronal	coronal	coronal_coronal	901.816	901.946	1.000000	0.000000
14	a	pause	labial	pause_labial	911.519	911.649	0.999956	0.000044
15	a	coronal	coronal	coronal_coronal	962.508	962.668	1.000000	0.000000
16	a	dorsal	coronal	dorsal_coronal	950.348	950.468	0.927339	0.072661
17	a	m	coronal	m_coronal	953.548	953.648	1.000000	0.000000
18	a	coronal	dorsal	coronal_dorsal	910.339	910.429	1.000000	0.000000
19	a	coronal	pause	coronal_pause	908.739	908.819	0.997524	0.002476
20	a	labial	coronal	labial_coronal	1006.817	1006.917	1.000000	0.000000
21	a	coronal	dorsal	coronal_dorsal	987.812	987.882	0.999961	0.000039
22	a	coronal	m	coronal_m	972.195	972.305	1.000000	0.000000
23	a	m	coronal	m_coronal	977.602	977.702	1.000000	0.000000
24	a	dorsal	m	dorsal_m	973.875	973.965	0.918729	0.081271
25	a	labial	dorsal	labial_dorsal	968.395	968.495	1.000000	0.000000
26	a	labial	coronal	labial_coronal	990.832	990.922	1.000000	0.000000
27	a	labial	dorsal	labial_dorsal	1010.277	1010.387	0.993105	0.006895
28	a	coronal	labial	coronal_labial	997.251	997.341	1.000000	0.000000
29	a	coronal	labial	coronal_labial	969.835	969.925	0.999996	0.000004
