	son	contexte_gauche	contexte_droit	contextes	temps_debut	temps_fin	proba_oral	proba_nasal
1	a	labial	coronal	labial_coronal	2235.908	2235.988	0.999999	0.000001
2	a	labial	coronal	labial_coronal	2222.788	2222.888	0.993908	0.006092
3	a	dorsal	coronal	dorsal_coronal	2218.161	2218.241	0.999977	0.000023
4	a	coronal	dorsal	coronal_dorsal	2213.516	2213.586	0.994328	0.005672
5	a	dorsal	dorsal	dorsal_dorsal	2250.38	2250.48	0.999989	0.000011
6	a	labial	coronal	labial_coronal	2263.779	2263.869	0.999998	0.000002
7	a	dorsal	pause	dorsal_pause	2311.228	2311.398	1.000000	0.000000
8	a	coronal	dorsal	coronal_dorsal	2286.078	2286.148	0.999141	0.000859
9	a	labial	coronal	labial_coronal	2295.665	2295.905	1.000000	0.000000
10	a	coronal	labial	coronal_labial	2273.466	2273.546	0.999975	0.000025
11	a	dorsal	dorsal	dorsal_dorsal	2307.354	2307.444	1.000000	0.000000
12	a	n	coronal	n_coronal	2260.43	2260.55	0.999997	0.000003
13	a	dorsal	coronal	dorsal_coronal	2290.568	2290.648	0.999873	0.000127
14	a	dorsal	labial	dorsal_labial	2322.119	2322.239	1.000000	0.000000
15	a	pause	labial	pause_labial	2259.21	2259.33	0.999999	0.000001
16	a	coronal	n	coronal_n	2298.665	2298.735	0.998559	0.001441
17	a	labial	coronal	labial_coronal	2269.767	2269.847	1.000000	0.000000
18	a	n	coronal	n_coronal	2282.078	2282.178	1.000000	0.000000
19	a	coronal	pause	coronal_pause	2312.498	2312.728	1.000000	0.000000
20	a	labial	dorsal	labial_dorsal	2321.849	2322.009	0.999985	0.000015
21	a	coronal	pause	coronal_pause	2271.637	2271.737	0.999998	0.000002
22	a	pause	coronal	pause_coronal	2279.578	2279.698	1.000000	0.000000
23	a	n	coronal	n_coronal	2298.385	2298.485	1.000000	0.000000
24	a	coronal	labial	coronal_labial	2411.295	2411.375	1.000000	0.000000
25	a	coronal	dorsal	coronal_dorsal	2409.045	2409.145	1.000000	0.000000
26	a	dorsal	pause	dorsal_pause	2403.255	2403.375	0.998797	0.001203
27	a	labial	coronal	labial_coronal	2415.432	2415.582	1.000000	0.000000
28	a	labial	pause	labial_pause	2360.1	2360.3	1.000000	0.000000
29	a	labial	labial	labial_labial	2348.477	2348.567	0.999981	0.000019
30	a	coronal	labial	coronal_labial	2357.58	2357.69	1.000000	0.000000
31	a	coronal	coronal	coronal_coronal	2390.252	2390.342	1.000000	0.000000
32	a	coronal	labial	coronal_labial	2374.1	2374.19	1.000000	0.000000
