	son	contexte_gauche	contexte_droit	contextes	temps_debut	temps_fin	proba_oral	proba_nasal
1	a	coronal	dorsal	coronal_dorsal	3114.366	3114.436	0.999996	0.000004
2	a	coronal	dorsal	coronal_dorsal	3213.913	3213.983	0.999996	0.000004
3	a	dorsal	n	dorsal_n	3301.761	3301.851	1.000000	0.000000
4	a	labial	pause	labial_pause	3347.051	3347.241	0.040118	0.959882
5	a	coronal	coronal	coronal_coronal	3209.633	3209.783	1.000000	0.000000
6	a	dorsal	coronal	dorsal_coronal	3101.413	3101.483	0.963541	0.036459
7	a	labial	coronal	labial_coronal	3346.211	3346.361	0.924355	0.075646
8	a	m	labial	m_labial	3346.861	3346.931	0.961689	0.038311
9	a	dorsal	n	dorsal_n	3303.517	3303.597	0.999993	0.000007
10	a	dorsal	coronal	dorsal_coronal	3463.533	3463.693	1.000000	0.000000
11	a	coronal	labial	coronal_labial	3446.71	3446.78	0.999927	0.000073
12	a	dorsal	pause	dorsal_pause	3440.541	3440.691	0.000008	0.999992
13	a	m	coronal	m_coronal	3501.979	3502.049	1.000000	0.000000
14	a	labial	coronal	labial_coronal	3495.64	3495.72	1.000000	0.000000
15	a	labial	coronal	labial_coronal	3493.53	3493.63	1.000000	0.000000
16	a	labial	coronal	labial_coronal	3475.156	3475.226	1.000000	0.000000
17	a	coronal	dorsal	coronal_dorsal	3501.559	3501.639	0.999999	0.000001
18	a	labial	labial	labial_labial	3496.56	3496.65	0.999972	0.000028
19	a	labial	dorsal	labial_dorsal	3446.91	3446.98	1.000000	0.000000
20	a	labial	coronal	labial_coronal	3498.274	3498.524	1.000000	0.000000
21	a	coronal	coronal	coronal_coronal	3443.73	3443.81	1.000000	0.000000
22	a	coronal	pause	coronal_pause	3671.478	3671.608	1.000000	0.000000
23	a	labial	dorsal	labial_dorsal	3654.196	3654.286	0.005941	0.994059
24	a	pause	dorsal	pause_dorsal	3653.686	3653.846	0.999878	0.000122
25	a	labial	dorsal	labial_dorsal	3627.509	3627.589	1.000000	0.000000
26	a	coronal	pause	coronal_pause	3696.753	3696.833	0.999934	0.000066
27	a	coronal	m	coronal_m	3646.701	3646.771	0.999146	0.000854
28	a	coronal	dorsal	coronal_dorsal	3696.583	3696.663	0.999999	0.000001
29	a	n	coronal	n_coronal	3701.146	3701.216	0.001693	0.998307
30	a	coronal	coronal	coronal_coronal	3844.018	3844.098	0.999997	0.000002
31	a	coronal	coronal	coronal_coronal	3626.859	3626.989	0.999992	0.000008
32	a	labial	dorsal	labial_dorsal	3682.692	3682.762	0.975650	0.024350
33	a	coronal	dorsal	coronal_dorsal	3692.824	3692.894	0.999969	0.000031
34	a	labial	coronal	labial_coronal	3784.207	3784.377	1.000000	0.000000
35	a	coronal	labial	coronal_labial	3627.329	3627.399	0.999956	0.000044
36	a	dorsal	m	dorsal_m	3729.717	3729.797	0.052318	0.947682
37	a	labial	dorsal	labial_dorsal	3848.809	3848.879	0.947474	0.052526
38	a	labial	coronal	labial_coronal	3633.706	3633.786	0.997979	0.002022
39	a	pause	labial	pause_labial	3848.329	3848.399	0.793718	0.206282
40	a	pause	coronal	pause_coronal	3675.914	3676.004	0.999658	0.000342
41	a	coronal	pause	coronal_pause	3676.514	3676.584	0.999983	0.000017
42	a	labial	m	labial_m	3775.903	3776.003	0.998977	0.001023
43	a	labial	coronal	labial_coronal	3539.269	3539.359	0.324351	0.675649
44	a	labial	coronal	labial_coronal	3689.829	3689.909	1.000000	0.000000
45	a	labial	coronal	labial_coronal	3697.453	3697.573	1.000000	0.000000
46	a	coronal	labial	coronal_labial	3668.868	3669.118	1.000000	0.000000
47	a	labial	coronal	labial_coronal	3794.143	3794.223	0.128399	0.871601
48	a	coronal	dorsal	coronal_dorsal	3788.193	3788.293	0.999996	0.000004
49	a	coronal	labial	coronal_labial	3958.847	3958.927	1.000000	0.000000
50	a	coronal	labial	coronal_labial	3948.419	3948.489	0.999997	0.000003
51	a	labial	dorsal	labial_dorsal	4055.32	4055.39	0.069017	0.930983
52	a	coronal	labial	coronal_labial	3881.62	3881.71	1.000000	0.000000
53	a	labial	dorsal	labial_dorsal	3969.253	3969.333	0.891486	0.108514
54	a	coronal	coronal	coronal_coronal	4013.697	4013.767	0.999999	0.000001
55	a	coronal	labial	coronal_labial	3849.839	3849.959	0.999948	0.000052
56	A	coronal	n	coronal_n	2676.7	2676.73	0.000355	0.999645
57	A	coronal	m	coronal_m	2556.059	2556.159	0.000307	0.999693
58	A	dorsal	coronal	dorsal_coronal	2633.207	2633.277	0.000077	0.999923
59	A	dorsal	n	dorsal_n	2630.417	2630.467	0.000001	0.999999
60	A	coronal	m	coronal_m	2581.43	2581.51	0.001654	0.998345
61	A	coronal	coronal	coronal_coronal	2550.523	2550.613	0.000000	1.000000
62	A	m	pause	m_pause	2684.777	2684.847	0.174207	0.825793
63	A	coronal	coronal	coronal_coronal	2584.97	2585.04	0.050686	0.949314
64	A	dorsal	coronal	dorsal_coronal	2655.112	2655.192	0.000039	0.999961
65	A	coronal	labial	coronal_labial	2671.75	2671.82	0.000068	0.999932
66	A	coronal	labial	coronal_labial	2549.883	2549.973	0.000021	0.999979
67	A	coronal	coronal	coronal_coronal	2655.612	2655.692	0.978920	0.021080
68	A	pause	labial	pause_labial	2629.487	2629.557	0.978901	0.021099
69	A	coronal	pause	coronal_pause	2709.512	2709.562	0.000074	0.999926
70	A	coronal	labial	coronal_labial	2708.542	2708.672	0.000002	0.999998
71	A	coronal	dorsal	coronal_dorsal	2948.524	2948.564	0.004399	0.995601
72	A	coronal	coronal	coronal_coronal	2706.932	2707.022	0.000000	1.000000
73	A	dorsal	coronal	dorsal_coronal	2953.88	2953.98	0.000048	0.999952
74	A	coronal	labial	coronal_labial	2905.377	2905.447	0.002021	0.997979
75	A	m	coronal	m_coronal	2956.945	2957.035	0.000000	1.000000
76	A	coronal	labial	coronal_labial	2949.914	2949.954	0.000345	0.999655
